"Student_Name";"Test_Case_1 (40)";"Code_1 (20)";"Code_2 (20)";"Code_3 (10)";"Code_4 (10)";"Total_Marks (100)";"Comments"
22EX10002;20;20;20;10;10;80;========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~IN:~~alpha = 0.306~~rho = 1.2~~Rs = 6.96e8~~Ts = 1.3654e-11~~D = 1.496e11~~~~Exp OUT:~~Tp = 5.742861e-13~~~~ ~~  Mark/s obtained: 20 out of 40~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Inputs Taken (either hardcoded or by user)~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 2:~~Computed Tp~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 3:~~Printed Tp~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~Comments given on Tp for both cases~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 80 ############
22EX10022;25;20;20;10;0;75;========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~IN:~~alpha = 0.306~~rho = 1.2~~Rs = 6.96e8~~Ts = 1.3654e-11~~D = 1.496e11~~~~Exp OUT:~~Tp = 5.742861e-13~~~~ ~~  Mark/s obtained: 25 out of 40~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Inputs Taken (either hardcoded or by user)~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 2:~~Computed Tp~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 3:~~Printed Tp~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 4:~~Comments given on Tp for both cases~~  Mark/s obtained: 0 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 75 ############
22EX10042;10;20;20;10;0;60;========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~IN:~~alpha = 0.306~~rho = 1.2~~Rs = 6.96e8~~Ts = 1.3654e-11~~D = 1.496e11~~~~Exp OUT:~~Tp = 5.742861e-13~~~~ ~~  Mark/s obtained: 10 out of 40~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Inputs Taken (either hardcoded or by user)~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 2:~~Computed Tp~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 3:~~Printed Tp~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 4:~~Comments given on Tp for both cases~~  Mark/s obtained: 0 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 60 ############
22GG10032;40;20;20;10;0;90;========= TEST CASES =========~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Inputs Taken (either hardcoded or by user)~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 2:~~Computed Tp~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 3:~~Printed Tp~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 4:~~Comments given on Tp for both cases~~  Mark/s obtained: 0 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 90 ############
22GG10052;40;20;20;10;10;100;Good work~~~~========= TEST CASES =========~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Inputs Taken (either hardcoded or by user)~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 2:~~Computed Tp~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 3:~~Printed Tp~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~Comments given on Tp for both cases~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22HS10018;10;20;20;10;10;70;========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~IN:~~alpha = 0.306~~rho = 1.2~~Rs = 6.96e8~~Ts = 1.3654e-11~~D = 1.496e11~~~~Exp OUT:~~Tp = 5.742861e-13~~~~ ~~  Mark/s obtained: 10 out of 40~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Inputs Taken (either hardcoded or by user)~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 2:~~Computed Tp~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 3:~~Printed Tp~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~Comments given on Tp for both cases~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 70 ############
22HS10038;40;20;20;10;10;100;Clean Code~~~~========= TEST CASES =========~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Inputs Taken (either hardcoded or by user)~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 2:~~Computed Tp~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 3:~~Printed Tp~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~Comments given on Tp for both cases~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22HS10058;40;20;20;10;10;100;Perfect~~~~========= TEST CASES =========~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Inputs Taken (either hardcoded or by user)~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 2:~~Computed Tp~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 3:~~Printed Tp~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~Comments given on Tp for both cases~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22IE10015;40;20;20;10;10;100;Good~~~~========= TEST CASES =========~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Inputs Taken (either hardcoded or by user)~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 2:~~Computed Tp~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 3:~~Printed Tp~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~Comments given on Tp for both cases~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22IE10035;40;20;20;10;10;100;Keep it up~~~~========= TEST CASES =========~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Inputs Taken (either hardcoded or by user)~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 2:~~Computed Tp~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 3:~~Printed Tp~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~Comments given on Tp for both cases~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22IM10009;40;20;20;10;10;100;Clean Code~~~~========= TEST CASES =========~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Inputs Taken (either hardcoded or by user)~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 2:~~Computed Tp~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 3:~~Printed Tp~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~Comments given on Tp for both cases~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22IM10028;40;20;20;10;10;100;Clean Code~~~~========= TEST CASES =========~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Inputs Taken (either hardcoded or by user)~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 2:~~Computed Tp~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 3:~~Printed Tp~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~Comments given on Tp for both cases~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22IM30022;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22MA10010;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22MA10029;40;20;20;10;10;100;Great Job~~~~========= TEST CASES =========~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Inputs Taken (either hardcoded or by user)~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 2:~~Computed Tp~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 3:~~Printed Tp~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~Comments given on Tp for both cases~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22MA10048;40;20;20;10;10;100;Perfect~~~~========= TEST CASES =========~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Inputs Taken (either hardcoded or by user)~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 2:~~Computed Tp~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 3:~~Printed Tp~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~Comments given on Tp for both cases~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22MA10067;25;20;20;10;10;85;========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~IN:~~alpha = 0.306~~rho = 1.2~~Rs = 6.96e8~~Ts = 1.3654e-11~~D = 1.496e11~~~~Exp OUT:~~Tp = 5.742861e-13~~~~ ~~  Mark/s obtained: 25 out of 40~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Inputs Taken (either hardcoded or by user)~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 2:~~Computed Tp~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 3:~~Printed Tp~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~Comments given on Tp for both cases~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 85 ############
22ME10015;25;20;20;10;0;75;========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~IN:~~alpha = 0.306~~rho = 1.2~~Rs = 6.96e8~~Ts = 1.3654e-11~~D = 1.496e11~~~~Exp OUT:~~Tp = 5.742861e-13~~~~ ~~  Mark/s obtained: 25 out of 40~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Inputs Taken (either hardcoded or by user)~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 2:~~Computed Tp~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 3:~~Printed Tp~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 4:~~Comments given on Tp for both cases~~  Mark/s obtained: 0 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 75 ############
22ME10034;40;20;20;10;10;100;Keep up the good work~~~~========= TEST CASES =========~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Inputs Taken (either hardcoded or by user)~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 2:~~Computed Tp~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 3:~~Printed Tp~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~Comments given on Tp for both cases~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22ME10053;40;20;20;10;10;100;Clean Code~~~~========= TEST CASES =========~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Inputs Taken (either hardcoded or by user)~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 2:~~Computed Tp~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 3:~~Printed Tp~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~Comments given on Tp for both cases~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22ME10072;10;20;20;10;0;60;========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~IN:~~alpha = 0.306~~rho = 1.2~~Rs = 6.96e8~~Ts = 1.3654e-11~~D = 1.496e11~~~~Exp OUT:~~Tp = 5.742861e-13~~~~ ~~  Mark/s obtained: 10 out of 40~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Inputs Taken (either hardcoded or by user)~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 2:~~Computed Tp~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 3:~~Printed Tp~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 4:~~Comments given on Tp for both cases~~  Mark/s obtained: 0 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 60 ############
22ME10091;40;20;20;10;10;100;Great Job~~~~========= TEST CASES =========~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Inputs Taken (either hardcoded or by user)~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 2:~~Computed Tp~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 3:~~Printed Tp~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~Comments given on Tp for both cases~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22ME30012;25;20;20;10;10;85;========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~IN:~~alpha = 0.306~~rho = 1.2~~Rs = 6.96e8~~Ts = 1.3654e-11~~D = 1.496e11~~~~Exp OUT:~~Tp = 5.742861e-13~~~~ ~~  Mark/s obtained: 25 out of 40~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Inputs Taken (either hardcoded or by user)~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 2:~~Computed Tp~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 3:~~Printed Tp~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~Comments given on Tp for both cases~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 85 ############
22ME30031;23;20;20;10;0;73;========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~IN:~~alpha = 0.306~~rho = 1.2~~Rs = 6.96e8~~Ts = 1.3654e-11~~D = 1.496e11~~~~Exp OUT:~~Tp = 5.742861e-13~~~~ ~~  Mark/s obtained: 23 out of 40~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Inputs Taken (either hardcoded or by user)~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 2:~~Computed Tp~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 3:~~Printed Tp~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 4:~~Comments given on Tp for both cases~~  Mark/s obtained: 0 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 73 ############
22ME30050;25;20;20;10;10;85;========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~IN:~~alpha = 0.306~~rho = 1.2~~Rs = 6.96e8~~Ts = 1.3654e-11~~D = 1.496e11~~~~Exp OUT:~~Tp = 5.742861e-13~~~~ ~~  Mark/s obtained: 25 out of 40~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Inputs Taken (either hardcoded or by user)~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 2:~~Computed Tp~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 3:~~Printed Tp~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~Comments given on Tp for both cases~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 85 ############
22ME30069;40;20;20;10;0;90;========= TEST CASES =========~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Inputs Taken (either hardcoded or by user)~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 2:~~Computed Tp~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 3:~~Printed Tp~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 4:~~Comments given on Tp for both cases~~  Mark/s obtained: 0 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 90 ############
22MF10015;0;20;20;10;0;50;========= TEST CASES =========~~~~~~FAILED: Code didn't compile successfully~~  Mark/s obtained: 0 out of 40~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Inputs Taken (either hardcoded or by user)~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 2:~~Computed Tp~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 3:~~Printed Tp~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 4:~~Comments given on Tp for both cases~~  Mark/s obtained: 0 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 50 ############
22MF10034;25;20;20;10;0;75;========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~IN:~~alpha = 0.306~~rho = 1.2~~Rs = 6.96e8~~Ts = 1.3654e-11~~D = 1.496e11~~~~Exp OUT:~~Tp = 5.742861e-13~~~~ ~~  Mark/s obtained: 25 out of 40~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Inputs Taken (either hardcoded or by user)~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 2:~~Computed Tp~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 3:~~Printed Tp~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 4:~~Comments given on Tp for both cases~~  Mark/s obtained: 0 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 75 ############
22MF3IM06;10;20;20;10;10;70;========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~IN:~~alpha = 0.306~~rho = 1.2~~Rs = 6.96e8~~Ts = 1.3654e-11~~D = 1.496e11~~~~Exp OUT:~~Tp = 5.742861e-13~~~~ ~~  Mark/s obtained: 10 out of 40~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Inputs Taken (either hardcoded or by user)~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 2:~~Computed Tp~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 3:~~Printed Tp~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~Comments given on Tp for both cases~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 70 ############
22MI10002;40;20;20;10;0;90;========= TEST CASES =========~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Inputs Taken (either hardcoded or by user)~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 2:~~Computed Tp~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 3:~~Printed Tp~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 4:~~Comments given on Tp for both cases~~  Mark/s obtained: 0 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 90 ############
22MI10040;40;20;20;10;10;100;Good~~~~========= TEST CASES =========~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Inputs Taken (either hardcoded or by user)~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 2:~~Computed Tp~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 3:~~Printed Tp~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~Comments given on Tp for both cases~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22MI10059;35;20;20;10;10;95;========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~IN:~~alpha = 0.306~~rho = 1.2~~Rs = 6.96e8~~Ts = 1.3654e-11~~D = 1.496e11~~~~Exp OUT:~~Tp = 5.742861e-13~~~~ ~~  Mark/s obtained: 35 out of 40~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Inputs Taken (either hardcoded or by user)~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 2:~~Computed Tp~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 3:~~Printed Tp~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~Comments given on Tp for both cases~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 95 ############
22MI31014;40;20;20;10;10;100;Great Job~~~~========= TEST CASES =========~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Inputs Taken (either hardcoded or by user)~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 2:~~Computed Tp~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 3:~~Printed Tp~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~Comments given on Tp for both cases~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22MI33002;25;20;20;10;0;75;========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~IN:~~alpha = 0.306~~rho = 1.2~~Rs = 6.96e8~~Ts = 1.3654e-11~~D = 1.496e11~~~~Exp OUT:~~Tp = 5.742861e-13~~~~ ~~  Mark/s obtained: 25 out of 40~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Inputs Taken (either hardcoded or by user)~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 2:~~Computed Tp~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 3:~~Printed Tp~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 4:~~Comments given on Tp for both cases~~  Mark/s obtained: 0 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 75 ############
22MI33021;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22MT10012;25;20;20;10;0;75;========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~IN:~~alpha = 0.306~~rho = 1.2~~Rs = 6.96e8~~Ts = 1.3654e-11~~D = 1.496e11~~~~Exp OUT:~~Tp = 5.742861e-13~~~~ ~~  Mark/s obtained: 25 out of 40~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Inputs Taken (either hardcoded or by user)~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 2:~~Computed Tp~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 3:~~Printed Tp~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 4:~~Comments given on Tp for both cases~~  Mark/s obtained: 0 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 75 ############
22MT10050;25;20;20;10;10;85;========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~IN:~~alpha = 0.306~~rho = 1.2~~Rs = 6.96e8~~Ts = 1.3654e-11~~D = 1.496e11~~~~Exp OUT:~~Tp = 5.742861e-13~~~~ ~~  Mark/s obtained: 25 out of 40~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Inputs Taken (either hardcoded or by user)~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 2:~~Computed Tp~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 3:~~Printed Tp~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~Comments given on Tp for both cases~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 85 ############
22MT30005;25;20;20;10;10;85;========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~IN:~~alpha = 0.306~~rho = 1.2~~Rs = 6.96e8~~Ts = 1.3654e-11~~D = 1.496e11~~~~Exp OUT:~~Tp = 5.742861e-13~~~~ ~~  Mark/s obtained: 25 out of 40~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Inputs Taken (either hardcoded or by user)~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 2:~~Computed Tp~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 3:~~Printed Tp~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~Comments given on Tp for both cases~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 85 ############
22MT30024;25;20;20;10;0;75;========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~IN:~~alpha = 0.306~~rho = 1.2~~Rs = 6.96e8~~Ts = 1.3654e-11~~D = 1.496e11~~~~Exp OUT:~~Tp = 5.742861e-13~~~~ ~~  Mark/s obtained: 25 out of 40~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Inputs Taken (either hardcoded or by user)~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 2:~~Computed Tp~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 3:~~Printed Tp~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 4:~~Comments given on Tp for both cases~~  Mark/s obtained: 0 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 75 ############
22NA10011;25;20;20;10;10;85;========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~IN:~~alpha = 0.306~~rho = 1.2~~Rs = 6.96e8~~Ts = 1.3654e-11~~D = 1.496e11~~~~Exp OUT:~~Tp = 5.742861e-13~~~~ ~~  Mark/s obtained: 25 out of 40~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Inputs Taken (either hardcoded or by user)~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 2:~~Computed Tp~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 3:~~Printed Tp~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~Comments given on Tp for both cases~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 85 ############
22NA10030;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22NA10049;40;20;20;10;0;90;========= TEST CASES =========~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Inputs Taken (either hardcoded or by user)~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 2:~~Computed Tp~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 3:~~Printed Tp~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 4:~~Comments given on Tp for both cases~~  Mark/s obtained: 0 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 90 ############
22NA30019;40;20;20;10;10;100;Keep up the good work~~~~========= TEST CASES =========~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Inputs Taken (either hardcoded or by user)~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 2:~~Computed Tp~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 3:~~Printed Tp~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~Comments given on Tp for both cases~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
