"Student_Name";"Test_Case_1 (20)";"Test_Case_2 (20)";"Code_1 (-10)";"Code_2 (10)";"Code_3 (10)";"Code_4 (10)";"Code_5 (20)";"Code_6 (10)";"Total_Marks (100)";"Comments"
22CH10072;20;20;0;10;5;10;20;10;95;========= TEST CASES =========~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 2:~~Loop used for n times~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 3:~~Input marks for each student correctly~~  Mark/s obtained: 5 out of 10~~~~~~PASSED: Code Case 4:~~Computed Total Marks~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 5:~~Grade awarded~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 6:~~Printed output~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 95 ############
22CS10077;20;20;0;10;8;10;20;10;98;========= TEST CASES =========~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 2:~~Loop used for n times~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 3:~~Input marks for each student correctly~~  Mark/s obtained: 8 out of 10~~~~~~PASSED: Code Case 4:~~Computed Total Marks~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 5:~~Grade awarded~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 6:~~Printed output~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 98 ############
22EC10007;20;20;0;10;10;10;20;10;100;Perfect~~~~========= TEST CASES =========~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 2:~~Loop used for n times~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~Input marks for each student correctly~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~Computed Total Marks~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 5:~~Grade awarded~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 6:~~Printed output~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22EC10027;20;20;0;10;10;10;20;10;100;Nice work~~~~========= TEST CASES =========~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 2:~~Loop used for n times~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~Input marks for each student correctly~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~Computed Total Marks~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 5:~~Grade awarded~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 6:~~Printed output~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22EC10067;10;10;0;10;0;5;20;10;65;========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~IN:~~Enter the number of students: 2~~~~Enter the marks for student 1:~~  Attendence [40]: 20~~  CT [20]: 10~~  Midsem [60]: 30~~  Endsem [100]: 50~~~~Enter the marks for student 2:~~  Attendence [40]: 40~~  CT [20]: 20~~  Midsem [60]: 60~~  Endsem [100]: 100~~~~~~Exp OUT:~~~~Student 1~~  Total marks: 50.00~~  Grade: D~~~~Student 2~~  Total marks: 100.00~~  Grade: EX~~~~ ~~  Mark/s obtained: 10 out of 20~~~~~~Your output:~~Enter the number of students(0<N<10) :  Attendence_[40]:  CT_[20]:  Midsem_[60]:  Endsem_[100]: Student 1~~Total Marks: 50.000000~~ Attendence_[40]:  CT_[20]:  Midsem_[60]:  Endsem_[100]: Student 2~~Total Marks: 100.000000~~EX~~ Attendence_[40]:  CT_[20]:  Midsem_[60]:  Endsem_[100]: Student 3~~Total Marks: 100.000000~~EX~~ Attendence_[40]:  CT_[20]:  Midsem_[60]:  Endsem_[100]: Student 4~~Total Marks: 100.000000~~EX~~ Attendence_[40]:  CT_[20]:  Midsem_[60]:  Endsem_[100]: Student 5~~Total Mark...~~~~FAILED: Test Case 2: ~~IN:~~Enter the number of students: 1~~~~Enter the marks for student 1:~~  Attendence [40]: 10~~  CT [20]: 5 ~~  Midsem [60]: 10~~  Endsem [100]: 10~~~~Exp OUT:~~Student 1~~  Total marks: 16.50~~  Grade: F~~~~ ~~  Mark/s obtained: 10 out of 20~~~~~~Your output:~~Enter the number of students(0<N<10) :  Attendence_[40]:  CT_[20]:  Midsem_[60]:  Endsem_[100]: Student 1~~Total Marks: 16.000000~~Grade: F~~ Attendence_[40]:  CT_[20]:  Midsem_[60]:  Endsem_[100]: Student 2~~Total Marks: 16.000000~~Grade: F~~ Attendence_[40]:  CT_[20]:  Midsem_[60]:  Endsem_[100]: Student 3~~Total Marks: 16.000000~~Grade: F~~ Attendence_[40]:  CT_[20]:  Midsem_[60]:  Endsem_[100]: Student 4~~Total Marks: 16.000000~~Grade: F~~ Attendence_[40]:  CT_[20]:  Midsem_[60]:  Endsem_[10...~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 2:~~Loop used for n times~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 3:~~Input marks for each student correctly~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 4:~~Computed Total Marks~~  Mark/s obtained: 5 out of 10~~~~~~PASSED: Code Case 5:~~Grade awarded~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 6:~~Printed output~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 65 ############
22EC10087;20;20;0;10;10;10;20;10;100;Clean Code~~~~========= TEST CASES =========~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 2:~~Loop used for n times~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~Input marks for each student correctly~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~Computed Total Marks~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 5:~~Grade awarded~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 6:~~Printed output~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22EC30015;20;20;0;10;5;10;20;10;95;========= TEST CASES =========~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 2:~~Loop used for n times~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 3:~~Input marks for each student correctly~~  Mark/s obtained: 5 out of 10~~~~~~PASSED: Code Case 4:~~Computed Total Marks~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 5:~~Grade awarded~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 6:~~Printed output~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 95 ############
22EC30035;20;20;0;10;10;10;20;10;100;Keep it up~~~~========= TEST CASES =========~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 2:~~Loop used for n times~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~Input marks for each student correctly~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~Computed Total Marks~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 5:~~Grade awarded~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 6:~~Printed output~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22EC30055;20;20;0;10;10;10;20;10;100;Nice work~~~~========= TEST CASES =========~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 2:~~Loop used for n times~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~Input marks for each student correctly~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~Computed Total Marks~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 5:~~Grade awarded~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 6:~~Printed output~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22EE10016;0;0;0;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22EE10036;20;20;0;10;5;10;20;10;95;========= TEST CASES =========~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 2:~~Loop used for n times~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 3:~~Input marks for each student correctly~~  Mark/s obtained: 5 out of 10~~~~~~PASSED: Code Case 4:~~Computed Total Marks~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 5:~~Grade awarded~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 6:~~Printed output~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 95 ############
22EE10056;20;20;0;10;10;10;20;10;100;Keep up the good work~~~~========= TEST CASES =========~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 2:~~Loop used for n times~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~Input marks for each student correctly~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~Computed Total Marks~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 5:~~Grade awarded~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 6:~~Printed output~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22EE10076;0;0;0;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22EE30015;20;20;0;10;8;10;20;10;98;========= TEST CASES =========~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 2:~~Loop used for n times~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 3:~~Input marks for each student correctly~~  Mark/s obtained: 8 out of 10~~~~~~PASSED: Code Case 4:~~Computed Total Marks~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 5:~~Grade awarded~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 6:~~Printed output~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 98 ############
22EX10002;20;20;0;10;8;10;20;10;98;========= TEST CASES =========~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 2:~~Loop used for n times~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 3:~~Input marks for each student correctly~~  Mark/s obtained: 8 out of 10~~~~~~PASSED: Code Case 4:~~Computed Total Marks~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 5:~~Grade awarded~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 6:~~Printed output~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 98 ############
22EX10022;20;15;0;10;5;8;20;10;88;========= TEST CASES =========~~~~~~FAILED: Test Case 2: ~~IN:~~Enter the number of students: 1~~~~Enter the marks for student 1:~~  Attendence [40]: 10~~  CT [20]: 5 ~~  Midsem [60]: 10~~  Endsem [100]: 10~~~~Exp OUT:~~Student 1~~  Total marks: 16.50~~  Grade: F~~~~ ~~  Mark/s obtained: 15 out of 20~~~~~~Your output:~~enter number of students:enter marks for student 1~~Attendence:classtest:midsem:endsem:fail~~student 1 total marks 16.000000~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 2:~~Loop used for n times~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 3:~~Input marks for each student correctly~~  Mark/s obtained: 5 out of 10~~~~~~FAILED: Code Case 4:~~Computed Total Marks~~  Mark/s obtained: 8 out of 10~~~~~~PASSED: Code Case 5:~~Grade awarded~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 6:~~Printed output~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 88 ############
22EX10042;20;20;0;10;5;10;20;10;95;========= TEST CASES =========~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 2:~~Loop used for n times~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 3:~~Input marks for each student correctly~~  Mark/s obtained: 5 out of 10~~~~~~PASSED: Code Case 4:~~Computed Total Marks~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 5:~~Grade awarded~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 6:~~Printed output~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 95 ############
22GG10032;20;20;0;10;5;10;20;10;95;========= TEST CASES =========~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 2:~~Loop used for n times~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 3:~~Input marks for each student correctly~~  Mark/s obtained: 5 out of 10~~~~~~PASSED: Code Case 4:~~Computed Total Marks~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 5:~~Grade awarded~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 6:~~Printed output~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 95 ############
22GG10052;20;20;0;10;10;10;20;10;100;Good~~~~========= TEST CASES =========~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 2:~~Loop used for n times~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~Input marks for each student correctly~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~Computed Total Marks~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 5:~~Grade awarded~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 6:~~Printed output~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22HS10018;20;15;0;10;8;5;20;10;88;========= TEST CASES =========~~~~~~FAILED: Test Case 2: ~~IN:~~Enter the number of students: 1~~~~Enter the marks for student 1:~~  Attendence [40]: 10~~  CT [20]: 5 ~~  Midsem [60]: 10~~  Endsem [100]: 10~~~~Exp OUT:~~Student 1~~  Total marks: 16.50~~  Grade: F~~~~ ~~  Mark/s obtained: 15 out of 20~~~~~~Your output:~~Number of Students:Enter the marks for student 1:~~Attendance[40]:CT[20]:Midsem[60]:Endsem[100]:Total Marks:20.000000~~Grade:F~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 2:~~Loop used for n times~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 3:~~Input marks for each student correctly~~  Mark/s obtained: 8 out of 10~~~~~~FAILED: Code Case 4:~~Computed Total Marks~~  Mark/s obtained: 5 out of 10~~~~~~PASSED: Code Case 5:~~Grade awarded~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 6:~~Printed output~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 88 ############
22HS10038;20;20;0;10;10;10;20;10;100;Good work~~~~========= TEST CASES =========~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 2:~~Loop used for n times~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~Input marks for each student correctly~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~Computed Total Marks~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 5:~~Grade awarded~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 6:~~Printed output~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22HS10058;20;20;0;10;5;10;20;10;95;========= TEST CASES =========~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 2:~~Loop used for n times~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 3:~~Input marks for each student correctly~~  Mark/s obtained: 5 out of 10~~~~~~PASSED: Code Case 4:~~Computed Total Marks~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 5:~~Grade awarded~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 6:~~Printed output~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 95 ############
22IE10015;20;20;0;10;5;10;20;10;95;========= TEST CASES =========~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 2:~~Loop used for n times~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 3:~~Input marks for each student correctly~~  Mark/s obtained: 5 out of 10~~~~~~PASSED: Code Case 4:~~Computed Total Marks~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 5:~~Grade awarded~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 6:~~Printed output~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 95 ############
22IE10035;20;20;0;10;10;10;20;10;100;Nice work~~~~========= TEST CASES =========~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 2:~~Loop used for n times~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~Input marks for each student correctly~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~Computed Total Marks~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 5:~~Grade awarded~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 6:~~Printed output~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22IM10009;15;20;0;10;10;10;20;10;95;========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~IN:~~Enter the number of students: 2~~~~Enter the marks for student 1:~~  Attendence [40]: 20~~  CT [20]: 10~~  Midsem [60]: 30~~  Endsem [100]: 50~~~~Enter the marks for student 2:~~  Attendence [40]: 40~~  CT [20]: 20~~  Midsem [60]: 60~~  Endsem [100]: 100~~~~~~Exp OUT:~~~~Student 1~~  Total marks: 50.00~~  Grade: D~~~~Student 2~~  Total marks: 100.00~~  Grade: EX~~~~ ~~  Mark/s obtained: 15 out of 20~~~~~~Your output:~~enter the no. of students-~~for student-1~~enter the marks in Attendance-enter the marks in class test-enter the marks in mid-sem-enter the marks in end-sem-50.000000~~for student-2~~enter the marks in Attendance-enter the marks in class test-enter the marks in mid-sem-enter the marks in end-sem-100.000000~~EX~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 2:~~Loop used for n times~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~Input marks for each student correctly~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~Computed Total Marks~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 5:~~Grade awarded~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 6:~~Printed output~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 95 ############
22IM10028;20;20;0;10;10;10;20;10;100;Keep up the good work~~~~========= TEST CASES =========~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 2:~~Loop used for n times~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~Input marks for each student correctly~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~Computed Total Marks~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 5:~~Grade awarded~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 6:~~Printed output~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22IM30022;0;0;0;8;5;10;0;0;23;========= TEST CASES =========~~~~~~FAILED: Code didn't compile successfully~~  Mark/s obtained: 0 out of 40~~~~~~========= CODE CASES =========~~~~~~FAILED: Code Case 2:~~Loop used for n times~~  Mark/s obtained: 8 out of 10~~~~~~FAILED: Code Case 3:~~Input marks for each student correctly~~  Mark/s obtained: 5 out of 10~~~~~~PASSED: Code Case 4:~~Computed Total Marks~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 5:~~Grade awarded~~  Mark/s obtained: 0 out of 20~~~~~~FAILED: Code Case 6:~~Printed output~~  Mark/s obtained: 0 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 23 ############
22MA10010;20;15;0;10;8;5;20;10;88;========= TEST CASES =========~~~~~~FAILED: Test Case 2: ~~IN:~~Enter the number of students: 1~~~~Enter the marks for student 1:~~  Attendence [40]: 10~~  CT [20]: 5 ~~  Midsem [60]: 10~~  Endsem [100]: 10~~~~Exp OUT:~~Student 1~~  Total marks: 16.50~~  Grade: F~~~~ ~~  Mark/s obtained: 15 out of 20~~~~~~Your output:~~Enter the number of students :Enter the marks for student: 1~~Attendance [40]:CT [20]:Midsem [60]:Endsem [100]:student 1 ~~Total marks of student is 16 ~~Grade: ~~F~~~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 2:~~Loop used for n times~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 3:~~Input marks for each student correctly~~  Mark/s obtained: 8 out of 10~~~~~~FAILED: Code Case 4:~~Computed Total Marks~~  Mark/s obtained: 5 out of 10~~~~~~PASSED: Code Case 5:~~Grade awarded~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 6:~~Printed output~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 88 ############
22MA10048;0;0;0;0;0;0;0;0;0;RERUN~~~~========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~IN:~~Enter the number of students: 2~~~~Enter the marks for student 1:~~  Attendence [40]: 20~~  CT [20]: 10~~  Midsem [60]: 30~~  Endsem [100]: 50~~~~Enter the marks for student 2:~~  Attendence [40]: 40~~  CT [20]: 20~~  Midsem [60]: 60~~  Endsem [100]: 100~~~~~~Exp OUT:~~~~Student 1~~  Total marks: 50.00~~  Grade: D~~~~Student 2~~  Total marks: 100.00~~  Grade: EX~~~~ ~~  Mark/s obtained: 0 out of 20~~~~~~Your output:~~Enter the value of alpha,rho,Rs,Ts,D respectively: Tp=-1.#IND00e+000~~~~FAILED: Test Case 2: ~~IN:~~Enter the number of students: 1~~~~Enter the marks for student 1:~~  Attendence [40]: 10~~  CT [20]: 5 ~~  Midsem [60]: 10~~  Endsem [100]: 10~~~~Exp OUT:~~Student 1~~  Total marks: 16.50~~  Grade: F~~~~ ~~  Mark/s obtained: 0 out of 20~~~~~~Your output:~~Enter the value of alpha,rho,Rs,Ts,D respectively: Tp=0.000000e+000~~~~========= CODE CASES =========~~~~~~FAILED: Code Case 2:~~Loop used for n times~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 3:~~Input marks for each student correctly~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 4:~~Computed Total Marks~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 5:~~Grade awarded~~  Mark/s obtained: 0 out of 20~~~~~~FAILED: Code Case 6:~~Printed output~~  Mark/s obtained: 0 out of 10~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22MA10067;20;20;0;10;10;10;20;10;100;Perfect~~~~========= TEST CASES =========~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 2:~~Loop used for n times~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~Input marks for each student correctly~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~Computed Total Marks~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 5:~~Grade awarded~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 6:~~Printed output~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22ME10015;20;20;0;10;10;10;20;10;100;Great Job~~~~========= TEST CASES =========~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 2:~~Loop used for n times~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~Input marks for each student correctly~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~Computed Total Marks~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 5:~~Grade awarded~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 6:~~Printed output~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22ME10034;5;10;0;10;10;5;15;10;65;========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~IN:~~Enter the number of students: 2~~~~Enter the marks for student 1:~~  Attendence [40]: 20~~  CT [20]: 10~~  Midsem [60]: 30~~  Endsem [100]: 50~~~~Enter the marks for student 2:~~  Attendence [40]: 40~~  CT [20]: 20~~  Midsem [60]: 60~~  Endsem [100]: 100~~~~~~Exp OUT:~~~~Student 1~~  Total marks: 50.00~~  Grade: D~~~~Student 2~~  Total marks: 100.00~~  Grade: EX~~~~ ~~  Mark/s obtained: 5 out of 20~~~~~~Your output:~~Enter the number of students :~~Enter the marks of student 1 :~~ Attendance [40] :~~ CT [20] :~~ Midsem [60] :~~ Endsem [100] :Student 1 ~~ Total marks: 33.000000 ~~    Grade : F ~~Enter the marks of student 1 :~~ Attendance [40] :~~ CT [20] :~~ Midsem [60] :~~ Endsem [100] :Student 1 ~~ Total marks: 66.000000 ~~    Grade : C ~~~~~~FAILED: Test Case 2: ~~IN:~~Enter the number of students: 1~~~~Enter the marks for student 1:~~  Attendence [40]: 10~~  CT [20]: 5 ~~  Midsem [60]: 10~~  Endsem [100]: 10~~~~Exp OUT:~~Student 1~~  Total marks: 16.50~~  Grade: F~~~~ ~~  Mark/s obtained: 10 out of 20~~~~~~Your output:~~Enter the number of students :~~Enter the marks of student 1 :~~ Attendance [40] :~~ CT [20] :~~ Midsem [60] :~~ Endsem [100] :Student 1 ~~ Total marks: 9.000000 ~~    Grade : F ~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 2:~~Loop used for n times~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~Input marks for each student correctly~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 4:~~Computed Total Marks~~  Mark/s obtained: 5 out of 10~~~~~~FAILED: Code Case 5:~~Grade awarded~~  Mark/s obtained: 15 out of 20~~~~~~PASSED: Code Case 6:~~Printed output~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 65 ############
22ME10053;20;20;0;10;10;10;20;10;100;Nice work~~~~========= TEST CASES =========~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 2:~~Loop used for n times~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~Input marks for each student correctly~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~Computed Total Marks~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 5:~~Grade awarded~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 6:~~Printed output~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
