"Student_Name";"Test_Case_1 (10)";"Test_Case_2 (10)";"Test_Case_3 (10)";"Test_Case_4 (10)";"Code_1 (10)";"Code_2 (20)";"Code_3 (10)";"Code_4 (10)";"Code_5 (10)";"Total_Marks (100)";"Comments"
22EE10028;10;10;0;0;10;20;5;5;0;60;========= TEST CASES =========~~~~~~PASSED: Test Case 1: ~~~~IN:~~Enter day and month: 41 10~~~~Exp OUT:~~Invalid date~~~~~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Test Case 2: ~~~~IN:~~Enter day and month: 17 11~~~~Exp OUT:~~Thursday~~~~~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Test Case 3: ~~~~IN:~~Enter day and month: 1 1~~~~Exp OUT:~~Saturday~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Test Case 4: ~~~~IN:~~Enter day and month: 12 8~~~~Exp OUT:~~Friday~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Input taken~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Calculated for Invalid Date~~  Mark/s obtained: 20 out of 20~~~~~~FAILED: Code Case 3:~~Calculated for Valid Date~~  Mark/s obtained: 5 out of 10~~~~~~FAILED: Code Case 4:~~Printed the correct Day~~  Mark/s obtained: 5 out of 10~~~~~~FAILED: Code Case 5:~~Printed Output~~  Mark/s obtained: 0 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 60 ############
22CE30016;0;0;0;0;10;0;0;0;0;10;========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~~~IN:~~Enter day and month: 41 10~~~~Exp OUT:~~Invalid date~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Test Case 2: ~~~~IN:~~Enter day and month: 17 11~~~~Exp OUT:~~Thursday~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Test Case 3: ~~~~IN:~~Enter day and month: 1 1~~~~Exp OUT:~~Saturday~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Test Case 4: ~~~~IN:~~Enter day and month: 12 8~~~~Exp OUT:~~Friday~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Input taken~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 2:~~Calculated for Invalid Date~~  Mark/s obtained: 0 out of 20~~~~~~FAILED: Code Case 3:~~Calculated for Valid Date~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 4:~~Printed the correct Day~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 5:~~Printed Output~~  Mark/s obtained: 0 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 10 ############
22NA30030;0;0;0;0;0;0;0;0;0;0;========= TEST CASES =========~~~~~~FAILED: Code didn't compile successfully~~  Mark/s obtained: 0 out of 40~~~~~~========= CODE CASES =========~~~~~~FAILED: Code Case 1:~~Input taken~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 2:~~Calculated for Invalid Date~~  Mark/s obtained: 0 out of 20~~~~~~FAILED: Code Case 3:~~Calculated for Valid Date~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 4:~~Printed the correct Day~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 5:~~Printed Output~~  Mark/s obtained: 0 out of 10~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22ME10064;10;10;10;10;10;20;10;10;10;100;Clean Code~~~~========= TEST CASES =========~~~~~~PASSED: Test Case 1: ~~~~IN:~~Enter day and month: 41 10~~~~Exp OUT:~~Invalid date~~~~~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Test Case 2: ~~~~IN:~~Enter day and month: 17 11~~~~Exp OUT:~~Thursday~~~~~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Test Case 3: ~~~~IN:~~Enter day and month: 1 1~~~~Exp OUT:~~Saturday~~~~~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Test Case 4: ~~~~IN:~~Enter day and month: 12 8~~~~Exp OUT:~~Friday~~~~~~  Mark/s obtained: 10 out of 10~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Input taken~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Calculated for Invalid Date~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 3:~~Calculated for Valid Date~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~Printed the correct Day~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 5:~~Printed Output~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22IM10001;10;10;10;0;10;20;8;8;10;86;========= TEST CASES =========~~~~~~PASSED: Test Case 1: ~~~~IN:~~Enter day and month: 41 10~~~~Exp OUT:~~Invalid date~~~~~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Test Case 2: ~~~~IN:~~Enter day and month: 17 11~~~~Exp OUT:~~Thursday~~~~~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Test Case 3: ~~~~IN:~~Enter day and month: 1 1~~~~Exp OUT:~~Saturday~~~~~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Test Case 4: ~~~~IN:~~Enter day and month: 12 8~~~~Exp OUT:~~Friday~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Input taken~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Calculated for Invalid Date~~  Mark/s obtained: 20 out of 20~~~~~~FAILED: Code Case 3:~~Calculated for Valid Date~~  Mark/s obtained: 8 out of 10~~~~~~FAILED: Code Case 4:~~Printed the correct Day~~  Mark/s obtained: 8 out of 10~~~~~~PASSED: Code Case 5:~~Printed Output~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 86 ############
22CH30025;0;0;0;0;10;0;0;0;0;10;========= TEST CASES =========~~~~~~FAILED: Code didn't compile successfully~~  Mark/s obtained: 0 out of 40~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Input taken~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 2:~~Calculated for Invalid Date~~  Mark/s obtained: 0 out of 20~~~~~~FAILED: Code Case 3:~~Calculated for Valid Date~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 4:~~Printed the correct Day~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 5:~~Printed Output~~  Mark/s obtained: 0 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 10 ############
22AG10001;10;0;0;0;10;20;0;0;0;40;========= TEST CASES =========~~~~~~PASSED: Test Case 1: ~~~~IN:~~Enter day and month: 41 10~~~~Exp OUT:~~Invalid date~~~~~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Test Case 2: ~~~~IN:~~Enter day and month: 17 11~~~~Exp OUT:~~Thursday~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Test Case 3: ~~~~IN:~~Enter day and month: 1 1~~~~Exp OUT:~~Saturday~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Test Case 4: ~~~~IN:~~Enter day and month: 12 8~~~~Exp OUT:~~Friday~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Input taken~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Calculated for Invalid Date~~  Mark/s obtained: 20 out of 20~~~~~~FAILED: Code Case 3:~~Calculated for Valid Date~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 4:~~Printed the correct Day~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 5:~~Printed Output~~  Mark/s obtained: 0 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 40 ############
22MI10051;0;0;0;0;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22GG10024;0;0;0;0;0;0;0;0;0;0;========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~~~IN:~~Enter day and month: 41 10~~~~Exp OUT:~~Invalid date~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Test Case 2: ~~~~IN:~~Enter day and month: 17 11~~~~Exp OUT:~~Thursday~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Test Case 3: ~~~~IN:~~Enter day and month: 1 1~~~~Exp OUT:~~Saturday~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Test Case 4: ~~~~IN:~~Enter day and month: 12 8~~~~Exp OUT:~~Friday~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~========= CODE CASES =========~~~~~~FAILED: Code Case 1:~~Input taken~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 2:~~Calculated for Invalid Date~~  Mark/s obtained: 0 out of 20~~~~~~FAILED: Code Case 3:~~Calculated for Valid Date~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 4:~~Printed the correct Day~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 5:~~Printed Output~~  Mark/s obtained: 0 out of 10~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22ME10007;0;10;10;10;10;15;8;10;10;83;========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~~~IN:~~Enter day and month: 41 10~~~~Exp OUT:~~Invalid date~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~PASSED: Test Case 2: ~~~~IN:~~Enter day and month: 17 11~~~~Exp OUT:~~Thursday~~~~~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Test Case 3: ~~~~IN:~~Enter day and month: 1 1~~~~Exp OUT:~~Saturday~~~~~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Test Case 4: ~~~~IN:~~Enter day and month: 12 8~~~~Exp OUT:~~Friday~~~~~~  Mark/s obtained: 10 out of 10~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Input taken~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 2:~~Calculated for Invalid Date~~  Mark/s obtained: 15 out of 20~~~~~~FAILED: Code Case 3:~~Calculated for Valid Date~~  Mark/s obtained: 8 out of 10~~~~~~PASSED: Code Case 4:~~Printed the correct Day~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 5:~~Printed Output~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 83 ############
22MT10061;0;0;0;0;10;0;0;0;0;10;========= TEST CASES =========~~~~~~FAILED: Code didn't compile successfully~~  Mark/s obtained: 0 out of 40~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Input taken~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 2:~~Calculated for Invalid Date~~  Mark/s obtained: 0 out of 20~~~~~~FAILED: Code Case 3:~~Calculated for Valid Date~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 4:~~Printed the correct Day~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 5:~~Printed Output~~  Mark/s obtained: 0 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 10 ############
22NA10022;10;10;10;10;10;20;10;10;10;100;Keep it up~~~~========= TEST CASES =========~~~~~~PASSED: Test Case 1: ~~~~IN:~~Enter day and month: 41 10~~~~Exp OUT:~~Invalid date~~~~~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Test Case 2: ~~~~IN:~~Enter day and month: 17 11~~~~Exp OUT:~~Thursday~~~~~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Test Case 3: ~~~~IN:~~Enter day and month: 1 1~~~~Exp OUT:~~Saturday~~~~~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Test Case 4: ~~~~IN:~~Enter day and month: 12 8~~~~Exp OUT:~~Friday~~~~~~  Mark/s obtained: 10 out of 10~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Input taken~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Calculated for Invalid Date~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 3:~~Calculated for Valid Date~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~Printed the correct Day~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 5:~~Printed Output~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22ME30042;0;0;0;0;0;0;0;0;0;0;========= TEST CASES =========~~~~~~FAILED: Code didn't compile successfully~~  Mark/s obtained: 0 out of 40~~~~~~========= CODE CASES =========~~~~~~FAILED: Code Case 1:~~Input taken~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 2:~~Calculated for Invalid Date~~  Mark/s obtained: 0 out of 20~~~~~~FAILED: Code Case 3:~~Calculated for Valid Date~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 4:~~Printed the correct Day~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 5:~~Printed Output~~  Mark/s obtained: 0 out of 10~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22NA30011;0;0;0;0;10;5;0;0;0;15;========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~~~IN:~~Enter day and month: 41 10~~~~Exp OUT:~~Invalid date~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Test Case 2: ~~~~IN:~~Enter day and month: 17 11~~~~Exp OUT:~~Thursday~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Test Case 3: ~~~~IN:~~Enter day and month: 1 1~~~~Exp OUT:~~Saturday~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Test Case 4: ~~~~IN:~~Enter day and month: 12 8~~~~Exp OUT:~~Friday~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Input taken~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 2:~~Calculated for Invalid Date~~  Mark/s obtained: 5 out of 20~~~~~~FAILED: Code Case 3:~~Calculated for Valid Date~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 4:~~Printed the correct Day~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 5:~~Printed Output~~  Mark/s obtained: 0 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 15 ############
22MF10045;0;0;0;0;0;0;0;0;0;0;========= TEST CASES =========~~~~~~FAILED: Code didn't compile successfully~~  Mark/s obtained: 0 out of 40~~~~~~========= CODE CASES =========~~~~~~FAILED: Code Case 1:~~Input taken~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 2:~~Calculated for Invalid Date~~  Mark/s obtained: 0 out of 20~~~~~~FAILED: Code Case 3:~~Calculated for Valid Date~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 4:~~Printed the correct Day~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 5:~~Printed Output~~  Mark/s obtained: 0 out of 10~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22EC30047;0;0;0;0;10;0;10;5;5;30;========= TEST CASES =========~~~~~~FAILED: Code didn't compile successfully~~  Mark/s obtained: 0 out of 40~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Input taken~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 2:~~Calculated for Invalid Date~~  Mark/s obtained: 0 out of 20~~~~~~PASSED: Code Case 3:~~Calculated for Valid Date~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 4:~~Printed the correct Day~~  Mark/s obtained: 5 out of 10~~~~~~FAILED: Code Case 5:~~Printed Output~~  Mark/s obtained: 5 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 30 ############
22EC30007;10;10;10;10;10;20;10;10;10;100;Great Job~~~~========= TEST CASES =========~~~~~~PASSED: Test Case 1: ~~~~IN:~~Enter day and month: 41 10~~~~Exp OUT:~~Invalid date~~~~~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Test Case 2: ~~~~IN:~~Enter day and month: 17 11~~~~Exp OUT:~~Thursday~~~~~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Test Case 3: ~~~~IN:~~Enter day and month: 1 1~~~~Exp OUT:~~Saturday~~~~~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Test Case 4: ~~~~IN:~~Enter day and month: 12 8~~~~Exp OUT:~~Friday~~~~~~  Mark/s obtained: 10 out of 10~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Input taken~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Calculated for Invalid Date~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 3:~~Calculated for Valid Date~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~Printed the correct Day~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 5:~~Printed Output~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22MF10007;0;0;0;0;0;0;0;0;0;0;========= TEST CASES =========~~~~~~FAILED: Code didn't compile successfully~~  Mark/s obtained: 0 out of 40~~~~~~========= CODE CASES =========~~~~~~FAILED: Code Case 1:~~Input taken~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 2:~~Calculated for Invalid Date~~  Mark/s obtained: 0 out of 20~~~~~~FAILED: Code Case 3:~~Calculated for Valid Date~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 4:~~Printed the correct Day~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 5:~~Printed Output~~  Mark/s obtained: 0 out of 10~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22NA10003;10;10;10;10;10;20;10;10;10;100;Good work~~~~========= TEST CASES =========~~~~~~PASSED: Test Case 1: ~~~~IN:~~Enter day and month: 41 10~~~~Exp OUT:~~Invalid date~~~~~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Test Case 2: ~~~~IN:~~Enter day and month: 17 11~~~~Exp OUT:~~Thursday~~~~~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Test Case 3: ~~~~IN:~~Enter day and month: 1 1~~~~Exp OUT:~~Saturday~~~~~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Test Case 4: ~~~~IN:~~Enter day and month: 12 8~~~~Exp OUT:~~Friday~~~~~~  Mark/s obtained: 10 out of 10~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Input taken~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Calculated for Invalid Date~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 3:~~Calculated for Valid Date~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~Printed the correct Day~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 5:~~Printed Output~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22MT10023;10;10;10;10;10;20;10;10;10;100;Keep it up~~~~========= TEST CASES =========~~~~~~PASSED: Test Case 1: ~~~~IN:~~Enter day and month: 41 10~~~~Exp OUT:~~Invalid date~~~~~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Test Case 2: ~~~~IN:~~Enter day and month: 17 11~~~~Exp OUT:~~Thursday~~~~~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Test Case 3: ~~~~IN:~~Enter day and month: 1 1~~~~Exp OUT:~~Saturday~~~~~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Test Case 4: ~~~~IN:~~Enter day and month: 12 8~~~~Exp OUT:~~Friday~~~~~~  Mark/s obtained: 10 out of 10~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Input taken~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Calculated for Invalid Date~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 3:~~Calculated for Valid Date~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~Printed the correct Day~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 5:~~Printed Output~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22ME10045;10;0;10;0;10;20;5;5;10;70;========= TEST CASES =========~~~~~~PASSED: Test Case 1: ~~~~IN:~~Enter day and month: 41 10~~~~Exp OUT:~~Invalid date~~~~~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Test Case 2: ~~~~IN:~~Enter day and month: 17 11~~~~Exp OUT:~~Thursday~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~PASSED: Test Case 3: ~~~~IN:~~Enter day and month: 1 1~~~~Exp OUT:~~Saturday~~~~~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Test Case 4: ~~~~IN:~~Enter day and month: 12 8~~~~Exp OUT:~~Friday~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Input taken~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Calculated for Invalid Date~~  Mark/s obtained: 20 out of 20~~~~~~FAILED: Code Case 3:~~Calculated for Valid Date~~  Mark/s obtained: 5 out of 10~~~~~~FAILED: Code Case 4:~~Printed the correct Day~~  Mark/s obtained: 5 out of 10~~~~~~PASSED: Code Case 5:~~Printed Output~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 70 ############
22AE10034;10;10;10;0;10;20;10;5;10;85;========= TEST CASES =========~~~~~~PASSED: Test Case 1: ~~~~IN:~~Enter day and month: 41 10~~~~Exp OUT:~~Invalid date~~~~~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Test Case 2: ~~~~IN:~~Enter day and month: 17 11~~~~Exp OUT:~~Thursday~~~~~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Test Case 3: ~~~~IN:~~Enter day and month: 1 1~~~~Exp OUT:~~Saturday~~~~~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Test Case 4: ~~~~IN:~~Enter day and month: 12 8~~~~Exp OUT:~~Friday~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Input taken~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Calculated for Invalid Date~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 3:~~Calculated for Valid Date~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 4:~~Printed the correct Day~~  Mark/s obtained: 5 out of 10~~~~~~PASSED: Code Case 5:~~Printed Output~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 85 ############
22CE10085;0;0;0;0;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22GG10004;0;0;0;0;10;0;0;0;0;10;========= TEST CASES =========~~~~~~FAILED: Code didn't compile successfully~~  Mark/s obtained: 0 out of 40~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Input taken~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 2:~~Calculated for Invalid Date~~  Mark/s obtained: 0 out of 20~~~~~~FAILED: Code Case 3:~~Calculated for Valid Date~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 4:~~Printed the correct Day~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 5:~~Printed Output~~  Mark/s obtained: 0 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 10 ############
22CS30028;10;0;10;10;10;20;8;8;10;86;========= TEST CASES =========~~~~~~PASSED: Test Case 1: ~~~~IN:~~Enter day and month: 41 10~~~~Exp OUT:~~Invalid date~~~~~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Test Case 2: ~~~~IN:~~Enter day and month: 17 11~~~~Exp OUT:~~Thursday~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~PASSED: Test Case 3: ~~~~IN:~~Enter day and month: 1 1~~~~Exp OUT:~~Saturday~~~~~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Test Case 4: ~~~~IN:~~Enter day and month: 12 8~~~~Exp OUT:~~Friday~~~~~~  Mark/s obtained: 10 out of 10~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Input taken~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Calculated for Invalid Date~~  Mark/s obtained: 20 out of 20~~~~~~FAILED: Code Case 3:~~Calculated for Valid Date~~  Mark/s obtained: 8 out of 10~~~~~~FAILED: Code Case 4:~~Printed the correct Day~~  Mark/s obtained: 8 out of 10~~~~~~PASSED: Code Case 5:~~Printed Output~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 86 ############
22CE10045;10;10;10;10;10;20;10;10;10;100;Perfect~~~~========= TEST CASES =========~~~~~~PASSED: Test Case 1: ~~~~IN:~~Enter day and month: 41 10~~~~Exp OUT:~~Invalid date~~~~~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Test Case 2: ~~~~IN:~~Enter day and month: 17 11~~~~Exp OUT:~~Thursday~~~~~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Test Case 3: ~~~~IN:~~Enter day and month: 1 1~~~~Exp OUT:~~Saturday~~~~~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Test Case 4: ~~~~IN:~~Enter day and month: 12 8~~~~Exp OUT:~~Friday~~~~~~  Mark/s obtained: 10 out of 10~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Input taken~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Calculated for Invalid Date~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 3:~~Calculated for Valid Date~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~Printed the correct Day~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 5:~~Printed Output~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
