"Student_Name";"Test_Case_1 (10)";"Code_1 (10)";"Code_2 (10)";"Code_3 (10)";"Code_4 (10)";"Code_5 (10)";"Code_6 (10)";"Code_7 (10)";"Code_8 (20)";"Code_9 (10)";"Total_Marks (110)";"Comments"
22CS30036;10;10;10;10;10;10;10;10;15;8;103;========= TEST CASES =========~~~~PASSED: All test cases - Marks : 10 out of 10~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~taken inputs~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~(a) taken input for format specifier for eg: %d~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~(a) taken input from user~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~(a) printed output to user~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 5:~~(b) taken input using %19s %29s~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 6:~~(b) printed output to user~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 7:~~(c) taken input using %[^\n]%*c or %[^\n]s~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 8:~~(c) computed frequency of digits, special characters, vowels, consonants, sentences~~  Mark/s obtained: 15 out of 20~~~~~~FAILED: Code Case 9:~~(c) printed output~~  Mark/s obtained: 8 out of 10~~~~~~==============================~~~~######### TOTAL MARKS OBTAINED = 103/110 #########
22CS30056;10;10;10;10;10;10;9;10;16;9;104;========= TEST CASES =========~~~~PASSED: All test cases - Marks : 10 out of 10~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~taken inputs~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~(a) taken input for format specifier for eg: %d~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~(a) taken input from user~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~(a) printed output to user~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 5:~~(b) taken input using %19s %29s~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 6:~~(b) printed output to user~~  Mark/s obtained: 9 out of 10~~~~~~PASSED: Code Case 7:~~(c) taken input using %[^\n]%*c or %[^\n]s~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 8:~~(c) computed frequency of digits, special characters, vowels, consonants, sentences~~  Mark/s obtained: 16 out of 20~~~~~~FAILED: Code Case 9:~~(c) printed output~~  Mark/s obtained: 9 out of 10~~~~~~==============================~~~~######### TOTAL MARKS OBTAINED = 104/110 #########
22CY10036;10;10;10;10;10;10;10;0;0;0;70;========= TEST CASES =========~~~~PASSED: All test cases - Marks : 10 out of 10~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~taken inputs~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~(a) taken input for format specifier for eg: %d~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~(a) taken input from user~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~(a) printed output to user~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 5:~~(b) taken input using %19s %29s~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 6:~~(b) printed output to user~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 7:~~(c) taken input using %[^\n]%*c or %[^\n]s~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 8:~~(c) computed frequency of digits, special characters, vowels, consonants, sentences~~  Mark/s obtained: 0 out of 20~~~~~~FAILED: Code Case 9:~~(c) printed output~~  Mark/s obtained: 0 out of 10~~~~~~==============================~~~~######### TOTAL MARKS OBTAINED = 70/110 ##########
22EC10007;10;10;10;10;10;10;10;0;0;0;70;========= TEST CASES =========~~~~PASSED: All test cases - Marks : 10 out of 10~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~taken inputs~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~(a) taken input for format specifier for eg: %d~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~(a) taken input from user~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~(a) printed output to user~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 5:~~(b) taken input using %19s %29s~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 6:~~(b) printed output to user~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 7:~~(c) taken input using %[^\n]%*c or %[^\n]s~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 8:~~(c) computed frequency of digits, special characters, vowels, consonants, sentences~~  Mark/s obtained: 0 out of 20~~~~~~FAILED: Code Case 9:~~(c) printed output~~  Mark/s obtained: 0 out of 10~~~~~~==============================~~~~######### TOTAL MARKS OBTAINED = 70/110 ##########
22EC10027;10;10;10;10;10;10;10;10;7;5;92;========= TEST CASES =========~~~~PASSED: All test cases - Marks : 10 out of 10~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~taken inputs~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~(a) taken input for format specifier for eg: %d~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~(a) taken input from user~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~(a) printed output to user~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 5:~~(b) taken input using %19s %29s~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 6:~~(b) printed output to user~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 7:~~(c) taken input using %[^\n]%*c or %[^\n]s~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 8:~~(c) computed frequency of digits, special characters, vowels, consonants, sentences~~  Mark/s obtained: 7 out of 20~~~~~~FAILED: Code Case 9:~~(c) printed output~~  Mark/s obtained: 5 out of 10~~~~~~==============================~~~~######### TOTAL MARKS OBTAINED = 92/110 ##########
22EC10067;10;10;6;6;5;0;0;0;0;0;37;========= TEST CASES =========~~~~PASSED: All test cases - Marks : 10 out of 10~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~taken inputs~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 2:~~(a) taken input for format specifier for eg: %d~~  Mark/s obtained: 6 out of 10~~~~~~FAILED: Code Case 3:~~(a) taken input from user~~  Mark/s obtained: 6 out of 10~~~~~~FAILED: Code Case 4:~~(a) printed output to user~~  Mark/s obtained: 5 out of 10~~~~~~FAILED: Code Case 5:~~(b) taken input using %19s %29s~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 6:~~(b) printed output to user~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 7:~~(c) taken input using %[^\n]%*c or %[^\n]s~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 8:~~(c) computed frequency of digits, special characters, vowels, consonants, sentences~~  Mark/s obtained: 0 out of 20~~~~~~FAILED: Code Case 9:~~(c) printed output~~  Mark/s obtained: 0 out of 10~~~~~~==============================~~~~######### TOTAL MARKS OBTAINED = 37/110 ##########
22EC10087;10;10;10;10;10;0;0;10;0;0;60;========= TEST CASES =========~~~~PASSED: All test cases - Marks : 10 out of 10~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~taken inputs~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~(a) taken input for format specifier for eg: %d~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~(a) taken input from user~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~(a) printed output to user~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 5:~~(b) taken input using %19s %29s~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 6:~~(b) printed output to user~~  Mark/s obtained: 0 out of 10~~~~~~PASSED: Code Case 7:~~(c) taken input using %[^\n]%*c or %[^\n]s~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 8:~~(c) computed frequency of digits, special characters, vowels, consonants, sentences~~  Mark/s obtained: 0 out of 20~~~~~~FAILED: Code Case 9:~~(c) printed output~~  Mark/s obtained: 0 out of 10~~~~~~==============================~~~~######### TOTAL MARKS OBTAINED = 60/110 ##########
22EC30015;0;8;10;10;0;6;7;10;16;10;77;========= TEST CASES =========~~~~~~FAILED: Code didn't compile successfully~~  Mark/s obtained: 0 out of 10~~~~~~========= CODE CASES =========~~~~~~FAILED: Code Case 1:~~taken inputs~~  Mark/s obtained: 8 out of 10~~~~~~PASSED: Code Case 2:~~(a) taken input for format specifier for eg: %d~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~(a) taken input from user~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 4:~~(a) printed output to user~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 5:~~(b) taken input using %19s %29s~~  Mark/s obtained: 6 out of 10~~~~~~FAILED: Code Case 6:~~(b) printed output to user~~  Mark/s obtained: 7 out of 10~~~~~~PASSED: Code Case 7:~~(c) taken input using %[^\n]%*c or %[^\n]s~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 8:~~(c) computed frequency of digits, special characters, vowels, consonants, sentences~~  Mark/s obtained: 16 out of 20~~~~~~PASSED: Code Case 9:~~(c) printed output~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~######### TOTAL MARKS OBTAINED = 77/110 ##########
22EC30035;5;4;0;10;10;10;10;10;10;5;74;========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~INPUT:%d~~100~~This is a Test Case~~wahahahahahah 1234 #$%^~~~~Desired Output:~~### Part (a) START ###~~Input is a integer: 100~~### Part (a) END ###~~~~### Part (b) START ###~~4 This is a~~### Part (b) END ###~~~~### Part (c) START ###~~Number of digits: 4~~Number of special characters: 5~~Number of words: 8~~Number of vowels: 11~~Number of consonants: 19~~Number of sentences: 1~~### Part (c) END ###~~ ~~  Mark/s obtained: 5 out of 10~~~~~~Your output:~~enter what data type you want to print:int(d),float(f),longlongint(lld),longint(ld),char(c) please enter the letter in the bracket100x:2~~str 1:This~~str 2:is~~Numeric charecter :0~~special printable charecters:0~~words:0~~vowels:0~~consonants:0~~sentences:0~~Numeric charecter :0~~special printable charecters:0~~words:0~~vowels:1~~consonants:0~~sentences:0~~Numeric charecter :0~~special printable charecters:0~~words:0~~vowels:1~~consonants:0~~sentences:0~~Numeric charecter :0~~special printable ...~~~~========= CODE CASES =========~~~~~~FAILED: Code Case 1:~~taken inputs~~  Mark/s obtained: 4 out of 10~~~~~~FAILED: Code Case 2:~~(a) taken input for format specifier for eg: %d~~  Mark/s obtained: 0 out of 10~~~~~~PASSED: Code Case 3:~~(a) taken input from user~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~(a) printed output to user~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 5:~~(b) taken input using %19s %29s~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 6:~~(b) printed output to user~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 7:~~(c) taken input using %[^\n]%*c or %[^\n]s~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 8:~~(c) computed frequency of digits, special characters, vowels, consonants, sentences~~  Mark/s obtained: 10 out of 20~~~~~~FAILED: Code Case 9:~~(c) printed output~~  Mark/s obtained: 5 out of 10~~~~~~==============================~~~~######### TOTAL MARKS OBTAINED = 74/110 ##########
22EC30055;0;0;0;0;0;10;10;10;15;10;55;========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~INPUT:%d~~100~~This is a Test Case~~wahahahahahah 1234 #$%^~~~~Desired Output:~~### Part (a) START ###~~Input is a integer: 100~~### Part (a) END ###~~~~### Part (b) START ###~~4 This is a~~### Part (b) END ###~~~~### Part (c) START ###~~Number of digits: 4~~Number of special characters: 5~~Number of words: 8~~Number of vowels: 11~~Number of consonants: 19~~Number of sentences: 1~~### Part (c) END ###~~ ~~  Mark/s obtained: 0 out of 10~~~~~~Your output:~~x: 2~~str1: %d~~str2: 100~~numerical charecter: 8~~special charecter: 0~~words: 9~~vovels: 13~~cosonents: 0~~sentences: 1~~~~~~========= CODE CASES =========~~~~~~FAILED: Code Case 1:~~taken inputs~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 2:~~(a) taken input for format specifier for eg: %d~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 3:~~(a) taken input from user~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 4:~~(a) printed output to user~~  Mark/s obtained: 0 out of 10~~~~~~PASSED: Code Case 5:~~(b) taken input using %19s %29s~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 6:~~(b) printed output to user~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 7:~~(c) taken input using %[^\n]%*c or %[^\n]s~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 8:~~(c) computed frequency of digits, special characters, vowels, consonants, sentences~~  Mark/s obtained: 15 out of 20~~~~~~PASSED: Code Case 9:~~(c) printed output~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~######### TOTAL MARKS OBTAINED = 55/110 ##########
22EE10016;0;0;0;0;0;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 110 out of 110~~~~~~==============================~~~~########## TOTAL MARKS OBTAINED = 0/110 ##########
22EE10036;0;0;0;0;0;10;0;0;0;0;10;========= TEST CASES =========~~~~~~FAILED: Code didn't compile successfully~~  Mark/s obtained: 0 out of 10~~~~~~========= CODE CASES =========~~~~~~FAILED: Code Case 1:~~taken inputs~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 2:~~(a) taken input for format specifier for eg: %d~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 3:~~(a) taken input from user~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 4:~~(a) printed output to user~~  Mark/s obtained: 0 out of 10~~~~~~PASSED: Code Case 5:~~(b) taken input using %19s %29s~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 6:~~(b) printed output to user~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 7:~~(c) taken input using %[^\n]%*c or %[^\n]s~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 8:~~(c) computed frequency of digits, special characters, vowels, consonants, sentences~~  Mark/s obtained: 0 out of 20~~~~~~FAILED: Code Case 9:~~(c) printed output~~  Mark/s obtained: 0 out of 10~~~~~~==============================~~~~######### TOTAL MARKS OBTAINED = 10/110 ##########
22EE10056;0;0;0;0;0;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 110 out of 110~~~~~~==============================~~~~########## TOTAL MARKS OBTAINED = 0/110 ##########
22EE10076;0;0;0;0;0;0;0;10;18;10;38;========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~INPUT:%d~~100~~This is a Test Case~~wahahahahahah 1234 #$%^~~~~Desired Output:~~### Part (a) START ###~~Input is a integer: 100~~### Part (a) END ###~~~~### Part (b) START ###~~4 This is a~~### Part (b) END ###~~~~### Part (c) START ###~~Number of digits: 4~~Number of special characters: 5~~Number of words: 8~~Number of vowels: 11~~Number of consonants: 19~~Number of sentences: 1~~### Part (c) END ###~~ ~~  Mark/s obtained: 0 out of 10~~~~~~Your output:~~Enter a message:~~~~Analysis of the message:~~Number of numeric characters: 0~~Number of special printable characters: 1~~Number of words: 1~~Number of vowels: 0~~Number of consonants: 1~~Number of sentences: 0~~~~~~========= CODE CASES =========~~~~~~FAILED: Code Case 1:~~taken inputs~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 2:~~(a) taken input for format specifier for eg: %d~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 3:~~(a) taken input from user~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 4:~~(a) printed output to user~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 5:~~(b) taken input using %19s %29s~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 6:~~(b) printed output to user~~  Mark/s obtained: 0 out of 10~~~~~~PASSED: Code Case 7:~~(c) taken input using %[^\n]%*c or %[^\n]s~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 8:~~(c) computed frequency of digits, special characters, vowels, consonants, sentences~~  Mark/s obtained: 18 out of 20~~~~~~PASSED: Code Case 9:~~(c) printed output~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~######### TOTAL MARKS OBTAINED = 38/110 ##########
22EE30015;0;0;0;0;0;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 110 out of 110~~~~~~==============================~~~~########## TOTAL MARKS OBTAINED = 0/110 ##########
22EX10002;0;3;0;10;10;0;0;0;0;0;23;========= TEST CASES =========~~~~~~FAILED: Code didn't compile successfully~~  Mark/s obtained: 0 out of 10~~~~~~========= CODE CASES =========~~~~~~FAILED: Code Case 1:~~taken inputs~~  Mark/s obtained: 3 out of 10~~~~~~FAILED: Code Case 2:~~(a) taken input for format specifier for eg: %d~~  Mark/s obtained: 0 out of 10~~~~~~PASSED: Code Case 3:~~(a) taken input from user~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~(a) printed output to user~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 5:~~(b) taken input using %19s %29s~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 6:~~(b) printed output to user~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 7:~~(c) taken input using %[^\n]%*c or %[^\n]s~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 8:~~(c) computed frequency of digits, special characters, vowels, consonants, sentences~~  Mark/s obtained: 0 out of 20~~~~~~FAILED: Code Case 9:~~(c) printed output~~  Mark/s obtained: 0 out of 10~~~~~~==============================~~~~######### TOTAL MARKS OBTAINED = 23/110 ##########
22EX10022;10;10;10;10;10;10;10;0;0;0;70;========= TEST CASES =========~~~~PASSED: All test cases - Marks : 10 out of 10~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~taken inputs~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~(a) taken input for format specifier for eg: %d~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~(a) taken input from user~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~(a) printed output to user~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 5:~~(b) taken input using %19s %29s~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 6:~~(b) printed output to user~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 7:~~(c) taken input using %[^\n]%*c or %[^\n]s~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 8:~~(c) computed frequency of digits, special characters, vowels, consonants, sentences~~  Mark/s obtained: 0 out of 20~~~~~~FAILED: Code Case 9:~~(c) printed output~~  Mark/s obtained: 0 out of 10~~~~~~==============================~~~~######### TOTAL MARKS OBTAINED = 70/110 ##########
22EX10042;0;0;0;0;0;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 110 out of 110~~~~~~==============================~~~~########## TOTAL MARKS OBTAINED = 0/110 ##########
22GG10032;0;0;0;0;0;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 110 out of 110~~~~~~==============================~~~~########## TOTAL MARKS OBTAINED = 0/110 ##########
22GG10052;0;0;0;0;0;0;0;0;0;0;0;========= TEST CASES =========~~~~~~FAILED: Code didn't compile successfully~~  Mark/s obtained: 0 out of 10~~~~~~========= CODE CASES =========~~~~~~FAILED: Code Case 1:~~taken inputs~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 2:~~(a) taken input for format specifier for eg: %d~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 3:~~(a) taken input from user~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 4:~~(a) printed output to user~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 5:~~(b) taken input using %19s %29s~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 6:~~(b) printed output to user~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 7:~~(c) taken input using %[^\n]%*c or %[^\n]s~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 8:~~(c) computed frequency of digits, special characters, vowels, consonants, sentences~~  Mark/s obtained: 0 out of 20~~~~~~FAILED: Code Case 9:~~(c) printed output~~  Mark/s obtained: 0 out of 10~~~~~~==============================~~~~########## TOTAL MARKS OBTAINED = 0/110 ##########
22HS10018;0;0;0;0;0;10;0;0;0;0;10;========= TEST CASES =========~~~~~~FAILED: Code didn't compile successfully~~  Mark/s obtained: 0 out of 10~~~~~~========= CODE CASES =========~~~~~~FAILED: Code Case 1:~~taken inputs~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 2:~~(a) taken input for format specifier for eg: %d~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 3:~~(a) taken input from user~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 4:~~(a) printed output to user~~  Mark/s obtained: 0 out of 10~~~~~~PASSED: Code Case 5:~~(b) taken input using %19s %29s~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 6:~~(b) printed output to user~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 7:~~(c) taken input using %[^\n]%*c or %[^\n]s~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 8:~~(c) computed frequency of digits, special characters, vowels, consonants, sentences~~  Mark/s obtained: 0 out of 20~~~~~~FAILED: Code Case 9:~~(c) printed output~~  Mark/s obtained: 0 out of 10~~~~~~==============================~~~~######### TOTAL MARKS OBTAINED = 10/110 ##########
22HS10038;10;10;10;10;10;10;10;0;0;0;70;========= TEST CASES =========~~~~PASSED: All test cases - Marks : 10 out of 10~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~taken inputs~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~(a) taken input for format specifier for eg: %d~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~(a) taken input from user~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~(a) printed output to user~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 5:~~(b) taken input using %19s %29s~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 6:~~(b) printed output to user~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 7:~~(c) taken input using %[^\n]%*c or %[^\n]s~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 8:~~(c) computed frequency of digits, special characters, vowels, consonants, sentences~~  Mark/s obtained: 0 out of 20~~~~~~FAILED: Code Case 9:~~(c) printed output~~  Mark/s obtained: 0 out of 10~~~~~~==============================~~~~######### TOTAL MARKS OBTAINED = 70/110 ##########
22HS10058;0;0;0;4;4;10;10;0;0;0;28;========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~INPUT:%d~~100~~This is a Test Case~~wahahahahahah 1234 #$%^~~~~Desired Output:~~### Part (a) START ###~~Input is a integer: 100~~### Part (a) END ###~~~~### Part (b) START ###~~4 This is a~~### Part (b) END ###~~~~### Part (c) START ###~~Number of digits: 4~~Number of special characters: 5~~Number of words: 8~~Number of vowels: 11~~Number of consonants: 19~~Number of sentences: 1~~### Part (c) END ###~~ ~~  Mark/s obtained: 0 out of 10~~~~~~Your output:~~2~~100~~This~~This~~~~========= CODE CASES =========~~~~~~FAILED: Code Case 1:~~taken inputs~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 2:~~(a) taken input for format specifier for eg: %d~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 3:~~(a) taken input from user~~  Mark/s obtained: 4 out of 10~~~~~~FAILED: Code Case 4:~~(a) printed output to user~~  Mark/s obtained: 4 out of 10~~~~~~PASSED: Code Case 5:~~(b) taken input using %19s %29s~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 6:~~(b) printed output to user~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 7:~~(c) taken input using %[^\n]%*c or %[^\n]s~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 8:~~(c) computed frequency of digits, special characters, vowels, consonants, sentences~~  Mark/s obtained: 0 out of 20~~~~~~FAILED: Code Case 9:~~(c) printed output~~  Mark/s obtained: 0 out of 10~~~~~~==============================~~~~######### TOTAL MARKS OBTAINED = 28/110 ##########
# 22IE10015;0;0;0;0;0;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 110 out of 110~~~~~~==============================~~~~########## TOTAL MARKS OBTAINED = 0/110 ##########
22IE10035;0;0;0;0;0;0;0;10;0;0;10;========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~INPUT:%d~~100~~This is a Test Case~~wahahahahahah 1234 #$%^~~~~Desired Output:~~### Part (a) START ###~~Input is a integer: 100~~### Part (a) END ###~~~~### Part (b) START ###~~4 This is a~~### Part (b) END ###~~~~### Part (c) START ###~~Number of digits: 4~~Number of special characters: 5~~Number of words: 8~~Number of vowels: 11~~Number of consonants: 19~~Number of sentences: 1~~### Part (c) END ###~~ ~~  Mark/s obtained: 0 out of 10~~~~~~Your output:~~~~~~========= CODE CASES =========~~~~~~FAILED: Code Case 1:~~taken inputs~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 2:~~(a) taken input for format specifier for eg: %d~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 3:~~(a) taken input from user~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 4:~~(a) printed output to user~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 5:~~(b) taken input using %19s %29s~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 6:~~(b) printed output to user~~  Mark/s obtained: 0 out of 10~~~~~~PASSED: Code Case 7:~~(c) taken input using %[^\n]%*c or %[^\n]s~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 8:~~(c) computed frequency of digits, special characters, vowels, consonants, sentences~~  Mark/s obtained: 0 out of 20~~~~~~FAILED: Code Case 9:~~(c) printed output~~  Mark/s obtained: 0 out of 10~~~~~~==============================~~~~######### TOTAL MARKS OBTAINED = 10/110 ##########
22IM10009;0;0;0;0;0;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 110 out of 110~~~~~~==============================~~~~########## TOTAL MARKS OBTAINED = 0/110 ##########
22IM10028;0;0;0;0;0;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 110 out of 110~~~~~~==============================~~~~########## TOTAL MARKS OBTAINED = 0/110 ##########
22IM30022;0;0;0;0;0;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 110 out of 110~~~~~~==============================~~~~########## TOTAL MARKS OBTAINED = 0/110 ##########
