"Student_Name";"Test_Case_1 (20)";"Test_Case_2 (20)";"Code_1 (10)";"Code_2 (10)";"Code_3 (10)";"Code_4 (10)";"Code_5 (20)";"Total_Marks (100)";"Comments"
22AG10001;20;20;10;10;10;10;20;100;Keep up the good work~~~~========= TEST CASES =========~~~~~~Your output:~~Enter number of elements in list.Enter elements of list.The input list contains duplicate numbers of: ~~ Minimum number is: 1~~ Maximum number is: 9~~~~Your output:~~Enter number of elements in list.Enter elements of list.The input list contains duplicate numbers of: ~~ Minimum number is: 1~~ Maximum number is: 9~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Stucture for node defined~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Linked List stored~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~checked min~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~checked max~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 5:~~Checked for duplicates~~  Mark/s obtained: 20 out of 20~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22MI10051;0;0;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22GG10024;20;20;10;10;10;10;20;100;Perfect~~~~========= TEST CASES =========~~~~~~Your output:~~enter n: ~~Enter the elements of the list :the input list contains duplicate nums of :1 2 3 7 ~~min number is: 1 ~~max number is :9 ~~~~~~Your output:~~enter n: ~~Enter the elements of the list :the input list does not contain duplicte num ~~~~min number is: 1 ~~max number is :9 ~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Stucture for node defined~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Linked List stored~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~checked min~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~checked max~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 5:~~Checked for duplicates~~  Mark/s obtained: 20 out of 20~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22ME10007;10;10;10;10;10;10;20;80;========= TEST CASES =========~~~~~~Your output:~~enter elements:(press 'x' to stop)~~12~~1~~2~~3~~9~~7~~7~~6~~5~~4~~3~~2~~1~~0~~0~~0~~8~~0~~4199705~~0~~maximum value entered is:4199705~~minimum value entered is:0~~~~FAILED: Test Case 1: ~~Input:~~L = {1, 2, 3, 9, 7, 7, 6, 5, 4, 3, 2, 1}~~Outpt:~~The input list contains duplicate numbers of: 1, 2, 3, 7.~~Minimum number is: 1~~Maximum number is: 9 ~~  Mark/s obtained: 10 out of 20~~~~~~Your output:~~enter elements:(press 'x' to stop)~~9~~2~~4~~6~~8~~9~~7~~5~~3~~1~~16~~0~~0~~0~~0~~0~~8~~0~~4199705~~0~~maximum value entered is:4199705~~minimum value entered is:0~~~~FAILED: Test Case 2: ~~Input:~~L = {2, 4, 6, 8, 9, 7, 5, 3, 1}~~Output:~~The input list does not contain any duplicate~~number.~~Minimum number is: 1~~Maximum number is: 9 ~~  Mark/s obtained: 10 out of 20~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Stucture for node defined~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Linked List stored~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~checked min~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~checked max~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 5:~~Checked for duplicates~~  Mark/s obtained: 20 out of 20~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 80 ############
22MT10061;20;20;10;10;10;10;20;100;Nice work~~~~========= TEST CASES =========~~~~~~Your output:~~Enter the number of elements in the list: Enter element: Enter element: Enter element: Enter element: Enter element: Enter element: Enter element: Enter element: Enter element: Enter element: Enter element: Enter element: The list is: 1 2 3 4 5 6 7 7 9 3 2 1 ~~The maximum element in the list is: 9~~The minimum element in the list is: 1~~The list contains duplicate elements.~~~~~~Your output:~~Enter the number of elements in the list: Enter element: Enter element: Enter element: Enter element: Enter element: Enter element: Enter element: Enter element: Enter element: The list is: 1 3 5 7 9 8 6 4 2 ~~The maximum element in the list is: 9~~The minimum element in the list is: 1~~The list does not contain any duplicate elements.~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Stucture for node defined~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Linked List stored~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~checked min~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~checked max~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 5:~~Checked for duplicates~~  Mark/s obtained: 20 out of 20~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22NA10022;20;20;10;10;10;10;20;100;Clean Code~~~~========= TEST CASES =========~~~~~~Your output:~~The duplicate are ~~1 2 3 7 Minimum no. is 1~~Maximum no. is 9~~~~~~Your output:~~The input list doesnot contain any duplicate no. ~~Minimum no. is 1~~Maximum no. is 9~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Stucture for node defined~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Linked List stored~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~checked min~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~checked max~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 5:~~Checked for duplicates~~  Mark/s obtained: 20 out of 20~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22ME30042;0;0;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22MF10045;0;0;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22EC30047;0;0;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22NA30011;15;15;10;10;5;5;10;70;========= TEST CASES =========~~~~~~Your output:~~12 -> 1 -> 2 -> 3 -> 9 -> 7 -> 7 -> 6 -> 5 -> 4. END OF LIST ~~12 -> 2 -> 9 -> 7 -> 6 -> 4. END OF LIST ~~~~~~FAILED: Test Case 1: ~~Input:~~L = {1, 2, 3, 9, 7, 7, 6, 5, 4, 3, 2, 1}~~Outpt:~~The input list contains duplicate numbers of: 1, 2, 3, 7.~~Minimum number is: 1~~Maximum number is: 9 ~~  Mark/s obtained: 15 out of 20~~~~~~Your output:~~9 -> 2 -> 4 -> 6 -> 8 -> 9 -> 7 -> 5 -> 3 -> 1. END OF LIST ~~2 -> 4 -> 6 -> 8 -> 7 -> 3 -> 1. END OF LIST ~~~~~~FAILED: Test Case 2: ~~Input:~~L = {2, 4, 6, 8, 9, 7, 5, 3, 1}~~Output:~~The input list does not contain any duplicate~~number.~~Minimum number is: 1~~Maximum number is: 9 ~~  Mark/s obtained: 15 out of 20~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Stucture for node defined~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Linked List stored~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 3:~~checked min~~  Mark/s obtained: 5 out of 10~~~~~~FAILED: Code Case 4:~~checked max~~  Mark/s obtained: 5 out of 10~~~~~~FAILED: Code Case 5:~~Checked for duplicates~~  Mark/s obtained: 10 out of 20~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 70 ############
22EC30007;10;10;10;10;10;10;20;80;========= TEST CASES =========~~~~~~Your output:~~[Code goes into an Infinite Loop]~~~~FAILED: Test Case 1: ~~Input:~~L = {1, 2, 3, 9, 7, 7, 6, 5, 4, 3, 2, 1}~~Outpt:~~The input list contains duplicate numbers of: 1, 2, 3, 7.~~Minimum number is: 1~~Maximum number is: 9 ~~  Mark/s obtained: 10 out of 20~~~~~~Your output:~~[Code goes into an Infinite Loop]~~~~FAILED: Test Case 2: ~~Input:~~L = {2, 4, 6, 8, 9, 7, 5, 3, 1}~~Output:~~The input list does not contain any duplicate~~number.~~Minimum number is: 1~~Maximum number is: 9 ~~  Mark/s obtained: 10 out of 20~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Stucture for node defined~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Linked List stored~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~checked min~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~checked max~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 5:~~Checked for duplicates~~  Mark/s obtained: 20 out of 20~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 80 ############
22MF10007;0;0;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22NA10003;0;0;0;0;0;0;0;0;========= TEST CASES =========~~~~~~Your output:~~X=Y=X=12/1/2~~Y=3/9/7~~Days = 2077~~~~~~FAILED: Test Case 1: ~~Input:~~L = {1, 2, 3, 9, 7, 7, 6, 5, 4, 3, 2, 1}~~Outpt:~~The input list contains duplicate numbers of: 1, 2, 3, 7.~~Minimum number is: 1~~Maximum number is: 9 ~~  Mark/s obtained: 0 out of 20~~~~~~Your output:~~X=Y=X=9/2/4~~Y=6/8/9~~Days = 2041~~~~~~FAILED: Test Case 2: ~~Input:~~L = {2, 4, 6, 8, 9, 7, 5, 3, 1}~~Output:~~The input list does not contain any duplicate~~number.~~Minimum number is: 1~~Maximum number is: 9 ~~  Mark/s obtained: 0 out of 20~~~~~~========= CODE CASES =========~~~~~~FAILED: Code Case 1:~~Stucture for node defined~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 2:~~Linked List stored~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 3:~~checked min~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 4:~~checked max~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 5:~~Checked for duplicates~~  Mark/s obtained: 0 out of 20~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22MT10023;20;20;10;10;10;10;20;100;Good work~~~~========= TEST CASES =========~~~~~~Your output:~~Enter the number of elemets in the list: The input list contains duplicate numbers of: 7.~~Minimum number is: 1~~Maximum number is: 9~~~~~~Your output:~~Enter the number of elemets in the list: The input list does not contain any duplicate~~Minimum number is: 1~~Maximum number is: 9~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Stucture for node defined~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Linked List stored~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~checked min~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~checked max~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 5:~~Checked for duplicates~~  Mark/s obtained: 20 out of 20~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22ME10045;10;10;10;10;10;10;20;80;========= TEST CASES =========~~~~~~Your output:~~[Code goes into an Infinite Loop]~~~~FAILED: Test Case 1: ~~Input:~~L = {1, 2, 3, 9, 7, 7, 6, 5, 4, 3, 2, 1}~~Outpt:~~The input list contains duplicate numbers of: 1, 2, 3, 7.~~Minimum number is: 1~~Maximum number is: 9 ~~  Mark/s obtained: 10 out of 20~~~~~~Your output:~~[Code goes into an Infinite Loop]~~~~FAILED: Test Case 2: ~~Input:~~L = {2, 4, 6, 8, 9, 7, 5, 3, 1}~~Output:~~The input list does not contain any duplicate~~number.~~Minimum number is: 1~~Maximum number is: 9 ~~  Mark/s obtained: 10 out of 20~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Stucture for node defined~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Linked List stored~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~checked min~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~checked max~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 5:~~Checked for duplicates~~  Mark/s obtained: 20 out of 20~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 80 ############
22AE10034;20;20;10;10;10;10;20;100;Keep up the good work~~~~========= TEST CASES =========~~~~~~Your output:~~enter number of elementsDUPLICATE ELEMENTS:1, 2, 3, 7, maximum element : 9minimum element : 1~~~~Your output:~~enter number of elementsNO DUPLICATE NUMBERSmaximum element : 9minimum element : 1~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Stucture for node defined~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Linked List stored~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~checked min~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~checked max~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 5:~~Checked for duplicates~~  Mark/s obtained: 20 out of 20~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22CE10085;0;0;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22GG10004;0;0;10;10;0;0;0;20;========= TEST CASES =========~~~~~~FAILED: Code didn't compile successfully~~  Mark/s obtained: 0 out of 40~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Stucture for node defined~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Linked List stored~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 3:~~checked min~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 4:~~checked max~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 5:~~Checked for duplicates~~  Mark/s obtained: 0 out of 20~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 20 ############
22CS30028;20;20;10;10;10;10;20;100;Perfect~~~~========= TEST CASES =========~~~~~~Your output:~~Enter no. of elements : Enter list elements :The Input list contains duplicate numbers of : 1 2 3 7 ~~Maximum no.is 9 ~~Minimum no. is 1 ~~~~~~Your output:~~Enter no. of elements : Enter list elements :The input list does not contain any duplicates ~~Maximum no.is 9 ~~Minimum no. is 1 ~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Stucture for node defined~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Linked List stored~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~checked min~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~checked max~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 5:~~Checked for duplicates~~  Mark/s obtained: 20 out of 20~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22IE10027;0;0;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22CE10045;10;10;10;10;10;10;20;80;========= TEST CASES =========~~~~~~Your output:~~12377321~~~~FAILED: Test Case 1: ~~Input:~~L = {1, 2, 3, 9, 7, 7, 6, 5, 4, 3, 2, 1}~~Outpt:~~The input list contains duplicate numbers of: 1, 2, 3, 7.~~Minimum number is: 1~~Maximum number is: 9 ~~  Mark/s obtained: 10 out of 20~~~~~~Your output:~~~~~~FAILED: Test Case 2: ~~Input:~~L = {2, 4, 6, 8, 9, 7, 5, 3, 1}~~Output:~~The input list does not contain any duplicate~~number.~~Minimum number is: 1~~Maximum number is: 9 ~~  Mark/s obtained: 10 out of 20~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Stucture for node defined~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Linked List stored~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~checked min~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~checked max~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 5:~~Checked for duplicates~~  Mark/s obtained: 20 out of 20~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 80 ############
22PH10032;20;20;10;10;10;10;20;100;Clean Code~~~~========= TEST CASES =========~~~~~~Your output:~~duplicate number:2377max:9min:12~~~~Your output:~~duplicate number:9max:9min:9~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Stucture for node defined~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Linked List stored~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~checked min~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~checked max~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 5:~~Checked for duplicates~~  Mark/s obtained: 20 out of 20~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22PH10013;0;0;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22AE30007;20;20;10;10;10;10;20;100;Perfect~~~~========= TEST CASES =========~~~~~~Your output:~~enter n: ~~Enter the elements of the list: ~~l={ 123977654321the input list contains duplicate nums of: 1 2 3 7 ~~min number is: 1 ~~max number is: 9 ~~~~~~Your output:~~enter n: ~~Enter the elements of the list: ~~l={ 246897531the input list does not contain any duplicate num ~~~~min number is: 1 ~~max number is: 9 ~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Stucture for node defined~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Linked List stored~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~checked min~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~checked max~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 5:~~Checked for duplicates~~  Mark/s obtained: 20 out of 20~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22IM10020;0;0;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22EX10014;0;0;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22MF3IM17;0;0;10;10;10;10;20;60;========= TEST CASES =========~~~~~~FAILED: Code didn't compile successfully~~  Mark/s obtained: 0 out of 40~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Stucture for node defined~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Linked List stored~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~checked min~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~checked max~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 5:~~Checked for duplicates~~  Mark/s obtained: 20 out of 20~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 60 ############
22EE10048;10;10;10;10;10;10;20;80;========= TEST CASES =========~~~~~~Your output:~~[Code goes into an Infinite Loop]~~~~FAILED: Test Case 1: ~~Input:~~L = {1, 2, 3, 9, 7, 7, 6, 5, 4, 3, 2, 1}~~Outpt:~~The input list contains duplicate numbers of: 1, 2, 3, 7.~~Minimum number is: 1~~Maximum number is: 9 ~~  Mark/s obtained: 10 out of 20~~~~~~Your output:~~[Code goes into an Infinite Loop]~~~~FAILED: Test Case 2: ~~Input:~~L = {2, 4, 6, 8, 9, 7, 5, 3, 1}~~Output:~~The input list does not contain any duplicate~~number.~~Minimum number is: 1~~Maximum number is: 9 ~~  Mark/s obtained: 10 out of 20~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Stucture for node defined~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Linked List stored~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~checked min~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~checked max~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 5:~~Checked for duplicates~~  Mark/s obtained: 20 out of 20~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 80 ############
22NA10041;0;0;10;10;0;0;0;20;========= TEST CASES =========~~~~~~FAILED: Code didn't compile successfully~~  Mark/s obtained: 0 out of 40~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Stucture for node defined~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Linked List stored~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 3:~~checked min~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 4:~~checked max~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 5:~~Checked for duplicates~~  Mark/s obtained: 0 out of 20~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 20 ############
22BT30022;0;0;10;10;10;10;20;60;========= TEST CASES =========~~~~~~FAILED: Code didn't compile successfully~~  Mark/s obtained: 0 out of 40~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Stucture for node defined~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Linked List stored~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~checked min~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~checked max~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 5:~~Checked for duplicates~~  Mark/s obtained: 20 out of 20~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 60 ############
22CE10025;20;20;10;10;10;10;20;100;Keep it up~~~~========= TEST CASES =========~~~~~~Your output:~~Enter number of elements in the list:enter elements:~~minimum is 1~~maximum is 9~~~~Your output:~~Enter number of elements in the list:enter elements:~~minimum is 1~~maximum is 9~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Stucture for node defined~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Linked List stored~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~checked min~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~checked max~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 5:~~Checked for duplicates~~  Mark/s obtained: 20 out of 20~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22CY10048;0;0;10;10;10;10;20;60;========= TEST CASES =========~~~~~~FAILED: Code didn't compile successfully~~  Mark/s obtained: 0 out of 40~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Stucture for node defined~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Linked List stored~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~checked min~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~checked max~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 5:~~Checked for duplicates~~  Mark/s obtained: 20 out of 20~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 60 ############
22CH10044;20;20;10;10;10;10;20;100;Nice work~~~~========= TEST CASES =========~~~~~~Your output:~~enter the no of values:-Enter the number:-Enter the element 1:Enter the element 2:Enter the element 3:Enter the element 4:Enter the element 5:Enter the element 6:Enter the element 7:Enter the element 8:Enter the element 9:Enter the element 10:Enter the element 11:Enter the element 12:Duplicates number are:-~~1  2  3  7  Maximum value is 9~~Minimum value is 1~~~~~~Your output:~~enter the no of values:-Enter the number:-Enter the element 1:Enter the element 2:Enter the element 3:Enter the element 4:Enter the element 5:Enter the element 6:Enter the element 7:Enter the element 8:Enter the element 9:Duplicates number are:-~~List not containing any duplicate number:-~~Maximum value is 9~~Minimum value is 1~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Stucture for node defined~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Linked List stored~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~checked min~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~checked max~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 5:~~Checked for duplicates~~  Mark/s obtained: 20 out of 20~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22ME30023;20;20;10;10;10;10;20;100;Great Job~~~~========= TEST CASES =========~~~~~~Your output:~~The input list contains duplicate numbers of:1,2,3,7,~~Minimum number is: 1~~Maximum number is: 9~~~~~~Your output:~~The input list contains duplicate numbers of:1,2,3,7,~~Minimum number is: 1~~Maximum number is: 9~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Stucture for node defined~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Linked List stored~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~checked min~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~checked max~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 5:~~Checked for duplicates~~  Mark/s obtained: 20 out of 20~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22CY10028;0;0;10;10;0;0;0;20;========= TEST CASES =========~~~~~~FAILED: Code didn't compile successfully~~  Mark/s obtained: 0 out of 40~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Stucture for node defined~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Linked List stored~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 3:~~checked min~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 4:~~checked max~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 5:~~Checked for duplicates~~  Mark/s obtained: 0 out of 20~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 20 ############
22AE10014;0;0;10;10;5;5;5;35;========= TEST CASES =========~~~~~~FAILED: Code didn't compile successfully~~  Mark/s obtained: 0 out of 40~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Stucture for node defined~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Linked List stored~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 3:~~checked min~~  Mark/s obtained: 5 out of 10~~~~~~FAILED: Code Case 4:~~checked max~~  Mark/s obtained: 5 out of 10~~~~~~FAILED: Code Case 5:~~Checked for duplicates~~  Mark/s obtained: 5 out of 20~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 35 ############
22HS10050;0;0;10;10;10;10;0;40;========= TEST CASES =========~~~~~~FAILED: Code didn't compile successfully~~  Mark/s obtained: 0 out of 40~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Stucture for node defined~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Linked List stored~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~checked min~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~checked max~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 5:~~Checked for duplicates~~  Mark/s obtained: 0 out of 20~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 40 ############
