"Student_Name";"Test_Case_1 (10)";"Test_Case_2 (10)";"Test_Case_3 (10)";"Test_Case_4 (10)";"Test_Case_5 (10)";"Code_1 (10)";"Code_2 (10)";"Code_3 (20)";"Code_4 (10)";"Code_5 (10)";"Total_Marks (110)";"Comments"
22HS10058;10;10;10;10;10;10;10;20;10;10;110;Keep up the good work~~~~========= TEST CASES =========~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Read an integer~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Check for odd or even~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~Printed the sub-integers from most significant to least significant if odd and vice versa~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 4:~~Computed the reverse of the digits~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 5:~~Printed the absolute difference between them~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 110 ###########
22IE10035;10;10;10;10;10;10;10;20;10;10;110;Clean Code~~~~========= TEST CASES =========~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Read an integer~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Check for odd or even~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~Printed the sub-integers from most significant to least significant if odd and vice versa~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 4:~~Computed the reverse of the digits~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 5:~~Printed the absolute difference between them~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 110 ###########
22IM10028;10;10;10;10;10;10;10;20;10;10;110;Good~~~~========= TEST CASES =========~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Read an integer~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Check for odd or even~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~Printed the sub-integers from most significant to least significant if odd and vice versa~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 4:~~Computed the reverse of the digits~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 5:~~Printed the absolute difference between them~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 110 ###########
22IM30022;0;0;0;0;0;0;0;0;0;0;0;<PLAG DETECTED - AWARDED 0>~~~~If you have not copied from anywhere,~~Please do not panic.~~Plag is decided by a plag checking program.~~For now continue to do your best.
22MA10010;0;0;0;0;0;0;0;0;0;0;0;========= TEST CASES =========~~~~~~FAILED: Code didn't compile successfully~~  Mark/s obtained: 0 out of 50~~~~~~========= CODE CASES =========~~~~~~FAILED: Code Case 1:~~Read an integer~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 2:~~Check for odd or even~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 3:~~Printed the sub-integers from most significant to least significant if odd and vice versa~~  Mark/s obtained: 0 out of 20~~~~~~FAILED: Code Case 4:~~Computed the reverse of the digits~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 5:~~Printed the absolute difference between them~~  Mark/s obtained: 0 out of 10~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22MA10048;10;10;10;10;10;10;10;20;10;10;110;Nice work~~~~========= TEST CASES =========~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Read an integer~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Check for odd or even~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~Printed the sub-integers from most significant to least significant if odd and vice versa~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 4:~~Computed the reverse of the digits~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 5:~~Printed the absolute difference between them~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 110 ###########
22ME10015;0;0;0;0;0;10;5;0;10;10;35;========= TEST CASES =========~~~~~~FAILED: Code didn't compile successfully~~  Mark/s obtained: 0 out of 50~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Read an integer~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 2:~~Check for odd or even~~  Mark/s obtained: 5 out of 10~~~~~~FAILED: Code Case 3:~~Printed the sub-integers from most significant to least significant if odd and vice versa~~  Mark/s obtained: 0 out of 20~~~~~~PASSED: Code Case 4:~~Computed the reverse of the digits~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 5:~~Printed the absolute difference between them~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 35 ############
22ME10034;2;2;2;2;2;10;10;20;10;10;70;========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~IN:~~Enter the Integer:1234~~~~~~~~Exp OUT:~~Least significant digits to most significant digits: ~~1234, 234, 34, 4~~~~Reverse number = 4321~~Difference between Reverse and original number = 3087~~~~ ~~  Mark/s obtained: 2 out of 10~~~~~~Your output:~~Enter the Integer:Least significant digits to most significant digits: ~~~~ Reversed number = 0~~ Difference between Reversed and original number = 0~~~~FAILED: Test Case 2: ~~IN:~~Enter the Integer:5677~~~~~~~~Exp OUT:~~Most significant digits to least significant digits:~~ 5, 56, 567, 5677~~~~Reverse number = 7765~~Difference between Reverse and original number = 2088~~~~ ~~  Mark/s obtained: 2 out of 10~~~~~~Your output:~~Enter the Integer:Least significant digits to most significant digits: ~~~~ Reversed number = 0~~ Difference between Reversed and original number = 0~~~~FAILED: Test Case 3: ~~IN:~~Enter the Integer:9~~~~~~Exp OUT:~~Most significant digits to least significant digits:~~ 9~~Reverse number = 9~~Difference between Reverse and original number = 0~~~~ ~~  Mark/s obtained: 2 out of 10~~~~~~Your output:~~[Code throws a math exception during runtime]~~~~FAILED: Test Case 4: ~~IN:~~Enter the Integer:-38~~~~~~Exp OUT:~~Least significant digits to most significant digits:~~ 38, 8~~Reverse number = -83~~Difference between Reverse and original number = 45~~~~ ~~  Mark/s obtained: 2 out of 10~~~~~~Your output:~~Enter the Integer:Least significant digits to most significant digits: ~~~~ Reversed number = 0~~ Difference between Reversed and original number = 0~~~~FAILED: Test Case 5: ~~IN:~~Enter the Integer: 90040~~~~~~Exp OUT:~~Least significant digits to most significant digits:~~ 90040, 40, 40, 40, 0~~~~Reverse number = 4009~~Difference between Reverse and original number = 86031~~~~ ~~  Mark/s obtained: 2 out of 10~~~~~~Your output:~~Enter the Integer:Least significant digits to most significant digits: ~~~~ Reversed number = 0~~ Difference between Reversed and original number = 0~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Read an integer~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Check for odd or even~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~Printed the sub-integers from most significant to least significant if odd and vice versa~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 4:~~Computed the reverse of the digits~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 5:~~Printed the absolute difference between them~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 70 ############
22ME10053;10;10;10;10;10;10;10;20;10;10;110;Great Job~~~~========= TEST CASES =========~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Read an integer~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Check for odd or even~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~Printed the sub-integers from most significant to least significant if odd and vice versa~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 4:~~Computed the reverse of the digits~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 5:~~Printed the absolute difference between them~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 110 ###########
22ME10091;10;10;10;10;10;10;10;20;10;10;110;Clean Code~~~~========= TEST CASES =========~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Read an integer~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Check for odd or even~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~Printed the sub-integers from most significant to least significant if odd and vice versa~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 4:~~Computed the reverse of the digits~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 5:~~Printed the absolute difference between them~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 110 ###########
22ME30012;10;10;8;8;8;10;10;20;10;0;94;========= TEST CASES =========~~~~~~FAILED: Test Case 3: ~~IN:~~Enter the Integer:9~~~~~~Exp OUT:~~Most significant digits to least significant digits:~~ 9~~Reverse number = 9~~Difference between Reverse and original number = 0~~~~ ~~  Mark/s obtained: 8 out of 10~~~~~~Your output:~~Enter the integer: The number of digits= 1~~Least significant digits to most significant digits: 0~~~~FAILED: Test Case 4: ~~IN:~~Enter the Integer:-38~~~~~~Exp OUT:~~Least significant digits to most significant digits:~~ 38, 8~~Reverse number = -83~~Difference between Reverse and original number = 45~~~~ ~~  Mark/s obtained: 8 out of 10~~~~~~Your output:~~Enter the integer: The number of digits= 2~~Least significant digits to most significant digits:-38 ~~Least significant digits to most significant digits:-8 ~~~~~~FAILED: Test Case 5: ~~IN:~~Enter the Integer: 90040~~~~~~Exp OUT:~~Least significant digits to most significant digits:~~ 90040, 40, 40, 40, 0~~~~Reverse number = 4009~~Difference between Reverse and original number = 86031~~~~ ~~  Mark/s obtained: 8 out of 10~~~~~~Your output:~~Enter the integer: The number of digits= 5~~Least significant digits to most significant digits:90040 ~~Least significant digits to most significant digits:40 ~~Least significant digits to most significant digits:40 ~~Least significant digits to most significant digits:40 ~~Least significant digits to most significant digits:0 ~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Read an integer~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Check for odd or even~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~Printed the sub-integers from most significant to least significant if odd and vice versa~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 4:~~Computed the reverse of the digits~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 5:~~Printed the absolute difference between them~~  Mark/s obtained: 0 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 94 ############
22ME30069;10;10;10;10;10;10;10;20;10;10;110;Perfect~~~~========= TEST CASES =========~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Read an integer~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Check for odd or even~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~Printed the sub-integers from most significant to least significant if odd and vice versa~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 4:~~Computed the reverse of the digits~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 5:~~Printed the absolute difference between them~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 110 ###########
22MF3IM06;7;7;7;7;7;10;10;20;10;10;95;========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~IN:~~Enter the Integer:1234~~~~~~~~Exp OUT:~~Least significant digits to most significant digits: ~~1234, 234, 34, 4~~~~Reverse number = 4321~~Difference between Reverse and original number = 3087~~~~ ~~  Mark/s obtained: 7 out of 10~~~~~~Your output:~~Enter the integer~~1234,234,34,4,~~~~FAILED: Test Case 2: ~~IN:~~Enter the Integer:5677~~~~~~~~Exp OUT:~~Most significant digits to least significant digits:~~ 5, 56, 567, 5677~~~~Reverse number = 7765~~Difference between Reverse and original number = 2088~~~~ ~~  Mark/s obtained: 7 out of 10~~~~~~Your output:~~Enter the integer~~5,56,567,5677,~~~~FAILED: Test Case 3: ~~IN:~~Enter the Integer:9~~~~~~Exp OUT:~~Most significant digits to least significant digits:~~ 9~~Reverse number = 9~~Difference between Reverse and original number = 0~~~~ ~~  Mark/s obtained: 7 out of 10~~~~~~Your output:~~Enter the integer~~9,~~~~FAILED: Test Case 4: ~~IN:~~Enter the Integer:-38~~~~~~Exp OUT:~~Least significant digits to most significant digits:~~ 38, 8~~Reverse number = -83~~Difference between Reverse and original number = 45~~~~ ~~  Mark/s obtained: 7 out of 10~~~~~~Your output:~~Enter the integer~~38,8,~~~~FAILED: Test Case 5: ~~IN:~~Enter the Integer: 90040~~~~~~Exp OUT:~~Least significant digits to most significant digits:~~ 90040, 40, 40, 40, 0~~~~Reverse number = 4009~~Difference between Reverse and original number = 86031~~~~ ~~  Mark/s obtained: 7 out of 10~~~~~~Your output:~~Enter the integer~~90040,40,40,40,~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Read an integer~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Check for odd or even~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~Printed the sub-integers from most significant to least significant if odd and vice versa~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 4:~~Computed the reverse of the digits~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 5:~~Printed the absolute difference between them~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 95 ############
22MI10040;10;10;10;10;10;10;10;20;10;10;110;Nice work~~~~========= TEST CASES =========~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Read an integer~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Check for odd or even~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~Printed the sub-integers from most significant to least significant if odd and vice versa~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 4:~~Computed the reverse of the digits~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 5:~~Printed the absolute difference between them~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 110 ###########
22MI33002;10;10;8;5;5;10;10;20;10;10;98;========= TEST CASES =========~~~~~~FAILED: Test Case 3: ~~IN:~~Enter the Integer:9~~~~~~Exp OUT:~~Most significant digits to least significant digits:~~ 9~~Reverse number = 9~~Difference between Reverse and original number = 0~~~~ ~~  Mark/s obtained: 8 out of 10~~~~~~Your output:~~enter a number~~0~~~~0~~~~0~~~~9~~9000 is the reversed numberthe absolute difference is 8991~~~~FAILED: Test Case 4: ~~IN:~~Enter the Integer:-38~~~~~~Exp OUT:~~Least significant digits to most significant digits:~~ 38, 8~~Reverse number = -83~~Difference between Reverse and original number = 45~~~~ ~~  Mark/s obtained: 5 out of 10~~~~~~Your output:~~enter a number~~-38~~~~-3~~~~0~~~~0~~-8300 is the reversed numberthe absolute difference is 8262~~~~FAILED: Test Case 5: ~~IN:~~Enter the Integer: 90040~~~~~~Exp OUT:~~Least significant digits to most significant digits:~~ 90040, 40, 40, 40, 0~~~~Reverse number = 4009~~Difference between Reverse and original number = 86031~~~~ ~~  Mark/s obtained: 5 out of 10~~~~~~Your output:~~enter a number~~90040~~~~9004~~~~900~~~~90~~490 is the reversed numberthe absolute difference is 89550~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Read an integer~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Check for odd or even~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~Printed the sub-integers from most significant to least significant if odd and vice versa~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 4:~~Computed the reverse of the digits~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 5:~~Printed the absolute difference between them~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 98 ############
22MT10050;10;5;5;2;8;10;10;15;10;10;85;========= TEST CASES =========~~~~~~FAILED: Test Case 2: ~~IN:~~Enter the Integer:5677~~~~~~~~Exp OUT:~~Most significant digits to least significant digits:~~ 5, 56, 567, 5677~~~~Reverse number = 7765~~Difference between Reverse and original number = 2088~~~~ ~~  Mark/s obtained: 5 out of 10~~~~~~Your output:~~Enter an integer : Reverse number = 7765~~Difference between reverse and original number is 2088~~~~FAILED: Test Case 3: ~~IN:~~Enter the Integer:9~~~~~~Exp OUT:~~Most significant digits to least significant digits:~~ 9~~Reverse number = 9~~Difference between Reverse and original number = 0~~~~ ~~  Mark/s obtained: 5 out of 10~~~~~~Your output:~~Enter an integer : Reverse number = 9~~Difference between reverse and original number is 0~~~~FAILED: Test Case 4: ~~IN:~~Enter the Integer:-38~~~~~~Exp OUT:~~Least significant digits to most significant digits:~~ 38, 8~~Reverse number = -83~~Difference between Reverse and original number = 45~~~~ ~~  Mark/s obtained: 2 out of 10~~~~~~Your output:~~Enter an integer : Reverse number = 0~~Difference between reverse and original number is 38~~~~FAILED: Test Case 5: ~~IN:~~Enter the Integer: 90040~~~~~~Exp OUT:~~Least significant digits to most significant digits:~~ 90040, 40, 40, 40, 0~~~~Reverse number = 4009~~Difference between Reverse and original number = 86031~~~~ ~~  Mark/s obtained: 8 out of 10~~~~~~Your output:~~Enter an integer : 90040~~9004~~900~~90~~9~~Reverse number = 4009~~Difference between reverse and original number is 86031~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Read an integer~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Check for odd or even~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 3:~~Printed the sub-integers from most significant to least significant if odd and vice versa~~  Mark/s obtained: 15 out of 20~~~~~~PASSED: Code Case 4:~~Computed the reverse of the digits~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 5:~~Printed the absolute difference between them~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 85 ############
22NA10011;0;0;0;0;0;10;0;0;0;0;10;========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~IN:~~Enter the Integer:1234~~~~~~~~Exp OUT:~~Least significant digits to most significant digits: ~~1234, 234, 34, 4~~~~Reverse number = 4321~~Difference between Reverse and original number = 3087~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~Your output:~~Read an integer:~~~~FAILED: Test Case 2: ~~IN:~~Enter the Integer:5677~~~~~~~~Exp OUT:~~Most significant digits to least significant digits:~~ 5, 56, 567, 5677~~~~Reverse number = 7765~~Difference between Reverse and original number = 2088~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~Your output:~~Read an integer:~~~~FAILED: Test Case 3: ~~IN:~~Enter the Integer:9~~~~~~Exp OUT:~~Most significant digits to least significant digits:~~ 9~~Reverse number = 9~~Difference between Reverse and original number = 0~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~Your output:~~Read an integer:~~~~FAILED: Test Case 4: ~~IN:~~Enter the Integer:-38~~~~~~Exp OUT:~~Least significant digits to most significant digits:~~ 38, 8~~Reverse number = -83~~Difference between Reverse and original number = 45~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~Your output:~~Read an integer:~~~~FAILED: Test Case 5: ~~IN:~~Enter the Integer: 90040~~~~~~Exp OUT:~~Least significant digits to most significant digits:~~ 90040, 40, 40, 40, 0~~~~Reverse number = 4009~~Difference between Reverse and original number = 86031~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~Your output:~~Read an integer:~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Read an integer~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 2:~~Check for odd or even~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 3:~~Printed the sub-integers from most significant to least significant if odd and vice versa~~  Mark/s obtained: 0 out of 20~~~~~~FAILED: Code Case 4:~~Computed the reverse of the digits~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 5:~~Printed the absolute difference between them~~  Mark/s obtained: 0 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 10 ############
22NA10030;10;0;0;10;8;10;10;20;10;10;88;========= TEST CASES =========~~~~~~FAILED: Test Case 2: ~~IN:~~Enter the Integer:5677~~~~~~~~Exp OUT:~~Most significant digits to least significant digits:~~ 5, 56, 567, 5677~~~~Reverse number = 7765~~Difference between Reverse and original number = 2088~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~Your output:~~Enter the number :~~~~~~FAILED: Test Case 3: ~~IN:~~Enter the Integer:9~~~~~~Exp OUT:~~Most significant digits to least significant digits:~~ 9~~Reverse number = 9~~Difference between Reverse and original number = 0~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~Your output:~~Enter the number :~~~~~~FAILED: Test Case 5: ~~IN:~~Enter the Integer: 90040~~~~~~Exp OUT:~~Least significant digits to most significant digits:~~ 90040, 40, 40, 40, 0~~~~Reverse number = 4009~~Difference between Reverse and original number = 86031~~~~ ~~  Mark/s obtained: 8 out of 10~~~~~~Your output:~~Enter the number :~~9004 ,4 ,4 ,4 ,~~Reverse number = 4009 ~~Difference between Reverse and original number= 86031 ~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Read an integer~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Check for odd or even~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~Printed the sub-integers from most significant to least significant if odd and vice versa~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 4:~~Computed the reverse of the digits~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 5:~~Printed the absolute difference between them~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 88 ############
22NA30019;0;0;0;0;0;10;10;10;10;0;40;========= TEST CASES =========~~~~~~FAILED: Code didn't compile successfully~~  Mark/s obtained: 0 out of 50~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Read an integer~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Check for odd or even~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 3:~~Printed the sub-integers from most significant to least significant if odd and vice versa~~  Mark/s obtained: 10 out of 20~~~~~~PASSED: Code Case 4:~~Computed the reverse of the digits~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 5:~~Printed the absolute difference between them~~  Mark/s obtained: 0 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 40 ############
22PH10002;10;10;10;10;10;10;10;20;10;10;110;Good work~~~~========= TEST CASES =========~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Read an integer~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Check for odd or even~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~Printed the sub-integers from most significant to least significant if odd and vice versa~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 4:~~Computed the reverse of the digits~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 5:~~Printed the absolute difference between them~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 110 ###########
22PH10021;5;0;0;0;8;10;10;20;5;0;58;========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~IN:~~Enter the Integer:1234~~~~~~~~Exp OUT:~~Least significant digits to most significant digits: ~~1234, 234, 34, 4~~~~Reverse number = 4321~~Difference between Reverse and original number = 3087~~~~ ~~  Mark/s obtained: 5 out of 10~~~~~~Your output:~~Enter the integer: 1234	234	34	4	~~~~FAILED: Test Case 2: ~~IN:~~Enter the Integer:5677~~~~~~~~Exp OUT:~~Most significant digits to least significant digits:~~ 5, 56, 567, 5677~~~~Reverse number = 7765~~Difference between Reverse and original number = 2088~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~Your output:~~Enter the integer: ~~~~FAILED: Test Case 3: ~~IN:~~Enter the Integer:9~~~~~~Exp OUT:~~Most significant digits to least significant digits:~~ 9~~Reverse number = 9~~Difference between Reverse and original number = 0~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~Your output:~~Enter the integer: ~~~~FAILED: Test Case 4: ~~IN:~~Enter the Integer:-38~~~~~~Exp OUT:~~Least significant digits to most significant digits:~~ 38, 8~~Reverse number = -83~~Difference between Reverse and original number = 45~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~Your output:~~Enter the integer: ~~~~FAILED: Test Case 5: ~~IN:~~Enter the Integer: 90040~~~~~~Exp OUT:~~Least significant digits to most significant digits:~~ 90040, 40, 40, 40, 0~~~~Reverse number = 4009~~Difference between Reverse and original number = 86031~~~~ ~~  Mark/s obtained: 8 out of 10~~~~~~Your output:~~Enter the integer: 90040	40	40	40	~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Read an integer~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Check for odd or even~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~Printed the sub-integers from most significant to least significant if odd and vice versa~~  Mark/s obtained: 20 out of 20~~~~~~FAILED: Code Case 4:~~Computed the reverse of the digits~~  Mark/s obtained: 5 out of 10~~~~~~FAILED: Code Case 5:~~Printed the absolute difference between them~~  Mark/s obtained: 0 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 58 ############
22AE10002;10;10;10;10;10;10;10;20;10;10;110;Good work~~~~========= TEST CASES =========~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Read an integer~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Check for odd or even~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~Printed the sub-integers from least significant to most significant if odd and vice versa~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 4:~~Computed the reverse of the digits~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 5:~~Printed the absolute difference between them~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 110 ###########
