"Student_Name";"Test_Case_1 (20)";"Test_Case_2 (20)";"Code_1 (10)";"Code_2 (10)";"Code_3 (10)";"Code_4 (10)";"Code_5 (10)";"Code_6 (10)";"Total_Marks (100)";"Comments"
22MF10007;0;0;10;0;5;5;5;5;30;Code didn't compiled but marks are given for efforts~~~~========= TEST CASES =========~~~~~~FAILED: Code didn't compile successfully~~  Mark/s obtained: 0 out of 40~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~input taken~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 2:~~menu shown~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 3:~~tried to implement build set~~  Mark/s obtained: 5 out of 10~~~~~~FAILED: Code Case 4:~~tried to search~~  Mark/s obtained: 5 out of 10~~~~~~FAILED: Code Case 5:~~tried union and intersection and difference~~  Mark/s obtained: 5 out of 10~~~~~~FAILED: Code Case 6:~~infinite loop created~~  Mark/s obtained: 5 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 30 ############
22NA10003;0;0;10;0;5;5;5;5;30;Code didn't compiled but marks are given for efforts~~~~========= TEST CASES =========~~~~~~FAILED: Code didn't compile successfully~~  Mark/s obtained: 0 out of 40~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~input taken~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 2:~~menu shown~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 3:~~tried to implement build set~~  Mark/s obtained: 5 out of 10~~~~~~FAILED: Code Case 4:~~tried to search~~  Mark/s obtained: 5 out of 10~~~~~~FAILED: Code Case 5:~~tried union and intersection and difference~~  Mark/s obtained: 5 out of 10~~~~~~FAILED: Code Case 6:~~infinite loop created~~  Mark/s obtained: 5 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 30 ############
22MT10023;0;0;10;5;10;5;5;5;40;Code didn't compiled but marks are given for efforts~~~~========= TEST CASES =========~~~~~~FAILED: Code didn't compile successfully~~  Mark/s obtained: 0 out of 40~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~input taken~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 2:~~menu shown~~  Mark/s obtained: 5 out of 10~~~~~~PASSED: Code Case 3:~~tried to implement build set~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 4:~~tried to search~~  Mark/s obtained: 5 out of 10~~~~~~FAILED: Code Case 5:~~tried union and intersection and difference~~  Mark/s obtained: 5 out of 10~~~~~~FAILED: Code Case 6:~~infinite loop created~~  Mark/s obtained: 5 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 40 ############
22ME10045;0;0;0;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22AE10034;0;0;10;10;5;5;5;5;40;Code didn't compiled but marks are given for efforts~~~~========= TEST CASES =========~~~~~~FAILED: Code didn't compile successfully~~  Mark/s obtained: 0 out of 40~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~input taken~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~menu shown~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 3:~~tried to implement build set~~  Mark/s obtained: 5 out of 10~~~~~~FAILED: Code Case 4:~~tried to search~~  Mark/s obtained: 5 out of 10~~~~~~FAILED: Code Case 5:~~tried union and intersection and difference~~  Mark/s obtained: 5 out of 10~~~~~~FAILED: Code Case 6:~~infinite loop created~~  Mark/s obtained: 5 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 40 ############
22CE10085;0;0;0;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22GG10004;0;0;0;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22CS30028;0;0;10;10;5;5;5;5;40;Code didn't compiled but marks are given for efforts~~~~========= TEST CASES =========~~~~~~FAILED: Code didn't compile successfully~~  Mark/s obtained: 0 out of 40~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~input taken~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~menu shown~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 3:~~tried to implement build set~~  Mark/s obtained: 5 out of 10~~~~~~FAILED: Code Case 4:~~tried to search~~  Mark/s obtained: 5 out of 10~~~~~~FAILED: Code Case 5:~~tried union and intersection and difference~~  Mark/s obtained: 5 out of 10~~~~~~FAILED: Code Case 6:~~infinite loop created~~  Mark/s obtained: 5 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 40 ############
22CE10045;0;0;10;10;5;5;5;5;40;Code didn't compiled but marks are given for efforts~~~~========= TEST CASES =========~~~~~~FAILED: Code didn't compile successfully~~  Mark/s obtained: 0 out of 40~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~input taken~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~menu shown~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 3:~~tried to implement build set~~  Mark/s obtained: 5 out of 10~~~~~~FAILED: Code Case 4:~~tried to search~~  Mark/s obtained: 5 out of 10~~~~~~FAILED: Code Case 5:~~tried union and intersection and difference~~  Mark/s obtained: 5 out of 10~~~~~~FAILED: Code Case 6:~~infinite loop created~~  Mark/s obtained: 5 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 40 ############
22IE10027;0;0;0;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22PH10032;0;0;0;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22PH10013;0;0;0;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22AE30007;0;0;0;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22IM10020;0;0;0;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22EX10014;0;0;0;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22MF3IM17;0;0;10;0;0;5;5;0;20;Code didn't compiled but marks are given for efforts~~~~========= TEST CASES =========~~~~~~FAILED: Code didn't compile successfully~~  Mark/s obtained: 0 out of 40~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~input taken~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 2:~~menu shown~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 3:~~tried to implement build set~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 4:~~tried to search~~  Mark/s obtained: 5 out of 10~~~~~~FAILED: Code Case 5:~~tried union and intersection and difference~~  Mark/s obtained: 5 out of 10~~~~~~FAILED: Code Case 6:~~infinite loop created~~  Mark/s obtained: 0 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 20 ############
22EE10048;0;0;0;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22NA10041;0;0;0;0;5;0;5;5;15;Code didn't compiled but marks are given for efforts~~~~========= TEST CASES =========~~~~~~FAILED: Code didn't compile successfully~~  Mark/s obtained: 0 out of 40~~~~~~========= CODE CASES =========~~~~~~FAILED: Code Case 1:~~input taken~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 2:~~menu shown~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 3:~~tried to implement build set~~  Mark/s obtained: 5 out of 10~~~~~~FAILED: Code Case 4:~~tried to search~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 5:~~tried union and intersection and difference~~  Mark/s obtained: 5 out of 10~~~~~~FAILED: Code Case 6:~~infinite loop created~~  Mark/s obtained: 5 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 15 ############
22BT30022;0;0;0;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22CE10025;0;0;0;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22CY10048;0;0;10;10;3;3;3;5;34;Testcase didn't run~~~~========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~IN:~~A = 1 2 3 4 5, B = 2 3 4 5~~1 5~~2 6~~3~~4~~5~~0~~~~Exp OUT:~~5 is present in set A~~6 is NOT present in set B~~Union: 1 2 3 4 5~~Intersection: 2 3 4 5~~Difference: 1~~~~ ~~  Mark/s obtained: 0 out of 20~~~~~~FAILED: Test Case 2: ~~IN:~~A = 1 2 3, B = 4 5 6~~1 5~~2 6~~3~~4~~5~~0~~~~Exp OUT:~~5 is NOT present in set A~~6 is present in set B~~Union: 1 2 3 4 5 6~~Intersection: Null~~Difference: 1 2 ~~~~ ~~  Mark/s obtained: 0 out of 20~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~input taken~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~menu shown~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 3:~~tried to implement build set~~  Mark/s obtained: 3 out of 10~~~~~~FAILED: Code Case 4:~~tried to search~~  Mark/s obtained: 3 out of 10~~~~~~FAILED: Code Case 5:~~tried union and intersection and difference~~  Mark/s obtained: 3 out of 10~~~~~~FAILED: Code Case 6:~~infinite loop created~~  Mark/s obtained: 5 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 34 ############
22CH10044;0;0;10;3;3;3;3;5;27;Testcase didn't run~~~~========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~IN:~~A = 1 2 3 4 5, B = 2 3 4 5~~1 5~~2 6~~3~~4~~5~~0~~~~Exp OUT:~~5 is present in set A~~6 is NOT present in set B~~Union: 1 2 3 4 5~~Intersection: 2 3 4 5~~Difference: 1~~~~ ~~  Mark/s obtained: 0 out of 20~~~~~~FAILED: Test Case 2: ~~IN:~~A = 1 2 3, B = 4 5 6~~1 5~~2 6~~3~~4~~5~~0~~~~Exp OUT:~~5 is NOT present in set A~~6 is present in set B~~Union: 1 2 3 4 5 6~~Intersection: Null~~Difference: 1 2 ~~~~ ~~  Mark/s obtained: 0 out of 20~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~input taken~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 2:~~menu shown~~  Mark/s obtained: 3 out of 10~~~~~~FAILED: Code Case 3:~~tried to implement build set~~  Mark/s obtained: 3 out of 10~~~~~~FAILED: Code Case 4:~~tried to search~~  Mark/s obtained: 3 out of 10~~~~~~FAILED: Code Case 5:~~tried union and intersection and difference~~  Mark/s obtained: 3 out of 10~~~~~~FAILED: Code Case 6:~~infinite loop created~~  Mark/s obtained: 5 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 27 ############
22ME30023;0;0;0;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22CY10028;0;0;0;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22AE10014;0;0;10;3;3;3;3;3;25;Code didn't compiled but marks are given for efforts~~~~========= TEST CASES =========~~~~~~FAILED: Code didn't compile successfully~~  Mark/s obtained: 0 out of 40~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~input taken~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 2:~~menu shown~~  Mark/s obtained: 3 out of 10~~~~~~FAILED: Code Case 3:~~tried to implement build set~~  Mark/s obtained: 3 out of 10~~~~~~FAILED: Code Case 4:~~tried to search~~  Mark/s obtained: 3 out of 10~~~~~~FAILED: Code Case 5:~~tried union and intersection and difference~~  Mark/s obtained: 3 out of 10~~~~~~FAILED: Code Case 6:~~infinite loop created~~  Mark/s obtained: 3 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 25 ############
22HS10050;0;0;0;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22EC10039;0;0;10;10;5;0;5;5;35;Code didn't compiled but marks are given for efforts~~~~========= TEST CASES =========~~~~~~FAILED: Code didn't compile successfully~~  Mark/s obtained: 0 out of 40~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~input taken~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~menu shown~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 3:~~tried to implement build set~~  Mark/s obtained: 5 out of 10~~~~~~FAILED: Code Case 4:~~tried to search~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 5:~~tried union and intersection and difference~~  Mark/s obtained: 5 out of 10~~~~~~FAILED: Code Case 6:~~infinite loop created~~  Mark/s obtained: 5 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 35 ############
22ME30061;0;0;0;10;5;0;5;0;20;Code didn't compiled but marks are given for efforts~~~~========= TEST CASES =========~~~~~~FAILED: Code didn't compile successfully~~  Mark/s obtained: 0 out of 40~~~~~~========= CODE CASES =========~~~~~~FAILED: Code Case 1:~~input taken~~  Mark/s obtained: 0 out of 10~~~~~~PASSED: Code Case 2:~~menu shown~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 3:~~tried to implement build set~~  Mark/s obtained: 5 out of 10~~~~~~FAILED: Code Case 4:~~tried to search~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 5:~~tried union and intersection and difference~~  Mark/s obtained: 5 out of 10~~~~~~FAILED: Code Case 6:~~infinite loop created~~  Mark/s obtained: 0 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 20 ############
22CS10029;0;0;0;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22MA10002;0;0;0;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22MI10013;0;0;0;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22CH10064;0;0;0;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22HS10010;0;0;10;5;3;3;3;3;27;Testcase didn't run~~~~========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~IN:~~A = 1 2 3 4 5, B = 2 3 4 5~~1 5~~2 6~~3~~4~~5~~0~~~~Exp OUT:~~5 is present in set A~~6 is NOT present in set B~~Union: 1 2 3 4 5~~Intersection: 2 3 4 5~~Difference: 1~~~~ ~~  Mark/s obtained: 0 out of 20~~~~~~FAILED: Test Case 2: ~~IN:~~A = 1 2 3, B = 4 5 6~~1 5~~2 6~~3~~4~~5~~0~~~~Exp OUT:~~5 is NOT present in set A~~6 is present in set B~~Union: 1 2 3 4 5 6~~Intersection: Null~~Difference: 1 2 ~~~~ ~~  Mark/s obtained: 0 out of 20~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~input taken~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 2:~~menu shown~~  Mark/s obtained: 5 out of 10~~~~~~FAILED: Code Case 3:~~tried to implement build set~~  Mark/s obtained: 3 out of 10~~~~~~FAILED: Code Case 4:~~tried to search~~  Mark/s obtained: 3 out of 10~~~~~~FAILED: Code Case 5:~~tried union and intersection and difference~~  Mark/s obtained: 3 out of 10~~~~~~FAILED: Code Case 6:~~infinite loop created~~  Mark/s obtained: 3 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 27 ############
22CH10004;0;0;0;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22MI33013;0;0;0;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22EC10019;0;0;10;5;5;5;5;5;35;Code didn't compiled but marks are given for efforts~~~~========= TEST CASES =========~~~~~~FAILED: Code didn't compile successfully~~  Mark/s obtained: 0 out of 40~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~input taken~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 2:~~menu shown~~  Mark/s obtained: 5 out of 10~~~~~~FAILED: Code Case 3:~~tried to implement build set~~  Mark/s obtained: 5 out of 10~~~~~~FAILED: Code Case 4:~~tried to search~~  Mark/s obtained: 5 out of 10~~~~~~FAILED: Code Case 5:~~tried union and intersection and difference~~  Mark/s obtained: 5 out of 10~~~~~~FAILED: Code Case 6:~~infinite loop created~~  Mark/s obtained: 5 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 35 ############
22MF10026;0;0;0;0;0;5;0;5;10;Code didn't compiled but marks are given for efforts~~~~========= TEST CASES =========~~~~~~FAILED: Code didn't compile successfully~~  Mark/s obtained: 0 out of 40~~~~~~========= CODE CASES =========~~~~~~FAILED: Code Case 1:~~input taken~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 2:~~menu shown~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 3:~~tried to implement build set~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 4:~~tried to search~~  Mark/s obtained: 5 out of 10~~~~~~FAILED: Code Case 5:~~tried union and intersection and difference~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 6:~~infinite loop created~~  Mark/s obtained: 5 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 10 ############
22CS10069;0;0;10;5;10;0;0;0;25;Code didn't compiled but marks are given for efforts~~~~========= TEST CASES =========~~~~~~FAILED: Code didn't compile successfully~~  Mark/s obtained: 0 out of 40~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~input taken~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 2:~~menu shown~~  Mark/s obtained: 5 out of 10~~~~~~PASSED: Code Case 3:~~tried to implement build set~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 4:~~tried to search~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 5:~~tried union and intersection and difference~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 6:~~infinite loop created~~  Mark/s obtained: 0 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 25 ############
22PH10051;0;0;5;5;0;5;0;5;20;Code didn't compiled but marks are given for efforts~~~~========= TEST CASES =========~~~~~~FAILED: Code didn't compile successfully~~  Mark/s obtained: 0 out of 40~~~~~~========= CODE CASES =========~~~~~~FAILED: Code Case 1:~~input taken~~  Mark/s obtained: 5 out of 10~~~~~~FAILED: Code Case 2:~~menu shown~~  Mark/s obtained: 5 out of 10~~~~~~FAILED: Code Case 3:~~tried to implement build set~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 4:~~tried to search~~  Mark/s obtained: 5 out of 10~~~~~~FAILED: Code Case 5:~~tried union and intersection and difference~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 6:~~infinite loop created~~  Mark/s obtained: 5 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 20 ############
22IM10039;0;0;0;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22BT30002;0;0;10;10;5;5;5;5;40;Code didn't compiled but marks are given for efforts~~~~========= TEST CASES =========~~~~~~FAILED: Code didn't compile successfully~~  Mark/s obtained: 0 out of 40~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~input taken~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~menu shown~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 3:~~tried to implement build set~~  Mark/s obtained: 5 out of 10~~~~~~FAILED: Code Case 4:~~tried to search~~  Mark/s obtained: 5 out of 10~~~~~~FAILED: Code Case 5:~~tried union and intersection and difference~~  Mark/s obtained: 5 out of 10~~~~~~FAILED: Code Case 6:~~infinite loop created~~  Mark/s obtained: 5 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 40 ############
22MT30016;0;0;0;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22ME10083;0;0;5;5;5;5;5;5;30;Code didn't compiled but marks are given for efforts~~~~========= TEST CASES =========~~~~~~FAILED: Code didn't compile successfully~~  Mark/s obtained: 0 out of 40~~~~~~========= CODE CASES =========~~~~~~FAILED: Code Case 1:~~input taken~~  Mark/s obtained: 5 out of 10~~~~~~FAILED: Code Case 2:~~menu shown~~  Mark/s obtained: 5 out of 10~~~~~~FAILED: Code Case 3:~~tried to implement build set~~  Mark/s obtained: 5 out of 10~~~~~~FAILED: Code Case 4:~~tried to search~~  Mark/s obtained: 5 out of 10~~~~~~FAILED: Code Case 5:~~tried union and intersection and difference~~  Mark/s obtained: 5 out of 10~~~~~~FAILED: Code Case 6:~~infinite loop created~~  Mark/s obtained: 5 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 30 ############
22CS30048;0;0;5;5;0;5;0;5;20;Code didn't compiled but marks are given for efforts~~~~========= TEST CASES =========~~~~~~FAILED: Code didn't compile successfully~~  Mark/s obtained: 0 out of 40~~~~~~========= CODE CASES =========~~~~~~FAILED: Code Case 1:~~input taken~~  Mark/s obtained: 5 out of 10~~~~~~FAILED: Code Case 2:~~menu shown~~  Mark/s obtained: 5 out of 10~~~~~~FAILED: Code Case 3:~~tried to implement build set~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 4:~~tried to search~~  Mark/s obtained: 5 out of 10~~~~~~FAILED: Code Case 5:~~tried union and intersection and difference~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 6:~~infinite loop created~~  Mark/s obtained: 5 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 20 ############
22EC30027;0;0;5;5;5;5;0;0;20;Code didn't compiled but marks are given for efforts~~~~========= TEST CASES =========~~~~~~FAILED: Code didn't compile successfully~~  Mark/s obtained: 0 out of 40~~~~~~========= CODE CASES =========~~~~~~FAILED: Code Case 1:~~input taken~~  Mark/s obtained: 5 out of 10~~~~~~FAILED: Code Case 2:~~menu shown~~  Mark/s obtained: 5 out of 10~~~~~~FAILED: Code Case 3:~~tried to implement build set~~  Mark/s obtained: 5 out of 10~~~~~~FAILED: Code Case 4:~~tried to search~~  Mark/s obtained: 5 out of 10~~~~~~FAILED: Code Case 5:~~tried union and intersection and difference~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 6:~~infinite loop created~~  Mark/s obtained: 0 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 20 ############
22ME10026;0;0;0;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22CE10005;0;0;5;5;0;5;0;0;15;Code didn't compiled but marks are given for efforts~~~~========= TEST CASES =========~~~~~~FAILED: Code didn't compile successfully~~  Mark/s obtained: 0 out of 40~~~~~~========= CODE CASES =========~~~~~~FAILED: Code Case 1:~~input taken~~  Mark/s obtained: 5 out of 10~~~~~~FAILED: Code Case 2:~~menu shown~~  Mark/s obtained: 5 out of 10~~~~~~FAILED: Code Case 3:~~tried to implement build set~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 4:~~tried to search~~  Mark/s obtained: 5 out of 10~~~~~~FAILED: Code Case 5:~~tried union and intersection and difference~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 6:~~infinite loop created~~  Mark/s obtained: 0 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 15 ############
22MA10040;0;0;10;5;5;2;0;2;24;Code didn't compiled but marks are given for efforts~~~~========= TEST CASES =========~~~~~~FAILED: Code didn't compile successfully~~  Mark/s obtained: 0 out of 40~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~input taken~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 2:~~menu shown~~  Mark/s obtained: 5 out of 10~~~~~~FAILED: Code Case 3:~~tried to implement build set~~  Mark/s obtained: 5 out of 10~~~~~~FAILED: Code Case 4:~~tried to search~~  Mark/s obtained: 2 out of 10~~~~~~FAILED: Code Case 5:~~tried union and intersection and difference~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 6:~~infinite loop created~~  Mark/s obtained: 2 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 24 ############
22CY10008;0;0;5;0;5;0;0;0;10;========= TEST CASES =========~~~~~~FAILED: Code didn't compile successfully~~  Mark/s obtained: 0 out of 40~~~~~~========= CODE CASES =========~~~~~~FAILED: Code Case 1:~~input taken~~  Mark/s obtained: 5 out of 10~~~~~~FAILED: Code Case 2:~~menu shown~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 3:~~tried to implement build set~~  Mark/s obtained: 5 out of 10~~~~~~FAILED: Code Case 4:~~tried to search~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 5:~~tried union and intersection and difference~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 6:~~infinite loop created~~  Mark/s obtained: 0 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 10 ############
22EE10068;0;0;0;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22AG30048;0;0;10;5;5;5;5;5;35;Code didn't compiled but marks are given for efforts~~~~========= TEST CASES =========~~~~~~FAILED: Code didn't compile successfully~~  Mark/s obtained: 0 out of 40~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~input taken~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 2:~~menu shown~~  Mark/s obtained: 5 out of 10~~~~~~FAILED: Code Case 3:~~tried to implement build set~~  Mark/s obtained: 5 out of 10~~~~~~FAILED: Code Case 4:~~tried to search~~  Mark/s obtained: 5 out of 10~~~~~~FAILED: Code Case 5:~~tried union and intersection and difference~~  Mark/s obtained: 5 out of 10~~~~~~FAILED: Code Case 6:~~infinite loop created~~  Mark/s obtained: 5 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 35 ############
