"Student_Name";"Test_Case_1 (5)";"Test_Case_2 (5)";"Test_Case_3 (5)";"Test_Case_4 (5)";"Test_Case_5 (5)";"Test_Case_6 (5)";"Test_Case_7 (5)";"Test_Case_8 (5)";"Code_1 (10)";"Code_2 (10)";"Code_3 (10)";"Code_4 (10)";"Code_5 (10)";"Code_6 (10)";"Code_7 (-5)";"Total_Marks (100)";"Comments"
24NA10055;0;0;0;0;0;0;0;0;10;10;0;0;0;0;-5;15;========= TEST CASES =========~~~~~~FAILED: All test cases - Marks Lost: 40 out of 40~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Main method defined~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Input taken~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 3:~~Checked for invalid character in Input~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 4:~~Printed Haystack and needele~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 5:~~Printed total number of meathces~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 6:~~Printed the longest repeating match count~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Negative Code Case 7:~~Comments missing, logic hard to understand~~  Mark/s lost: -5 out of -5~~~~~~==============================~~~~######### TOTAL MARKS OBTAINED = 15/100 ##########
24NA10056;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~########## TOTAL MARKS OBTAINED = 0/100 ##########
24NA10057;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~########## TOTAL MARKS OBTAINED = 0/100 ##########
24NA10058;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~########## TOTAL MARKS OBTAINED = 0/100 ##########
24NA10059;0;0;0;0;0;0;0;0;10;10;0;10;0;0;-5;25;========= TEST CASES =========~~~~~~FAILED: Code didn't compile successfully~~  Mark/s obtained: 0 out of 40~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Main method defined~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Input taken~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 3:~~Checked for invalid character in Input~~  Mark/s obtained: 0 out of 10~~~~~~PASSED: Code Case 4:~~Printed Haystack and needele~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 5:~~Printed total number of meathces~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 6:~~Printed the longest repeating match count~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Negative Code Case 7:~~Comments missing, logic hard to understand~~  Mark/s lost: -5 out of -5~~~~~~==============================~~~~######### TOTAL MARKS OBTAINED = 25/100 ##########
24NA10060;0;0;0;0;0;0;0;0;10;10;0;10;0;0;-5;25;========= TEST CASES =========~~~~~~FAILED: Code didn't compile successfully~~  Mark/s obtained: 0 out of 40~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Main method defined~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Input taken~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 3:~~Checked for invalid character in Input~~  Mark/s obtained: 0 out of 10~~~~~~PASSED: Code Case 4:~~Printed Haystack and needele~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 5:~~Printed total number of meathces~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 6:~~Printed the longest repeating match count~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Negative Code Case 7:~~Comments missing, logic hard to understand~~  Mark/s lost: -5 out of -5~~~~~~==============================~~~~######### TOTAL MARKS OBTAINED = 25/100 ##########
24NA10061;0;0;0;0;0;0;0;0;10;10;0;0;0;0;-5;15;========= TEST CASES =========~~~~~~FAILED: Code didn't compile successfully~~  Mark/s obtained: 0 out of 40~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Main method defined~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Input taken~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 3:~~Checked for invalid character in Input~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 4:~~Printed Haystack and needele~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 5:~~Printed total number of meathces~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 6:~~Printed the longest repeating match count~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Negative Code Case 7:~~Comments missing, logic hard to understand~~  Mark/s lost: -5 out of -5~~~~~~==============================~~~~######### TOTAL MARKS OBTAINED = 15/100 ##########
24NA10062;5;5;5;5;5;5;5;0;10;10;10;10;10;10;0;95;========= TEST CASES =========~~~~~~PASSED: Test Case 1: ~~INPUT:01100110101101010101100101010110~~1010~~Desired Output:~~~~Haystack: 01100110101101010101100101010110~~Needle: 1010~~Total No of Matches: 6~~Longest repeating match count: 2~~        [11 : 19] - 10101010~~  Mark/s obtained: 5 out of 5~~~~~~PASSED: Test Case 2: ~~INPUT:01100110101101010101100101010110~~01~~Desired Output:~~~~Haystack: 01100110101101010101100101010110~~Needle: 01~~Total No of Matches: 12~~Longest repeating match count: 4~~        [12 : 20] - 01010101~~        [22 : 30] - 01010101~~  Mark/s obtained: 5 out of 5~~~~~~PASSED: Test Case 3: ~~INPUT:1010110011001100~~1110~~Desired Output:~~~~Haystack: 1010110011001100~~Needle: 1110~~No repeating sequence found~~  Mark/s obtained: 5 out of 5~~~~~~PASSED: Test Case 4: ~~INPUT:101010101010101010101~~101~~Desired Output:~~~~Haystack: 101010101010101010101~~Needle: 101~~Total No of Matches: 10~~Longest repeating match count: 1~~        [0 : 3] - 101~~        [2 : 5] - 101~~        [4 : 7] - 101~~        [6 : 9] - 101~~        [8 : 11] - 101~~        [10 : 13] - 101~~        [12 : 15] - 101~~        [14 : 17] - 101~~        [16 : 19] - 101~~        [18 : 21] - 101~~  Mark/s obtained: 5 out of 5~~~~~~PASSED: Test Case 5: ~~INPUT:111111111111111111~~1~~Desired Output:~~~~Haystack: 111111111111111111~~Needle: 1~~Total No of Matches: 18~~Longest repeating match count: 18~~        [0 : 18] - 111111111111111111~~  Mark/s obtained: 5 out of 5~~~~~~PASSED: Test Case 6: ~~INPUT:1001   ~~1001~~Desired Output:~~~~Haystack: 1001~~Needle: 1001~~Total No of Matches: 1~~Longest repeating match count: 1~~        [0 : 4] - 1001~~  Mark/s obtained: 5 out of 5~~~~~~PASSED: Test Case 7: ~~INPUT:1111~~10101~~Desired Output:~~~~Haystack: 1111~~Needle: 10101~~Error: needle_len > haystack_len~~  Mark/s obtained: 5 out of 5~~~~~~FAILED: Test Case 8: ~~INPUT:10102101011~~Desired Output:~~~~Error: Invalid character in the haystack~~~~Your output:~~[ERROR: SEGMENTATION_FAULT or RUNTIMEOUT]~~~~  Mark/s obtained: 0 out of 5~~~~~~========= CODE CASES =========~~~~PASSED: All code cases - Marks : 60 out of 60~~~~==============================~~~~######### TOTAL MARKS OBTAINED = 95/100 ##########
24NA10063;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~########## TOTAL MARKS OBTAINED = 0/100 ##########
24NA10064;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;10;========= TEST CASES =========~~~~~~FAILED: Code didn't compile successfully~~  Mark/s obtained: 0 out of 40~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Main method defined~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: All OTHER code cases - Marks Lost: 50 out of 60~~~~==============================~~~~######### TOTAL MARKS OBTAINED = 10/100 ##########
24NA10065;0;0;0;0;0;0;0;0;10;5;0;0;0;0;0;15;========= TEST CASES =========~~~~~~FAILED: All test cases - Marks Lost: 40 out of 40~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Main method defined~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 2:~~Input taken~~  Mark/s obtained: 5 out of 10~~~~~~FAILED: Code Case 3:~~Checked for invalid character in Input~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 4:~~Printed Haystack and needele~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 5:~~Printed total number of meathces~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 6:~~Printed the longest repeating match count~~  Mark/s obtained: 0 out of 10~~~~~~==============================~~~~######### TOTAL MARKS OBTAINED = 15/100 ##########
24NA10066;0;0;0;0;0;0;0;0;10;5;0;5;10;0;-5;25;Input should be taken as String not INT~~~~========= TEST CASES =========~~~~~~FAILED: Code didn't compile successfully~~  Mark/s obtained: 0 out of 40~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Main method defined~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 2:~~Input taken~~  Mark/s obtained: 5 out of 10~~~~~~FAILED: Code Case 3:~~Checked for invalid character in Input~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 4:~~Printed Haystack and needele~~  Mark/s obtained: 5 out of 10~~~~~~PASSED: Code Case 5:~~Printed total number of meathces~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 6:~~Printed the longest repeating match count~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Negative Code Case 7:~~Comments missing, logic hard to understand~~  Mark/s lost: -5 out of -5~~~~~~==============================~~~~######### TOTAL MARKS OBTAINED = 25/100 ##########
24NA10067;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~########## TOTAL MARKS OBTAINED = 0/100 ##########
24NA10068;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;10;========= TEST CASES =========~~~~~~FAILED: All test cases - Marks Lost: 40 out of 40~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Main method defined~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: All OTHER code cases - Marks Lost: 50 out of 60~~~~==============================~~~~######### TOTAL MARKS OBTAINED = 10/100 ##########
24NA10069;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;10;========= TEST CASES =========~~~~~~FAILED: All test cases - Marks Lost: 40 out of 40~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Main method defined~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: All OTHER code cases - Marks Lost: 50 out of 60~~~~==============================~~~~######### TOTAL MARKS OBTAINED = 10/100 ##########
24NA10070;0;0;0;0;0;0;0;0;10;10;0;10;0;0;-5;25;========= TEST CASES =========~~~~~~FAILED: All test cases - Marks Lost: 40 out of 40~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Main method defined~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Input taken~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 3:~~Checked for invalid character in Input~~  Mark/s obtained: 0 out of 10~~~~~~PASSED: Code Case 4:~~Printed Haystack and needele~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 5:~~Printed total number of meathces~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 6:~~Printed the longest repeating match count~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Negative Code Case 7:~~Comments missing, logic hard to understand~~  Mark/s lost: -5 out of -5~~~~~~==============================~~~~######### TOTAL MARKS OBTAINED = 25/100 ##########
24NA10072;0;0;0;0;0;0;0;0;10;5;0;5;0;0;-5;15;Input should be taken as String not INT~~~~========= TEST CASES =========~~~~~~FAILED: All test cases - Marks Lost: 40 out of 40~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Main method defined~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 2:~~Input taken~~  Mark/s obtained: 5 out of 10~~~~~~FAILED: Code Case 3:~~Checked for invalid character in Input~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 4:~~Printed Haystack and needele~~  Mark/s obtained: 5 out of 10~~~~~~FAILED: Code Case 5:~~Printed total number of meathces~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 6:~~Printed the longest repeating match count~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Negative Code Case 7:~~Comments missing, logic hard to understand~~  Mark/s lost: -5 out of -5~~~~~~==============================~~~~######### TOTAL MARKS OBTAINED = 15/100 ##########
24NA10073;0;0;0;0;0;0;0;0;10;5;0;5;0;0;-5;15;Input should be taken as String not INT~~~~========= TEST CASES =========~~~~~~FAILED: All test cases - Marks Lost: 40 out of 40~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Main method defined~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 2:~~Input taken~~  Mark/s obtained: 5 out of 10~~~~~~FAILED: Code Case 3:~~Checked for invalid character in Input~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 4:~~Printed Haystack and needele~~  Mark/s obtained: 5 out of 10~~~~~~FAILED: Code Case 5:~~Printed total number of meathces~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 6:~~Printed the longest repeating match count~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Negative Code Case 7:~~Comments missing, logic hard to understand~~  Mark/s lost: -5 out of -5~~~~~~==============================~~~~######### TOTAL MARKS OBTAINED = 15/100 ##########
24NA10074;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;10;========= TEST CASES =========~~~~~~FAILED: All test cases - Marks Lost: 40 out of 40~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Main method defined~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: All OTHER code cases - Marks Lost: 50 out of 60~~~~==============================~~~~######### TOTAL MARKS OBTAINED = 10/100 ##########
24NA10075;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~########## TOTAL MARKS OBTAINED = 0/100 ##########
24NA10076;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~########## TOTAL MARKS OBTAINED = 0/100 ##########
24NA10077;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~########## TOTAL MARKS OBTAINED = 0/100 ##########
24NA10078;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;10;========= TEST CASES =========~~~~~~FAILED: Code didn't compile successfully~~  Mark/s obtained: 0 out of 40~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Main method defined~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: All OTHER code cases - Marks Lost: 50 out of 60~~~~==============================~~~~######### TOTAL MARKS OBTAINED = 10/100 ##########
24NA10079;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~########## TOTAL MARKS OBTAINED = 0/100 ##########
