"Student_Name";"Test_Case_1 (40)";"Code_1 (10)";"Code_2 (10)";"Code_3 (10)";"Code_4 (10)";"Code_5 (20)";"Total_Marks (100)";"Comments"
22CE10025;0;0;0;0;0;0;0;========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~MANUALLY CHECKED ~~  Mark/s obtained: 0 out of 40~~~~~~========= CODE CASES =========~~~~~~FAILED: Code Case 1:~~created structure~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 2:~~inserted data~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 3:~~inifite data insert possible~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 4:~~stored in ascending order of account number~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 5:~~printed in descending order of balance~~  Mark/s obtained: 0 out of 20~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22CY10048;0;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22CH10044;0;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22ME30023;40;10;10;10;10;20;100;Keep it up~~~~========= TEST CASES =========~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~created structure~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~inserted data~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~inifite data insert possible~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~stored in ascending order of account number~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 5:~~printed in descending order of balance~~  Mark/s obtained: 20 out of 20~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22CY10028;0;10;10;0;0;0;20;========= TEST CASES =========~~~~~~FAILED: Code didn't compile successfully~~  Mark/s obtained: 0 out of 40~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~created structure~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~inserted data~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 3:~~inifite data insert possible~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 4:~~stored in ascending order of account number~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 5:~~printed in descending order of balance~~  Mark/s obtained: 0 out of 20~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 20 ############
22AE10014;40;10;10;10;10;20;100;Good~~~~========= TEST CASES =========~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~created structure~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~inserted data~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~inifite data insert possible~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~stored in ascending order of account number~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 5:~~printed in descending order of balance~~  Mark/s obtained: 20 out of 20~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22HS10050;0;10;10;10;10;20;60;========= TEST CASES =========~~~~~~FAILED: Code didn't compile successfully~~  Mark/s obtained: 0 out of 40~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~created structure~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~inserted data~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~inifite data insert possible~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~stored in ascending order of account number~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 5:~~printed in descending order of balance~~  Mark/s obtained: 20 out of 20~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 60 ############
22EC10039;0;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22ME30061;30;10;10;5;0;0;55;========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~MANUALLY CHECKED ~~  Mark/s obtained: 30 out of 40~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~created structure~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~inserted data~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 3:~~inifite data insert possible~~  Mark/s obtained: 5 out of 10~~~~~~FAILED: Code Case 4:~~stored in ascending order of account number~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 5:~~printed in descending order of balance~~  Mark/s obtained: 0 out of 20~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 55 ############
22CS10029;0;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22MA10002;20;10;10;0;0;0;40;========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~MANUALLY CHECKED ~~  Mark/s obtained: 20 out of 40~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~created structure~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~inserted data~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 3:~~inifite data insert possible~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 4:~~stored in ascending order of account number~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 5:~~printed in descending order of balance~~  Mark/s obtained: 0 out of 20~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 40 ############
22MI10013;0;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22CH10064;0;10;5;0;0;0;15;========= TEST CASES =========~~~~~~FAILED: Code didn't compile successfully~~  Mark/s obtained: 0 out of 40~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~created structure~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 2:~~inserted data~~  Mark/s obtained: 5 out of 10~~~~~~FAILED: Code Case 3:~~inifite data insert possible~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 4:~~stored in ascending order of account number~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 5:~~printed in descending order of balance~~  Mark/s obtained: 0 out of 20~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 15 ############
22HS10010;0;10;10;5;0;0;25;========= TEST CASES =========~~~~~~FAILED: Code didn't compile successfully~~  Mark/s obtained: 0 out of 40~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~created structure~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~inserted data~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 3:~~inifite data insert possible~~  Mark/s obtained: 5 out of 10~~~~~~FAILED: Code Case 4:~~stored in ascending order of account number~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 5:~~printed in descending order of balance~~  Mark/s obtained: 0 out of 20~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 25 ############
22CH10004;0;10;10;0;0;0;20;========= TEST CASES =========~~~~~~FAILED: Code didn't compile successfully~~  Mark/s obtained: 0 out of 40~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~created structure~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~inserted data~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 3:~~inifite data insert possible~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 4:~~stored in ascending order of account number~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 5:~~printed in descending order of balance~~  Mark/s obtained: 0 out of 20~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 20 ############
22MI33013;0;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22EC10019;30;10;10;10;5;0;65;========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~MANUALLY CHECKED ~~  Mark/s obtained: 30 out of 40~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~created structure~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~inserted data~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~inifite data insert possible~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 4:~~stored in ascending order of account number~~  Mark/s obtained: 5 out of 10~~~~~~FAILED: Code Case 5:~~printed in descending order of balance~~  Mark/s obtained: 0 out of 20~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 65 ############
22MF10026;0;0;0;0;0;0;0;========= TEST CASES =========~~~~~~FAILED: Code didn't compile successfully~~  Mark/s obtained: 0 out of 40~~~~~~========= CODE CASES =========~~~~~~FAILED: Code Case 1:~~created structure~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 2:~~inserted data~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 3:~~inifite data insert possible~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 4:~~stored in ascending order of account number~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 5:~~printed in descending order of balance~~  Mark/s obtained: 0 out of 20~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22CS10069;20;10;10;10;5;0;55;========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~MANUALLY CHECKED ~~  Mark/s obtained: 20 out of 40~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~created structure~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~inserted data~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~inifite data insert possible~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 4:~~stored in ascending order of account number~~  Mark/s obtained: 5 out of 10~~~~~~FAILED: Code Case 5:~~printed in descending order of balance~~  Mark/s obtained: 0 out of 20~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 55 ############
22PH10051;20;10;10;10;5;0;55;========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~MANUALLY CHECKED ~~  Mark/s obtained: 20 out of 40~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~created structure~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~inserted data~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~inifite data insert possible~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 4:~~stored in ascending order of account number~~  Mark/s obtained: 5 out of 10~~~~~~FAILED: Code Case 5:~~printed in descending order of balance~~  Mark/s obtained: 0 out of 20~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 55 ############
22IM10039;20;10;10;5;0;0;45;========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~MANUALLY CHECKED ~~  Mark/s obtained: 20 out of 40~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~created structure~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~inserted data~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 3:~~inifite data insert possible~~  Mark/s obtained: 5 out of 10~~~~~~FAILED: Code Case 4:~~stored in ascending order of account number~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 5:~~printed in descending order of balance~~  Mark/s obtained: 0 out of 20~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 45 ############
22BT30002;20;10;10;5;0;0;45;========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~MANUALLY CHECKED ~~  Mark/s obtained: 20 out of 40~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~created structure~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~inserted data~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 3:~~inifite data insert possible~~  Mark/s obtained: 5 out of 10~~~~~~FAILED: Code Case 4:~~stored in ascending order of account number~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 5:~~printed in descending order of balance~~  Mark/s obtained: 0 out of 20~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 45 ############
22MT30016;0;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22ME10083;0;10;5;0;0;0;15;========= TEST CASES =========~~~~~~FAILED: Code didn't compile successfully~~  Mark/s obtained: 0 out of 40~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~created structure~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 2:~~inserted data~~  Mark/s obtained: 5 out of 10~~~~~~FAILED: Code Case 3:~~inifite data insert possible~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 4:~~stored in ascending order of account number~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 5:~~printed in descending order of balance~~  Mark/s obtained: 0 out of 20~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 15 ############
22CS30048;0;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22EC30027;0;10;10;10;10;20;60;========= TEST CASES =========~~~~~~FAILED: Code didn't compile successfully~~  Mark/s obtained: 0 out of 40~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~created structure~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~inserted data~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~inifite data insert possible~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~stored in ascending order of account number~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 5:~~printed in descending order of balance~~  Mark/s obtained: 20 out of 20~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 60 ############
22ME10026;0;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22CE10005;0;10;10;0;0;0;20;========= TEST CASES =========~~~~~~FAILED: Code didn't compile successfully~~  Mark/s obtained: 0 out of 40~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~created structure~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~inserted data~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 3:~~inifite data insert possible~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 4:~~stored in ascending order of account number~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 5:~~printed in descending order of balance~~  Mark/s obtained: 0 out of 20~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 20 ############
22MA10040;0;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22CY10008;0;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22EE10068;0;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22AG30048;20;10;5;5;0;0;40;========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~MANUALLY CHECKED ~~  Mark/s obtained: 20 out of 40~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~created structure~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 2:~~inserted data~~  Mark/s obtained: 5 out of 10~~~~~~FAILED: Code Case 3:~~inifite data insert possible~~  Mark/s obtained: 5 out of 10~~~~~~FAILED: Code Case 4:~~stored in ascending order of account number~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 5:~~printed in descending order of balance~~  Mark/s obtained: 0 out of 20~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 40 ############
22BT10019;0;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22CH10024;0;10;10;10;0;0;30;========= TEST CASES =========~~~~~~FAILED: Code didn't compile successfully~~  Mark/s obtained: 0 out of 40~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~created structure~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~inserted data~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~inifite data insert possible~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 4:~~stored in ascending order of account number~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 5:~~printed in descending order of balance~~  Mark/s obtained: 0 out of 20~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 30 ############
