"Student_Name";"Test_Case_1 (50)";"Code_1 (15)";"Code_2 (15)";"Code_3 (20)";"Total_Marks (100)";"Comments"
23NA30009;0;0;0;0;0;========= TEST CASES =========~~~~~~FAILED: Code didn't compile successfully~~  Mark/s obtained: 0 out of 50~~~~~~========= CODE CASES =========~~~~~~FAILED: Code Case 1:~~Displayed Stds having same age.~~  Mark/s obtained: 0 out of 15~~~~~~FAILED: Code Case 2:~~Displayed Stds having same marks.~~  Mark/s obtained: 0 out of 15~~~~~~FAILED: Code Case 3:~~Displayed Sorted by roll.~~  Mark/s obtained: 0 out of 20~~~~~~==============================~~~~########## TOTAL MARKS OBTAINED = 0/100 ##########
23AG10027;0;3;4;2;9;========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~INPUT:~~Desired Output:~~<Gives output as required>~~~~Your output:~~rand()(2000-1000+1)+1000)rand()(2000-1000+1)+1000)rand()(2000-1000+1)+1000)rand()(2000-1000+1)+1000)rand()(2000-1000+1)+1000)rand()(2000-1000+1)+1000)rand()(2000-1000+1)+1000)rand()(2000-1000+1)+1000)rand()(2000-1000+1)+1000)rand()(2000-1000+1)+1000)rand()(2000-1000+1)+1000)rand()(2000-1000+1)+1000)rand()(2000-1000+1)+1000)rand()(2000-1000+1)+1000)rand()(2000-1000+1)+1000)rand()(2000-1000+1)+1000)rand()(25-15+1)+15)rand()(25-15+1)+15)rand()(25-15+1)+15)rand()(25-15+1)+15)rand()(25-15+1)+15)rand(...~~~~  Mark/s obtained: 0 out of 50~~~~~~========= CODE CASES =========~~~~~~FAILED: Code Case 1:~~Displayed Stds having same age.~~  Mark/s obtained: 3 out of 15~~~~~~FAILED: Code Case 2:~~Displayed Stds having same marks.~~  Mark/s obtained: 4 out of 15~~~~~~FAILED: Code Case 3:~~Displayed Sorted by roll.~~  Mark/s obtained: 2 out of 20~~~~~~==============================~~~~########## TOTAL MARKS OBTAINED = 9/100 ##########
23IM10008;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~########## TOTAL MARKS OBTAINED = 0/100 ##########
23CH30027;10;5;5;5;25;========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~INPUT:~~Desired Output:~~<Gives output as required>~~~~Your output:~~~~reading for 0-th student information~~~~enter roll number : 41~~enter age : 7~~enter marks : 72~~reading for 1-th student information~~~~enter roll number : 487~~enter age : 7~~enter marks : 69~~reading for 2-th student information~~~~enter roll number : 1473~~enter age : 4~~enter marks : 96~~reading for 3-th student information~~~~enter roll number : 452~~enter age : 11~~enter marks : 67~~reading for 4-th student information~~~~enter roll number : 1270~~enter age : 5~~enter marks : 63~~readin...~~~~  Mark/s obtained: 10 out of 50~~~~~~========= CODE CASES =========~~~~~~FAILED: Code Case 1:~~Displayed Stds having same age.~~  Mark/s obtained: 5 out of 15~~~~~~FAILED: Code Case 2:~~Displayed Stds having same marks.~~  Mark/s obtained: 5 out of 15~~~~~~FAILED: Code Case 3:~~Displayed Sorted by roll.~~  Mark/s obtained: 5 out of 20~~~~~~==============================~~~~######### TOTAL MARKS OBTAINED = 25/100 ##########
23GG10021;0;2;2;2;6;========= TEST CASES =========~~~~~~FAILED: Code didn't compile successfully~~  Mark/s obtained: 0 out of 50~~~~~~========= CODE CASES =========~~~~~~FAILED: Code Case 1:~~Displayed Stds having same age.~~  Mark/s obtained: 2 out of 15~~~~~~FAILED: Code Case 2:~~Displayed Stds having same marks.~~  Mark/s obtained: 2 out of 15~~~~~~FAILED: Code Case 3:~~Displayed Sorted by roll.~~  Mark/s obtained: 2 out of 20~~~~~~==============================~~~~########## TOTAL MARKS OBTAINED = 6/100 ##########
23CE10085;0;10;10;12;32;========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~INPUT:~~Desired Output:~~<Gives output as required>~~~~Your output:~~~~~~  Mark/s obtained: 0 out of 50~~~~~~========= CODE CASES =========~~~~~~FAILED: Code Case 1:~~Displayed Stds having same age.~~  Mark/s obtained: 10 out of 15~~~~~~FAILED: Code Case 2:~~Displayed Stds having same marks.~~  Mark/s obtained: 10 out of 15~~~~~~FAILED: Code Case 3:~~Displayed Sorted by roll.~~  Mark/s obtained: 12 out of 20~~~~~~==============================~~~~######### TOTAL MARKS OBTAINED = 32/100 ##########
23EC10026;0;5;5;5;15;========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~INPUT:~~Desired Output:~~<Gives output as required>~~~~Your output:~~~~Enter information for student 0~~~~ Enter roll no.  ~~ Enter age  ~~ Enter markes  ~~Enter information for student 1~~~~ Enter roll no.  ~~ Enter age  ~~ Enter markes  ~~Enter information for student 2~~~~ Enter roll no.  ~~ Enter age  ~~ Enter markes  ~~Enter information for student 3~~~~ Enter roll no.  ~~ Enter age  ~~ Enter markes  ~~Enter information for student 4~~~~ Enter roll no.  ~~ Enter age  ~~ Enter markes  ~~Enter information for student 5~~~~ Enter roll no.  ~~ Enter age  ~~ Ente...~~~~  Mark/s obtained: 0 out of 50~~~~~~========= CODE CASES =========~~~~~~FAILED: Code Case 1:~~Displayed Stds having same age.~~  Mark/s obtained: 5 out of 15~~~~~~FAILED: Code Case 2:~~Displayed Stds having same marks.~~  Mark/s obtained: 5 out of 15~~~~~~FAILED: Code Case 3:~~Displayed Sorted by roll.~~  Mark/s obtained: 5 out of 20~~~~~~==============================~~~~######### TOTAL MARKS OBTAINED = 15/100 ##########
23EC30036;0;3;3;2;8;========= TEST CASES =========~~~~~~FAILED: Code didn't compile successfully~~  Mark/s obtained: 0 out of 50~~~~~~========= CODE CASES =========~~~~~~FAILED: Code Case 1:~~Displayed Stds having same age.~~  Mark/s obtained: 3 out of 15~~~~~~FAILED: Code Case 2:~~Displayed Stds having same marks.~~  Mark/s obtained: 3 out of 15~~~~~~FAILED: Code Case 3:~~Displayed Sorted by roll.~~  Mark/s obtained: 2 out of 20~~~~~~==============================~~~~########## TOTAL MARKS OBTAINED = 8/100 ##########
23BT10035;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~########## TOTAL MARKS OBTAINED = 0/100 ##########
23AE30013;25;15;15;0;55;========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~INPUT:~~Desired Output:~~<Gives output as required>~~~~Your output:~~Roll : 1922   Age : 23   Mark : 14 ~~Roll : 1393   Age : 20   Mark : 34 ~~Roll : 1740   Age : 24   Mark : 28 ~~Roll : 1423   Age : 19   Mark : 20 ~~Roll : 1259   Age : 17   Mark : 81 ~~Roll : 1798   Age : 25   Mark : 12 ~~Roll : 1126   Age : 19   Mark : 5 ~~Roll : 1468   Age : 15   Mark : 78 ~~Roll : 1669   Age : 23   Mark : 88 ~~Roll : 1988   Age : 23   Mark : 59 ~~Roll : 1408   Age : 16   Mark : 3 ~~Roll : 1679   Age : 25   Mark : 62 ~~Roll : 1274   Age : 19   Mark : 7 ~~Roll : 1301   Age : 19...~~~~  Mark/s obtained: 25 out of 50~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Displayed Stds having same age.~~  Mark/s obtained: 15 out of 15~~~~~~PASSED: Code Case 2:~~Displayed Stds having same marks.~~  Mark/s obtained: 15 out of 15~~~~~~FAILED: Code Case 3:~~Displayed Sorted by roll.~~  Mark/s obtained: 0 out of 20~~~~~~==============================~~~~######### TOTAL MARKS OBTAINED = 55/100 ##########
23EE10016;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~########## TOTAL MARKS OBTAINED = 0/100 ##########
23AE10016;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~########## TOTAL MARKS OBTAINED = 0/100 ##########
21GG10028;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~########## TOTAL MARKS OBTAINED = 0/100 ##########
23IM30005;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~########## TOTAL MARKS OBTAINED = 0/100 ##########
23EE10076;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~########## TOTAL MARKS OBTAINED = 0/100 ##########
