"Student_Name";"Test_Case_1 (10)";"Test_Case_2 (10)";"Test_Case_3 (10)";"Test_Case_4 (10)";"Test_Case_5 (10)";"Test_Case_6 (10)";"Code_1 (5)";"Code_2 (10)";"Code_3 (10)";"Code_4 (20)";"Code_5 (5)";"Code_6 (10)";"Total_Marks (120)";"Comments"
22CS10077;10;0;0;0;0;0;5;10;5;10;3;5;48;========= TEST CASES =========~~~~~~FAILED: Test Case 2: ~~INPUT:2~~listen~~silent~~~~Desired Output:~~~~The strings are anagrams. ~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Test Case 3: ~~INPUT:2~~debit card~~bad credit~~~~Desired Output:~~~~The strings are anagrams. ~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Test Case 4: ~~INPUT:2~~nishkal~~prakash~~~~Desired Output:~~~~The strings are not anagrams. ~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Test Case 5: ~~INPUT:3~~malayalam~~~~Desired Output:~~~~The string is a palindrome. ~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Test Case 6: ~~INPUT:3~~nishkal~~~~Desired Output:~~~~The string is not a palindrome. ~~  Mark/s obtained: 0 out of 10~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Choice presented to user~~  Mark/s obtained: 5 out of 5~~~~~~PASSED: Code Case 2:~~(1) array elements reversed and printed~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 3:~~(2) two input strings taken~~  Mark/s obtained: 5 out of 10~~~~~~FAILED: Code Case 4:~~(2) checked for anagrams~~  Mark/s obtained: 10 out of 20~~~~~~FAILED: Code Case 5:~~(3) input string taken~~  Mark/s obtained: 3 out of 5~~~~~~FAILED: Code Case 6:~~(3) checked for palindrome~~  Mark/s obtained: 5 out of 10~~~~~~==============================~~~~######### TOTAL MARKS OBTAINED = 48/120 ##########
22CS30016;10;0;0;10;10;10;5;10;10;14;5;10;94;========= TEST CASES =========~~~~~~FAILED: Test Case 2: ~~INPUT:2~~listen~~silent~~~~Desired Output:~~~~The strings are anagrams. ~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Test Case 3: ~~INPUT:2~~debit card~~bad credit~~~~Desired Output:~~~~The strings are anagrams. ~~  Mark/s obtained: 0 out of 10~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Choice presented to user~~  Mark/s obtained: 5 out of 5~~~~~~PASSED: Code Case 2:~~(1) array elements reversed and printed~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~(2) two input strings taken~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 4:~~(2) checked for anagrams~~  Mark/s obtained: 14 out of 20~~~~~~PASSED: Code Case 5:~~(3) input string taken~~  Mark/s obtained: 5 out of 5~~~~~~PASSED: Code Case 6:~~(3) checked for palindrome~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~######### TOTAL MARKS OBTAINED = 94/120 ##########
22CS30036;10;10;0;10;10;10;5;10;10;16;5;10;106;========= TEST CASES =========~~~~~~FAILED: Test Case 3: ~~INPUT:2~~debit card~~bad credit~~~~Desired Output:~~~~The strings are anagrams. ~~  Mark/s obtained: 0 out of 10~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Choice presented to user~~  Mark/s obtained: 5 out of 5~~~~~~PASSED: Code Case 2:~~(1) array elements reversed and printed~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~(2) two input strings taken~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 4:~~(2) checked for anagrams~~  Mark/s obtained: 16 out of 20~~~~~~PASSED: Code Case 5:~~(3) input string taken~~  Mark/s obtained: 5 out of 5~~~~~~PASSED: Code Case 6:~~(3) checked for palindrome~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~######### TOTAL MARKS OBTAINED = 106/120 #########
22CS30056;10;0;0;0;10;10;5;10;10;16;5;10;86;========= TEST CASES =========~~~~~~FAILED: Test Case 2: ~~INPUT:2~~listen~~silent~~~~Desired Output:~~~~The strings are anagrams. ~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Test Case 3: ~~INPUT:2~~debit card~~bad credit~~~~Desired Output:~~~~The strings are anagrams. ~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Test Case 4: ~~INPUT:2~~nishkal~~prakash~~~~Desired Output:~~~~The strings are not anagrams. ~~  Mark/s obtained: 0 out of 10~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Choice presented to user~~  Mark/s obtained: 5 out of 5~~~~~~PASSED: Code Case 2:~~(1) array elements reversed and printed~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~(2) two input strings taken~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 4:~~(2) checked for anagrams~~  Mark/s obtained: 16 out of 20~~~~~~PASSED: Code Case 5:~~(3) input string taken~~  Mark/s obtained: 5 out of 5~~~~~~PASSED: Code Case 6:~~(3) checked for palindrome~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~######### TOTAL MARKS OBTAINED = 86/120 ##########
22CY10036;10;0;0;0;10;10;5;10;5;10;5;10;75;========= TEST CASES =========~~~~~~FAILED: Test Case 2: ~~INPUT:2~~listen~~silent~~~~Desired Output:~~~~The strings are anagrams. ~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Test Case 3: ~~INPUT:2~~debit card~~bad credit~~~~Desired Output:~~~~The strings are anagrams. ~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Test Case 4: ~~INPUT:2~~nishkal~~prakash~~~~Desired Output:~~~~The strings are not anagrams. ~~  Mark/s obtained: 0 out of 10~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Choice presented to user~~  Mark/s obtained: 5 out of 5~~~~~~PASSED: Code Case 2:~~(1) array elements reversed and printed~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 3:~~(2) two input strings taken~~  Mark/s obtained: 5 out of 10~~~~~~FAILED: Code Case 4:~~(2) checked for anagrams~~  Mark/s obtained: 10 out of 20~~~~~~PASSED: Code Case 5:~~(3) input string taken~~  Mark/s obtained: 5 out of 5~~~~~~PASSED: Code Case 6:~~(3) checked for palindrome~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~######### TOTAL MARKS OBTAINED = 75/120 ##########
22EC10007;0;0;0;0;0;0;0;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 120 out of 120~~~~~~==============================~~~~########## TOTAL MARKS OBTAINED = 0/120 ##########
22EC10027;0;0;0;0;0;0;0;0;0;0;0;0;0;========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~INPUT:1 5 1 2 3 4 5~~Desired Output:~~~~The reversed array is: 5 4 3 2 1 ~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Test Case 2: ~~INPUT:2~~listen~~silent~~~~Desired Output:~~~~The strings are anagrams. ~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Test Case 3: ~~INPUT:2~~debit card~~bad credit~~~~Desired Output:~~~~The strings are anagrams. ~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Test Case 4: ~~INPUT:2~~nishkal~~prakash~~~~Desired Output:~~~~The strings are not anagrams. ~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Test Case 5: ~~INPUT:3~~malayalam~~~~Desired Output:~~~~The string is a palindrome. ~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Test Case 6: ~~INPUT:3~~nishkal~~~~Desired Output:~~~~The string is not a palindrome. ~~  Mark/s obtained: 0 out of 10~~~~~~========= CODE CASES =========~~~~~~FAILED: Code Case 1:~~Choice presented to user~~  Mark/s obtained: 0 out of 5~~~~~~FAILED: Code Case 2:~~(1) array elements reversed and printed~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 3:~~(2) two input strings taken~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 4:~~(2) checked for anagrams~~  Mark/s obtained: 0 out of 20~~~~~~FAILED: Code Case 5:~~(3) input string taken~~  Mark/s obtained: 0 out of 5~~~~~~FAILED: Code Case 6:~~(3) checked for palindrome~~  Mark/s obtained: 0 out of 10~~~~~~==============================~~~~########## TOTAL MARKS OBTAINED = 0/120 ##########
22EC10067;10;0;0;0;0;0;5;10;10;14;3;5;57;========= TEST CASES =========~~~~~~FAILED: Test Case 2: ~~INPUT:2~~listen~~silent~~~~Desired Output:~~~~The strings are anagrams. ~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Test Case 3: ~~INPUT:2~~debit card~~bad credit~~~~Desired Output:~~~~The strings are anagrams. ~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Test Case 4: ~~INPUT:2~~nishkal~~prakash~~~~Desired Output:~~~~The strings are not anagrams. ~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Test Case 5: ~~INPUT:3~~malayalam~~~~Desired Output:~~~~The string is a palindrome. ~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Test Case 6: ~~INPUT:3~~nishkal~~~~Desired Output:~~~~The string is not a palindrome. ~~  Mark/s obtained: 0 out of 10~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Choice presented to user~~  Mark/s obtained: 5 out of 5~~~~~~PASSED: Code Case 2:~~(1) array elements reversed and printed~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~(2) two input strings taken~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 4:~~(2) checked for anagrams~~  Mark/s obtained: 14 out of 20~~~~~~FAILED: Code Case 5:~~(3) input string taken~~  Mark/s obtained: 3 out of 5~~~~~~FAILED: Code Case 6:~~(3) checked for palindrome~~  Mark/s obtained: 5 out of 10~~~~~~==============================~~~~######### TOTAL MARKS OBTAINED = 57/120 ##########
22EC10087;0;0;0;0;0;0;5;10;10;16;5;10;56;========= TEST CASES =========~~~~~~FAILED: Code didn't compile successfully~~  Mark/s obtained: 0 out of 60~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Choice presented to user~~  Mark/s obtained: 5 out of 5~~~~~~PASSED: Code Case 2:~~(1) array elements reversed and printed~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~(2) two input strings taken~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 4:~~(2) checked for anagrams~~  Mark/s obtained: 16 out of 20~~~~~~PASSED: Code Case 5:~~(3) input string taken~~  Mark/s obtained: 5 out of 5~~~~~~PASSED: Code Case 6:~~(3) checked for palindrome~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~######### TOTAL MARKS OBTAINED = 56/120 ##########
22EC30015;10;0;0;0;0;0;5;10;10;16;5;10;66;========= TEST CASES =========~~~~~~FAILED: Test Case 2: ~~INPUT:2~~listen~~silent~~~~Desired Output:~~~~The strings are anagrams. ~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Test Case 3: ~~INPUT:2~~debit card~~bad credit~~~~Desired Output:~~~~The strings are anagrams. ~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Test Case 4: ~~INPUT:2~~nishkal~~prakash~~~~Desired Output:~~~~The strings are not anagrams. ~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Test Case 5: ~~INPUT:3~~malayalam~~~~Desired Output:~~~~The string is a palindrome. ~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Test Case 6: ~~INPUT:3~~nishkal~~~~Desired Output:~~~~The string is not a palindrome. ~~  Mark/s obtained: 0 out of 10~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Choice presented to user~~  Mark/s obtained: 5 out of 5~~~~~~PASSED: Code Case 2:~~(1) array elements reversed and printed~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~(2) two input strings taken~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 4:~~(2) checked for anagrams~~  Mark/s obtained: 16 out of 20~~~~~~PASSED: Code Case 5:~~(3) input string taken~~  Mark/s obtained: 5 out of 5~~~~~~PASSED: Code Case 6:~~(3) checked for palindrome~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~######### TOTAL MARKS OBTAINED = 66/120 ##########
22EC30035;10;10;0;10;10;10;5;10;10;16;5;10;106;========= TEST CASES =========~~~~~~FAILED: Test Case 3: ~~INPUT:2~~debit card~~bad credit~~~~Desired Output:~~~~The strings are anagrams. ~~  Mark/s obtained: 0 out of 10~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Choice presented to user~~  Mark/s obtained: 5 out of 5~~~~~~PASSED: Code Case 2:~~(1) array elements reversed and printed~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~(2) two input strings taken~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 4:~~(2) checked for anagrams~~  Mark/s obtained: 16 out of 20~~~~~~PASSED: Code Case 5:~~(3) input string taken~~  Mark/s obtained: 5 out of 5~~~~~~PASSED: Code Case 6:~~(3) checked for palindrome~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~######### TOTAL MARKS OBTAINED = 106/120 #########
22EC30055;10;10;0;10;10;10;5;10;10;16;5;10;106;========= TEST CASES =========~~~~~~FAILED: Test Case 3: ~~INPUT:2~~debit card~~bad credit~~~~Desired Output:~~~~The strings are anagrams. ~~  Mark/s obtained: 0 out of 10~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Choice presented to user~~  Mark/s obtained: 5 out of 5~~~~~~PASSED: Code Case 2:~~(1) array elements reversed and printed~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~(2) two input strings taken~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 4:~~(2) checked for anagrams~~  Mark/s obtained: 16 out of 20~~~~~~PASSED: Code Case 5:~~(3) input string taken~~  Mark/s obtained: 5 out of 5~~~~~~PASSED: Code Case 6:~~(3) checked for palindrome~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~######### TOTAL MARKS OBTAINED = 106/120 #########
22EE10016;0;0;0;0;0;0;0;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 120 out of 120~~~~~~==============================~~~~########## TOTAL MARKS OBTAINED = 0/120 ##########
22EE10036;0;0;0;0;10;10;5;5;5;10;5;10;60;========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~INPUT:1 5 1 2 3 4 5~~Desired Output:~~~~The reversed array is: 5 4 3 2 1 ~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Test Case 2: ~~INPUT:2~~listen~~silent~~~~Desired Output:~~~~The strings are anagrams. ~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Test Case 3: ~~INPUT:2~~debit card~~bad credit~~~~Desired Output:~~~~The strings are anagrams. ~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Test Case 4: ~~INPUT:2~~nishkal~~prakash~~~~Desired Output:~~~~The strings are not anagrams. ~~  Mark/s obtained: 0 out of 10~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Choice presented to user~~  Mark/s obtained: 5 out of 5~~~~~~FAILED: Code Case 2:~~(1) array elements reversed and printed~~  Mark/s obtained: 5 out of 10~~~~~~FAILED: Code Case 3:~~(2) two input strings taken~~  Mark/s obtained: 5 out of 10~~~~~~FAILED: Code Case 4:~~(2) checked for anagrams~~  Mark/s obtained: 10 out of 20~~~~~~PASSED: Code Case 5:~~(3) input string taken~~  Mark/s obtained: 5 out of 5~~~~~~PASSED: Code Case 6:~~(3) checked for palindrome~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~######### TOTAL MARKS OBTAINED = 60/120 ##########
22EE10056;0;0;0;0;0;0;5;10;10;14;5;10;54;========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~INPUT:1 5 1 2 3 4 5~~Desired Output:~~~~The reversed array is: 5 4 3 2 1 ~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Test Case 2: ~~INPUT:2~~listen~~silent~~~~Desired Output:~~~~The strings are anagrams. ~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Test Case 3: ~~INPUT:2~~debit card~~bad credit~~~~Desired Output:~~~~The strings are anagrams. ~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Test Case 4: ~~INPUT:2~~nishkal~~prakash~~~~Desired Output:~~~~The strings are not anagrams. ~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Test Case 5: ~~INPUT:3~~malayalam~~~~Desired Output:~~~~The string is a palindrome. ~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Test Case 6: ~~INPUT:3~~nishkal~~~~Desired Output:~~~~The string is not a palindrome. ~~  Mark/s obtained: 0 out of 10~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Choice presented to user~~  Mark/s obtained: 5 out of 5~~~~~~PASSED: Code Case 2:~~(1) array elements reversed and printed~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~(2) two input strings taken~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 4:~~(2) checked for anagrams~~  Mark/s obtained: 14 out of 20~~~~~~PASSED: Code Case 5:~~(3) input string taken~~  Mark/s obtained: 5 out of 5~~~~~~PASSED: Code Case 6:~~(3) checked for palindrome~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~######### TOTAL MARKS OBTAINED = 54/120 ##########
22EE10076;10;10;0;10;10;10;5;10;10;16;5;10;106;========= TEST CASES =========~~~~~~FAILED: Test Case 3: ~~INPUT:2~~debit card~~bad credit~~~~Desired Output:~~~~The strings are anagrams. ~~  Mark/s obtained: 0 out of 10~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Choice presented to user~~  Mark/s obtained: 5 out of 5~~~~~~PASSED: Code Case 2:~~(1) array elements reversed and printed~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~(2) two input strings taken~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 4:~~(2) checked for anagrams~~  Mark/s obtained: 16 out of 20~~~~~~PASSED: Code Case 5:~~(3) input string taken~~  Mark/s obtained: 5 out of 5~~~~~~PASSED: Code Case 6:~~(3) checked for palindrome~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~######### TOTAL MARKS OBTAINED = 106/120 #########
22EE30015;0;0;0;0;0;0;0;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 120 out of 120~~~~~~==============================~~~~########## TOTAL MARKS OBTAINED = 0/120 ##########
22EX10002;0;0;0;0;10;10;5;10;5;10;5;10;65;========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~INPUT:1 5 1 2 3 4 5~~Desired Output:~~~~The reversed array is: 5 4 3 2 1 ~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Test Case 2: ~~INPUT:2~~listen~~silent~~~~Desired Output:~~~~The strings are anagrams. ~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Test Case 3: ~~INPUT:2~~debit card~~bad credit~~~~Desired Output:~~~~The strings are anagrams. ~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Test Case 4: ~~INPUT:2~~nishkal~~prakash~~~~Desired Output:~~~~The strings are not anagrams. ~~  Mark/s obtained: 0 out of 10~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Choice presented to user~~  Mark/s obtained: 5 out of 5~~~~~~PASSED: Code Case 2:~~(1) array elements reversed and printed~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 3:~~(2) two input strings taken~~  Mark/s obtained: 5 out of 10~~~~~~FAILED: Code Case 4:~~(2) checked for anagrams~~  Mark/s obtained: 10 out of 20~~~~~~PASSED: Code Case 5:~~(3) input string taken~~  Mark/s obtained: 5 out of 5~~~~~~PASSED: Code Case 6:~~(3) checked for palindrome~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~######### TOTAL MARKS OBTAINED = 65/120 ##########
22EX10022;0;0;0;0;0;0;5;10;5;10;5;10;45;========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~INPUT:1 5 1 2 3 4 5~~Desired Output:~~~~The reversed array is: 5 4 3 2 1 ~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Test Case 2: ~~INPUT:2~~listen~~silent~~~~Desired Output:~~~~The strings are anagrams. ~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Test Case 3: ~~INPUT:2~~debit card~~bad credit~~~~Desired Output:~~~~The strings are anagrams. ~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Test Case 4: ~~INPUT:2~~nishkal~~prakash~~~~Desired Output:~~~~The strings are not anagrams. ~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Test Case 5: ~~INPUT:3~~malayalam~~~~Desired Output:~~~~The string is a palindrome. ~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Test Case 6: ~~INPUT:3~~nishkal~~~~Desired Output:~~~~The string is not a palindrome. ~~  Mark/s obtained: 0 out of 10~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Choice presented to user~~  Mark/s obtained: 5 out of 5~~~~~~PASSED: Code Case 2:~~(1) array elements reversed and printed~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 3:~~(2) two input strings taken~~  Mark/s obtained: 5 out of 10~~~~~~FAILED: Code Case 4:~~(2) checked for anagrams~~  Mark/s obtained: 10 out of 20~~~~~~PASSED: Code Case 5:~~(3) input string taken~~  Mark/s obtained: 5 out of 5~~~~~~PASSED: Code Case 6:~~(3) checked for palindrome~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~######### TOTAL MARKS OBTAINED = 45/120 ##########
22EX10042;10;10;0;10;10;10;5;10;10;16;5;10;106;========= TEST CASES =========~~~~~~FAILED: Test Case 3: ~~INPUT:2~~debit card~~bad credit~~~~Desired Output:~~~~The strings are anagrams. ~~  Mark/s obtained: 0 out of 10~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Choice presented to user~~  Mark/s obtained: 5 out of 5~~~~~~PASSED: Code Case 2:~~(1) array elements reversed and printed~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~(2) two input strings taken~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 4:~~(2) checked for anagrams~~  Mark/s obtained: 16 out of 20~~~~~~PASSED: Code Case 5:~~(3) input string taken~~  Mark/s obtained: 5 out of 5~~~~~~PASSED: Code Case 6:~~(3) checked for palindrome~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~######### TOTAL MARKS OBTAINED = 106/120 #########
22GG10032;10;10;0;0;10;10;5;10;10;16;5;10;96;========= TEST CASES =========~~~~~~FAILED: Test Case 3: ~~INPUT:2~~debit card~~bad credit~~~~Desired Output:~~~~The strings are anagrams. ~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Test Case 4: ~~INPUT:2~~nishkal~~prakash~~~~Desired Output:~~~~The strings are not anagrams. ~~  Mark/s obtained: 0 out of 10~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Choice presented to user~~  Mark/s obtained: 5 out of 5~~~~~~PASSED: Code Case 2:~~(1) array elements reversed and printed~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~(2) two input strings taken~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 4:~~(2) checked for anagrams~~  Mark/s obtained: 16 out of 20~~~~~~PASSED: Code Case 5:~~(3) input string taken~~  Mark/s obtained: 5 out of 5~~~~~~PASSED: Code Case 6:~~(3) checked for palindrome~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~######### TOTAL MARKS OBTAINED = 96/120 ##########
22GG10052;10;10;10;10;10;10;5;10;10;20;5;10;120;Keep it up~~~~========= TEST CASES =========~~~~PASSED: All test cases - Marks : 60 out of 60~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Choice presented to user~~  Mark/s obtained: 5 out of 5~~~~~~PASSED: Code Case 2:~~(1) array elements reversed and printed~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~(2) two input strings taken~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~(2) checked for anagrams~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 5:~~(3) input string taken~~  Mark/s obtained: 5 out of 5~~~~~~PASSED: Code Case 6:~~(3) checked for palindrome~~  Mark/s obtained: 10 out of 10~~~~PASSED: All code cases - Marks : 60 out of 60~~~~==============================~~~~######### TOTAL MARKS OBTAINED = 120/120 #########
22HS10018;0;0;0;0;0;0;5;10;5;10;3;5;38;========= TEST CASES =========~~~~~~FAILED: Code didn't compile successfully~~  Mark/s obtained: 0 out of 60~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Choice presented to user~~  Mark/s obtained: 5 out of 5~~~~~~PASSED: Code Case 2:~~(1) array elements reversed and printed~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 3:~~(2) two input strings taken~~  Mark/s obtained: 5 out of 10~~~~~~FAILED: Code Case 4:~~(2) checked for anagrams~~  Mark/s obtained: 10 out of 20~~~~~~FAILED: Code Case 5:~~(3) input string taken~~  Mark/s obtained: 3 out of 5~~~~~~FAILED: Code Case 6:~~(3) checked for palindrome~~  Mark/s obtained: 5 out of 10~~~~~~==============================~~~~######### TOTAL MARKS OBTAINED = 38/120 ##########
22HS10038;0;10;0;0;10;10;5;10;10;16;5;10;86;========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~INPUT:1 5 1 2 3 4 5~~Desired Output:~~~~The reversed array is: 5 4 3 2 1 ~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Test Case 3: ~~INPUT:2~~debit card~~bad credit~~~~Desired Output:~~~~The strings are anagrams. ~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Test Case 4: ~~INPUT:2~~nishkal~~prakash~~~~Desired Output:~~~~The strings are not anagrams. ~~  Mark/s obtained: 0 out of 10~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Choice presented to user~~  Mark/s obtained: 5 out of 5~~~~~~PASSED: Code Case 2:~~(1) array elements reversed and printed~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~(2) two input strings taken~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 4:~~(2) checked for anagrams~~  Mark/s obtained: 16 out of 20~~~~~~PASSED: Code Case 5:~~(3) input string taken~~  Mark/s obtained: 5 out of 5~~~~~~PASSED: Code Case 6:~~(3) checked for palindrome~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~######### TOTAL MARKS OBTAINED = 86/120 ##########
22HS10058;10;10;0;10;10;10;5;10;10;16;5;10;106;========= TEST CASES =========~~~~~~FAILED: Test Case 3: ~~INPUT:2~~debit card~~bad credit~~~~Desired Output:~~~~The strings are anagrams. ~~  Mark/s obtained: 0 out of 10~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Choice presented to user~~  Mark/s obtained: 5 out of 5~~~~~~PASSED: Code Case 2:~~(1) array elements reversed and printed~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~(2) two input strings taken~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 4:~~(2) checked for anagrams~~  Mark/s obtained: 16 out of 20~~~~~~PASSED: Code Case 5:~~(3) input string taken~~  Mark/s obtained: 5 out of 5~~~~~~PASSED: Code Case 6:~~(3) checked for palindrome~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~######### TOTAL MARKS OBTAINED = 106/120 #########
