"Student_Name";"Test_Case_1 (4)";"Test_Case_2 (4)";"Test_Case_3 (4)";"Code_1 (18)";"Code_2 (-1)";"Total_Marks (30)";"Comments"
22CS10073;4;4;4;18;-1;29;========= TEST CASES =========~~~~PASSED: All test cases - Marks : 12 out of 12~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Logic is correct and the code is working.~~  Mark/s obtained: 18 out of 18~~~~~~FAILED: Negative Code Case 2:~~Comments missing~~  Mark/s lost: -1 out of -1~~~~~~==============================~~~~########## TOTAL MARKS OBTAINED = 29/30 ##########
22CS30053;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 30 out of 30~~~~~~==============================~~~~########## TOTAL MARKS OBTAINED = 0/30 ###########
22CS30017;4;4;4;18;0;30;Good work~~~~========= TEST CASES =========~~~~PASSED: All test cases - Marks : 12 out of 12~~~~========= CODE CASES =========~~~~PASSED: All code cases - Marks : 18 out of 18~~~~==============================~~~~########## TOTAL MARKS OBTAINED = 30/30 ##########
22CS30044;0;0;0;18;-1;17;Compilation Issue~~~~========= TEST CASES =========~~~~~~FAILED: Code didn't compile successfully~~  Mark/s obtained: 0 out of 12~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Logic is correct and the code is working.~~  Mark/s obtained: 18 out of 18~~~~~~FAILED: Negative Code Case 2:~~Comments missing~~  Mark/s lost: -1 out of -1~~~~~~==============================~~~~########## TOTAL MARKS OBTAINED = 17/30 ##########
22CS10025;4;4;4;18;-1;29;========= TEST CASES =========~~~~PASSED: All test cases - Marks : 12 out of 12~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Logic is correct and the code is working.~~  Mark/s obtained: 18 out of 18~~~~~~FAILED: Negative Code Case 2:~~Comments missing~~  Mark/s lost: -1 out of -1~~~~~~==============================~~~~########## TOTAL MARKS OBTAINED = 29/30 ##########
22CS10065;4;4;4;18;0;30;Good work~~~~========= TEST CASES =========~~~~PASSED: All test cases - Marks : 12 out of 12~~~~========= CODE CASES =========~~~~PASSED: All code cases - Marks : 18 out of 18~~~~==============================~~~~########## TOTAL MARKS OBTAINED = 30/30 ##########
22CS10045;4;4;4;18;0;30;Good work~~~~========= TEST CASES =========~~~~PASSED: All test cases - Marks : 12 out of 12~~~~========= CODE CASES =========~~~~PASSED: All code cases - Marks : 18 out of 18~~~~==============================~~~~########## TOTAL MARKS OBTAINED = 30/30 ##########
22CS30039;4;4;4;18;0;30;Good work~~~~========= TEST CASES =========~~~~PASSED: All test cases - Marks : 12 out of 12~~~~========= CODE CASES =========~~~~PASSED: All code cases - Marks : 18 out of 18~~~~==============================~~~~########## TOTAL MARKS OBTAINED = 30/30 ##########
22CS10080;4;4;4;18;0;30;Good work~~~~========= TEST CASES =========~~~~PASSED: All test cases - Marks : 12 out of 12~~~~========= CODE CASES =========~~~~PASSED: All code cases - Marks : 18 out of 18~~~~==============================~~~~########## TOTAL MARKS OBTAINED = 30/30 ##########
22CS10040;0;0;0;18;-1;17;Compilation Issue~~~~========= TEST CASES =========~~~~~~FAILED: Code didn't compile successfully~~  Mark/s obtained: 0 out of 12~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Logic is correct and the code is working.~~  Mark/s obtained: 18 out of 18~~~~~~FAILED: Negative Code Case 2:~~Comments missing~~  Mark/s lost: -1 out of -1~~~~~~==============================~~~~########## TOTAL MARKS OBTAINED = 17/30 ##########
22CS10020;3;3;3;18;-1;26;First output is garbage~~~~========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~INPUT:9 51 43 93 18 42 99 54 2 74 3~~Desired Output:~~3 largest elements: 74 99 93~~~~Your output:~~The original array: 51 43 93 18 42 99 54 2 74 ~~3 largest elements are: 6975456 99 93 ~~~~  Mark/s obtained: 3 out of 4~~~~~~FAILED: Test Case 2: ~~INPUT:13 89 500 22 -7 81 -19 34 21 222 54 68 -100 88 3~~Desired Output:~~3 largest elements: 89 500 222~~~~Your output:~~The original array: 51 43 93 18 42 99 54 2 74 ~~3 largest elements are: 11366368 99 93 ~~~~  Mark/s obtained: 3 out of 4~~~~~~FAILED: Test Case 3: ~~INPUT:13 89 500 22 -7 81 -19 34 21 222 54 68 -100 88 5~~Desired Output:~~5 largest elements: 81 88 89 500 222~~~~Your output:~~The original array: 51 43 93 18 42 99 54 2 74 ~~3 largest elements are: 6909920 99 93 ~~~~  Mark/s obtained: 3 out of 4~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Logic is correct and the code is working.~~  Mark/s obtained: 18 out of 18~~~~~~FAILED: Negative Code Case 2:~~Comments missing~~  Mark/s lost: -1 out of -1~~~~~~==============================~~~~########## TOTAL MARKS OBTAINED = 26/30 ##########
22CS30019;4;4;4;18;0;30;Good work~~~~========= TEST CASES =========~~~~PASSED: All test cases - Marks : 12 out of 12~~~~========= CODE CASES =========~~~~PASSED: All code cases - Marks : 18 out of 18~~~~==============================~~~~########## TOTAL MARKS OBTAINED = 30/30 ##########
22CS30059;0;0;0;18;0;18;SEGMENTATION_FAULT~~~~========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~INPUT:9 51 43 93 18 42 99 54 2 74 3~~Desired Output:~~3 largest elements: 74 99 93~~~~Your output:~~[ERROR: SEGMENTATION_FAULT or RUNTIMEOUT]~~~~  Mark/s obtained: 0 out of 4~~~~~~FAILED: Test Case 2: ~~INPUT:13 89 500 22 -7 81 -19 34 21 222 54 68 -100 88 3~~Desired Output:~~3 largest elements: 89 500 222~~~~Your output:~~[ERROR: SEGMENTATION_FAULT or RUNTIMEOUT]~~~~  Mark/s obtained: 0 out of 4~~~~~~FAILED: Test Case 3: ~~INPUT:13 89 500 22 -7 81 -19 34 21 222 54 68 -100 88 5~~Desired Output:~~5 largest elements: 81 88 89 500 222~~~~Your output:~~[ERROR: SEGMENTATION_FAULT or RUNTIMEOUT]~~~~  Mark/s obtained: 0 out of 4~~~~~~========= CODE CASES =========~~~~PASSED: All code cases - Marks : 18 out of 18~~~~==============================~~~~########## TOTAL MARKS OBTAINED = 18/30 ##########
22CS10060;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 30 out of 30~~~~~~==============================~~~~########## TOTAL MARKS OBTAINED = 0/30 ###########
22CS10018;4;4;4;18;0;30;Good work~~~~========= TEST CASES =========~~~~PASSED: All test cases - Marks : 12 out of 12~~~~========= CODE CASES =========~~~~PASSED: All code cases - Marks : 18 out of 18~~~~==============================~~~~########## TOTAL MARKS OBTAINED = 30/30 ##########
22CS10078;4;4;4;18;0;30;Good work~~~~========= TEST CASES =========~~~~PASSED: All test cases - Marks : 12 out of 12~~~~========= CODE CASES =========~~~~PASSED: All code cases - Marks : 18 out of 18~~~~==============================~~~~########## TOTAL MARKS OBTAINED = 30/30 ##########
22CS30057;4;4;4;18;0;30;Good work~~~~========= TEST CASES =========~~~~PASSED: All test cases - Marks : 12 out of 12~~~~========= CODE CASES =========~~~~PASSED: All code cases - Marks : 18 out of 18~~~~==============================~~~~########## TOTAL MARKS OBTAINED = 30/30 ##########
22CS30037;4;4;4;18;0;30;Good work~~~~========= TEST CASES =========~~~~PASSED: All test cases - Marks : 12 out of 12~~~~========= CODE CASES =========~~~~PASSED: All code cases - Marks : 18 out of 18~~~~==============================~~~~########## TOTAL MARKS OBTAINED = 30/30 ##########
22CS10057;0;0;0;18;-1;17;SEGMENTATION_FAULT~~~~========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~INPUT:9 51 43 93 18 42 99 54 2 74 3~~Desired Output:~~3 largest elements: 74 99 93~~~~Your output:~~[ERROR: SEGMENTATION_FAULT or RUNTIMEOUT]~~~~  Mark/s obtained: 0 out of 4~~~~~~FAILED: Test Case 2: ~~INPUT:13 89 500 22 -7 81 -19 34 21 222 54 68 -100 88 3~~Desired Output:~~3 largest elements: 89 500 222~~~~Your output:~~[ERROR: SEGMENTATION_FAULT or RUNTIMEOUT]~~~~  Mark/s obtained: 0 out of 4~~~~~~FAILED: Test Case 3: ~~INPUT:13 89 500 22 -7 81 -19 34 21 222 54 68 -100 88 5~~Desired Output:~~5 largest elements: 81 88 89 500 222~~~~Your output:~~[ERROR: SEGMENTATION_FAULT or RUNTIMEOUT]~~~~  Mark/s obtained: 0 out of 4~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Logic is correct and the code is working.~~  Mark/s obtained: 18 out of 18~~~~~~FAILED: Negative Code Case 2:~~Comments missing~~  Mark/s lost: -1 out of -1~~~~~~==============================~~~~########## TOTAL MARKS OBTAINED = 17/30 ##########
22CS30056;4;4;4;18;-1;29;========= TEST CASES =========~~~~PASSED: All test cases - Marks : 12 out of 12~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Logic is correct and the code is working.~~  Mark/s obtained: 18 out of 18~~~~~~FAILED: Negative Code Case 2:~~Comments missing~~  Mark/s lost: -1 out of -1~~~~~~==============================~~~~########## TOTAL MARKS OBTAINED = 29/30 ##########
22CS10077;4;4;4;18;0;30;Good work~~~~========= TEST CASES =========~~~~PASSED: All test cases - Marks : 12 out of 12~~~~========= CODE CASES =========~~~~PASSED: All code cases - Marks : 18 out of 18~~~~==============================~~~~########## TOTAL MARKS OBTAINED = 30/30 ##########
22CS10037;4;4;4;18;-1;29;========= TEST CASES =========~~~~PASSED: All test cases - Marks : 12 out of 12~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Logic is correct and the code is working.~~  Mark/s obtained: 18 out of 18~~~~~~FAILED: Negative Code Case 2:~~Comments missing~~  Mark/s lost: -1 out of -1~~~~~~==============================~~~~########## TOTAL MARKS OBTAINED = 29/30 ##########
22CS30016;4;4;4;18;0;30;Good work~~~~========= TEST CASES =========~~~~PASSED: All test cases - Marks : 12 out of 12~~~~========= CODE CASES =========~~~~PASSED: All code cases - Marks : 18 out of 18~~~~==============================~~~~########## TOTAL MARKS OBTAINED = 30/30 ##########
22CS30036;4;4;4;18;-1;29;========= TEST CASES =========~~~~PASSED: All test cases - Marks : 12 out of 12~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Logic is correct and the code is working.~~  Mark/s obtained: 18 out of 18~~~~~~FAILED: Negative Code Case 2:~~Comments missing~~  Mark/s lost: -1 out of -1~~~~~~==============================~~~~########## TOTAL MARKS OBTAINED = 29/30 ##########
22CS10086;4;4;4;18;-1;29;========= TEST CASES =========~~~~PASSED: All test cases - Marks : 12 out of 12~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Logic is correct and the code is working.~~  Mark/s obtained: 18 out of 18~~~~~~FAILED: Negative Code Case 2:~~Comments missing~~  Mark/s lost: -1 out of -1~~~~~~==============================~~~~########## TOTAL MARKS OBTAINED = 29/30 ##########
22CS10059;0;0;0;10;0;10;Only Sorting done~~~~========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~INPUT:9 51 43 93 18 42 99 54 2 74 3~~Desired Output:~~3 largest elements: 74 99 93~~~~Your output:~~51~~43~~93~~74	93	99	~~~~  Mark/s obtained: 0 out of 4~~~~~~FAILED: Test Case 2: ~~INPUT:13 89 500 22 -7 81 -19 34 21 222 54 68 -100 88 3~~Desired Output:~~3 largest elements: 89 500 222~~~~Your output:~~51~~43~~93~~74	93	99	~~~~  Mark/s obtained: 0 out of 4~~~~~~FAILED: Test Case 3: ~~INPUT:13 89 500 22 -7 81 -19 34 21 222 54 68 -100 88 5~~Desired Output:~~5 largest elements: 81 88 89 500 222~~~~Your output:~~51~~43~~93~~74	93	99	~~~~  Mark/s obtained: 0 out of 4~~~~~~========= CODE CASES =========~~~~~~FAILED: Code Case 1:~~Logic is correct and the code is working.~~  Mark/s obtained: 10 out of 18~~~~~~==============================~~~~########## TOTAL MARKS OBTAINED = 10/30 ##########
22CS30061;4;4;4;18;0;30;Good work~~~~========= TEST CASES =========~~~~PASSED: All test cases - Marks : 12 out of 12~~~~========= CODE CASES =========~~~~PASSED: All code cases - Marks : 18 out of 18~~~~==============================~~~~########## TOTAL MARKS OBTAINED = 30/30 ##########
22CS10064;4;4;4;18;0;30;Good work~~~~========= TEST CASES =========~~~~PASSED: All test cases - Marks : 12 out of 12~~~~========= CODE CASES =========~~~~PASSED: All code cases - Marks : 18 out of 18~~~~==============================~~~~########## TOTAL MARKS OBTAINED = 30/30 ##########
22CS30003;0;0;0;10;0;10;Only Sorting done~~~~========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~INPUT:9 51 43 93 18 42 99 54 2 74 3~~Desired Output:~~3 largest elements: 74 99 93~~~~Your output:~~~~~~  Mark/s obtained: 0 out of 4~~~~~~FAILED: Test Case 2: ~~INPUT:13 89 500 22 -7 81 -19 34 21 222 54 68 -100 88 3~~Desired Output:~~3 largest elements: 89 500 222~~~~Your output:~~~~~~  Mark/s obtained: 0 out of 4~~~~~~FAILED: Test Case 3: ~~INPUT:13 89 500 22 -7 81 -19 34 21 222 54 68 -100 88 5~~Desired Output:~~5 largest elements: 81 88 89 500 222~~~~Your output:~~~~~~  Mark/s obtained: 0 out of 4~~~~~~========= CODE CASES =========~~~~~~FAILED: Code Case 1:~~Logic is correct and the code is working.~~  Mark/s obtained: 10 out of 18~~~~~~==============================~~~~########## TOTAL MARKS OBTAINED = 10/30 ##########
22CS10024;4;4;4;18;-1;29;========= TEST CASES =========~~~~PASSED: All test cases - Marks : 12 out of 12~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Logic is correct and the code is working.~~  Mark/s obtained: 18 out of 18~~~~~~FAILED: Negative Code Case 2:~~Comments missing~~  Mark/s lost: -1 out of -1~~~~~~==============================~~~~########## TOTAL MARKS OBTAINED = 29/30 ##########
22CS10044;4;4;4;18;-1;29;========= TEST CASES =========~~~~PASSED: All test cases - Marks : 12 out of 12~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Logic is correct and the code is working.~~  Mark/s obtained: 18 out of 18~~~~~~FAILED: Negative Code Case 2:~~Comments missing~~  Mark/s lost: -1 out of -1~~~~~~==============================~~~~########## TOTAL MARKS OBTAINED = 29/30 ##########
22CS30023;0;0;0;18;-1;17;Compilation Issue~~~~========= TEST CASES =========~~~~~~FAILED: Code didn't compile successfully~~  Mark/s obtained: 0 out of 12~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Logic is correct and the code is working.~~  Mark/s obtained: 18 out of 18~~~~~~FAILED: Negative Code Case 2:~~Comments missing~~  Mark/s lost: -1 out of -1~~~~~~==============================~~~~########## TOTAL MARKS OBTAINED = 17/30 ##########
22CS30001;4;4;4;18;0;30;Good work~~~~========= TEST CASES =========~~~~PASSED: All test cases - Marks : 12 out of 12~~~~========= CODE CASES =========~~~~PASSED: All code cases - Marks : 18 out of 18~~~~==============================~~~~########## TOTAL MARKS OBTAINED = 30/30 ##########
22CS30021;4;4;4;18;0;30;Good work~~~~========= TEST CASES =========~~~~PASSED: All test cases - Marks : 12 out of 12~~~~========= CODE CASES =========~~~~PASSED: All code cases - Marks : 18 out of 18~~~~==============================~~~~########## TOTAL MARKS OBTAINED = 30/30 ##########
22CS10082;4;4;4;18;-1;29;========= TEST CASES =========~~~~PASSED: All test cases - Marks : 12 out of 12~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Logic is correct and the code is working.~~  Mark/s obtained: 18 out of 18~~~~~~FAILED: Negative Code Case 2:~~Comments missing~~  Mark/s lost: -1 out of -1~~~~~~==============================~~~~########## TOTAL MARKS OBTAINED = 29/30 ##########
22CS10002;4;4;4;18;0;30;Good work~~~~========= TEST CASES =========~~~~PASSED: All test cases - Marks : 12 out of 12~~~~========= CODE CASES =========~~~~PASSED: All code cases - Marks : 18 out of 18~~~~==============================~~~~########## TOTAL MARKS OBTAINED = 30/30 ##########
22CS30041;4;4;4;18;-1;29;========= TEST CASES =========~~~~PASSED: All test cases - Marks : 12 out of 12~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Logic is correct and the code is working.~~  Mark/s obtained: 18 out of 18~~~~~~FAILED: Negative Code Case 2:~~Comments missing~~  Mark/s lost: -1 out of -1~~~~~~==============================~~~~########## TOTAL MARKS OBTAINED = 29/30 ##########
22CS10022;4;4;4;18;0;30;Good work~~~~========= TEST CASES =========~~~~PASSED: All test cases - Marks : 12 out of 12~~~~========= CODE CASES =========~~~~PASSED: All code cases - Marks : 18 out of 18~~~~==============================~~~~########## TOTAL MARKS OBTAINED = 30/30 ##########
22CS10042;4;4;4;18;-1;29;========= TEST CASES =========~~~~PASSED: All test cases - Marks : 12 out of 12~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Logic is correct and the code is working.~~  Mark/s obtained: 18 out of 18~~~~~~FAILED: Negative Code Case 2:~~Comments missing~~  Mark/s lost: -1 out of -1~~~~~~==============================~~~~########## TOTAL MARKS OBTAINED = 29/30 ##########
22CS10062;0;0;0;5;0;5;Only scanf and print~~~~========= TEST CASES =========~~~~~~FAILED: Code didn't compile successfully~~  Mark/s obtained: 0 out of 12~~~~~~========= CODE CASES =========~~~~~~FAILED: Code Case 1:~~Logic is correct and the code is working.~~  Mark/s obtained: 5 out of 18~~~~~~==============================~~~~########## TOTAL MARKS OBTAINED = 5/30 ###########
22CS10005;4;4;4;18;-1;29;========= TEST CASES =========~~~~PASSED: All test cases - Marks : 12 out of 12~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Logic is correct and the code is working.~~  Mark/s obtained: 18 out of 18~~~~~~FAILED: Negative Code Case 2:~~Comments missing~~  Mark/s lost: -1 out of -1~~~~~~==============================~~~~########## TOTAL MARKS OBTAINED = 29/30 ##########
22CS30024;4;4;4;18;-1;29;========= TEST CASES =========~~~~PASSED: All test cases - Marks : 12 out of 12~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Logic is correct and the code is working.~~  Mark/s obtained: 18 out of 18~~~~~~FAILED: Negative Code Case 2:~~Comments missing~~  Mark/s lost: -1 out of -1~~~~~~==============================~~~~########## TOTAL MARKS OBTAINED = 29/30 ##########
22CS30004;4;4;4;18;0;30;Good work~~~~========= TEST CASES =========~~~~PASSED: All test cases - Marks : 12 out of 12~~~~========= CODE CASES =========~~~~PASSED: All code cases - Marks : 18 out of 18~~~~==============================~~~~########## TOTAL MARKS OBTAINED = 30/30 ##########
22CS30018;4;4;4;18;-1;29;========= TEST CASES =========~~~~PASSED: All test cases - Marks : 12 out of 12~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Logic is correct and the code is working.~~  Mark/s obtained: 18 out of 18~~~~~~FAILED: Negative Code Case 2:~~Comments missing~~  Mark/s lost: -1 out of -1~~~~~~==============================~~~~########## TOTAL MARKS OBTAINED = 29/30 ##########
22CS10039;4;4;4;18;0;30;Good work~~~~========= TEST CASES =========~~~~PASSED: All test cases - Marks : 12 out of 12~~~~========= CODE CASES =========~~~~PASSED: All code cases - Marks : 18 out of 18~~~~==============================~~~~########## TOTAL MARKS OBTAINED = 30/30 ##########
22CS30038;4;4;4;18;-1;29;========= TEST CASES =========~~~~PASSED: All test cases - Marks : 12 out of 12~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Logic is correct and the code is working.~~  Mark/s obtained: 18 out of 18~~~~~~FAILED: Negative Code Case 2:~~Comments missing~~  Mark/s lost: -1 out of -1~~~~~~==============================~~~~########## TOTAL MARKS OBTAINED = 29/30 ##########
22CS30058;0;0;0;18;0;18;Compilation Issue~~~~========= TEST CASES =========~~~~~~FAILED: Code didn't compile successfully~~  Mark/s obtained: 0 out of 12~~~~~~========= CODE CASES =========~~~~PASSED: All code cases - Marks : 18 out of 18~~~~==============================~~~~########## TOTAL MARKS OBTAINED = 18/30 ##########
22CS10079;4;4;4;18;-1;29;========= TEST CASES =========~~~~PASSED: All test cases - Marks : 12 out of 12~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Logic is correct and the code is working.~~  Mark/s obtained: 18 out of 18~~~~~~FAILED: Negative Code Case 2:~~Comments missing~~  Mark/s lost: -1 out of -1~~~~~~==============================~~~~########## TOTAL MARKS OBTAINED = 29/30 ##########
22CS10019;4;4;4;18;0;30;Good work~~~~========= TEST CASES =========~~~~PASSED: All test cases - Marks : 12 out of 12~~~~========= CODE CASES =========~~~~PASSED: All code cases - Marks : 18 out of 18~~~~==============================~~~~########## TOTAL MARKS OBTAINED = 30/30 ##########
22CS30043;4;4;4;18;0;30;Good work~~~~========= TEST CASES =========~~~~PASSED: All test cases - Marks : 12 out of 12~~~~========= CODE CASES =========~~~~PASSED: All code cases - Marks : 18 out of 18~~~~==============================~~~~########## TOTAL MARKS OBTAINED = 30/30 ##########
22CS10023;0;0;0;18;0;18;Incomplete code~~~~========= TEST CASES =========~~~~~~FAILED: Code didn't compile successfully~~  Mark/s obtained: 0 out of 12~~~~~~========= CODE CASES =========~~~~PASSED: All code cases - Marks : 18 out of 18~~~~==============================~~~~########## TOTAL MARKS OBTAINED = 18/30 ##########
22CS10006;0;0;0;5;0;5;Only print and scanf~~~~========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~INPUT:9 51 43 93 18 42 99 54 2 74 3~~Desired Output:~~3 largest elements: 74 99 93~~~~Your output:~~enter the number of elements in the input:(input):enter the valuue of k~~~~  Mark/s obtained: 0 out of 4~~~~~~FAILED: Test Case 2: ~~INPUT:13 89 500 22 -7 81 -19 34 21 222 54 68 -100 88 3~~Desired Output:~~3 largest elements: 89 500 222~~~~Your output:~~enter the number of elements in the input:(input):enter the valuue of k~~~~  Mark/s obtained: 0 out of 4~~~~~~FAILED: Test Case 3: ~~INPUT:13 89 500 22 -7 81 -19 34 21 222 54 68 -100 88 5~~Desired Output:~~5 largest elements: 81 88 89 500 222~~~~Your output:~~enter the number of elements in the input:(input):enter the valuue of k~~~~  Mark/s obtained: 0 out of 4~~~~~~========= CODE CASES =========~~~~~~FAILED: Code Case 1:~~Logic is correct and the code is working.~~  Mark/s obtained: 5 out of 18~~~~~~==============================~~~~########## TOTAL MARKS OBTAINED = 5/30 ###########
22CS10034;4;4;4;18;0;30;Good work~~~~========= TEST CASES =========~~~~PASSED: All test cases - Marks : 12 out of 12~~~~========= CODE CASES =========~~~~PASSED: All code cases - Marks : 18 out of 18~~~~==============================~~~~########## TOTAL MARKS OBTAINED = 30/30 ##########
22CS10088;4;4;4;18;-1;29;========= TEST CASES =========~~~~PASSED: All test cases - Marks : 12 out of 12~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Logic is correct and the code is working.~~  Mark/s obtained: 18 out of 18~~~~~~FAILED: Negative Code Case 2:~~Comments missing~~  Mark/s lost: -1 out of -1~~~~~~==============================~~~~########## TOTAL MARKS OBTAINED = 29/30 ##########
22CS10070;4;4;4;18;0;30;Good work~~~~========= TEST CASES =========~~~~PASSED: All test cases - Marks : 12 out of 12~~~~========= CODE CASES =========~~~~PASSED: All code cases - Marks : 18 out of 18~~~~==============================~~~~########## TOTAL MARKS OBTAINED = 30/30 ##########
22CS10066;4;4;4;15;-1;26;Random values taken.~~~~========= TEST CASES =========~~~~PASSED: All test cases - Marks : 12 out of 12~~~~========= CODE CASES =========~~~~~~FAILED: Code Case 1:~~Logic is correct and the code is working.~~  Mark/s obtained: 15 out of 18~~~~~~FAILED: Negative Code Case 2:~~Comments missing~~  Mark/s lost: -1 out of -1~~~~~~==============================~~~~########## TOTAL MARKS OBTAINED = 26/30 ##########
22CS30042;4;4;4;18;0;30;Good work~~~~========= TEST CASES =========~~~~PASSED: All test cases - Marks : 12 out of 12~~~~========= CODE CASES =========~~~~PASSED: All code cases - Marks : 18 out of 18~~~~==============================~~~~########## TOTAL MARKS OBTAINED = 30/30 ##########
22CS30002;4;4;4;18;0;30;Good work~~~~========= TEST CASES =========~~~~PASSED: All test cases - Marks : 12 out of 12~~~~========= CODE CASES =========~~~~PASSED: All code cases - Marks : 18 out of 18~~~~==============================~~~~########## TOTAL MARKS OBTAINED = 30/30 ##########
22CS10058;4;4;4;18;0;30;Good work~~~~========= TEST CASES =========~~~~PASSED: All test cases - Marks : 12 out of 12~~~~========= CODE CASES =========~~~~PASSED: All code cases - Marks : 18 out of 18~~~~==============================~~~~########## TOTAL MARKS OBTAINED = 30/30 ##########
22CS10038;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 30 out of 30~~~~~~==============================~~~~########## TOTAL MARKS OBTAINED = 0/30 ###########
22CS10036;4;4;4;18;-1;29;========= TEST CASES =========~~~~PASSED: All test cases - Marks : 12 out of 12~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Logic is correct and the code is working.~~  Mark/s obtained: 18 out of 18~~~~~~FAILED: Negative Code Case 2:~~Comments missing~~  Mark/s lost: -1 out of -1~~~~~~==============================~~~~########## TOTAL MARKS OBTAINED = 29/30 ##########
22CS30063;4;4;4;18;0;30;Good work~~~~========= TEST CASES =========~~~~PASSED: All test cases - Marks : 12 out of 12~~~~========= CODE CASES =========~~~~PASSED: All code cases - Marks : 18 out of 18~~~~==============================~~~~########## TOTAL MARKS OBTAINED = 30/30 ##########
22CS30006;4;4;4;18;0;30;Good work~~~~========= TEST CASES =========~~~~PASSED: All test cases - Marks : 12 out of 12~~~~========= CODE CASES =========~~~~PASSED: All code cases - Marks : 18 out of 18~~~~==============================~~~~########## TOTAL MARKS OBTAINED = 30/30 ##########
22CS30008;4;4;4;18;0;30;Good work~~~~========= TEST CASES =========~~~~PASSED: All test cases - Marks : 12 out of 12~~~~========= CODE CASES =========~~~~PASSED: All code cases - Marks : 18 out of 18~~~~==============================~~~~########## TOTAL MARKS OBTAINED = 30/30 ##########
22CS30062;4;4;4;18;-1;29;========= TEST CASES =========~~~~PASSED: All test cases - Marks : 12 out of 12~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Logic is correct and the code is working.~~  Mark/s obtained: 18 out of 18~~~~~~FAILED: Negative Code Case 2:~~Comments missing~~  Mark/s lost: -1 out of -1~~~~~~==============================~~~~########## TOTAL MARKS OBTAINED = 29/30 ##########
22CS10056;0;0;0;18;0;18;========= TEST CASES =========~~~~~~FAILED: Code didn't compile successfully~~  Mark/s obtained: 0 out of 12~~~~~~========= CODE CASES =========~~~~PASSED: All code cases - Marks : 18 out of 18~~~~==============================~~~~########## TOTAL MARKS OBTAINED = 18/30 ##########
22CS10054;2;2;2;18;-1;23;Incorrect Output~~~~========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~INPUT:9 51 43 93 18 42 99 54 2 74 3~~Desired Output:~~3 largest elements: 74 99 93~~~~Your output:~~the original array :51 43 93 18 42 99 54 2 74 ~~3 largest elements:74 0 0 ~~~~~~  Mark/s obtained: 2 out of 4~~~~~~FAILED: Test Case 2: ~~INPUT:13 89 500 22 -7 81 -19 34 21 222 54 68 -100 88 3~~Desired Output:~~3 largest elements: 89 500 222~~~~Your output:~~~~~~  Mark/s obtained: 2 out of 4~~~~~~FAILED: Test Case 3: ~~INPUT:13 89 500 22 -7 81 -19 34 21 222 54 68 -100 88 5~~Desired Output:~~5 largest elements: 81 88 89 500 222~~~~Your output:~~the original array :51 43 93 18 42 99 54 2 74 ~~3 largest elements:74 0 0 ~~~~~~  Mark/s obtained: 2 out of 4~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Logic is correct and the code is working.~~  Mark/s obtained: 18 out of 18~~~~~~FAILED: Negative Code Case 2:~~Comments missing~~  Mark/s lost: -1 out of -1~~~~~~==============================~~~~########## TOTAL MARKS OBTAINED = 23/30 ##########
