"Student_Name";"Test_Case_1 (20)";"Test_Case_2 (20)";"Code_1 (20)";"Code_2 (10)";"Code_3 (20)";"Code_4 (10)";"Total_Marks (100)";"Comments"
22EC30047;20;20;20;10;10;10;90;========= TEST CASES =========~~~~~~Your output:~~enter coordiantes of one cornerenter coordiantes of other corner~~area =4 ~~~~~~Your output:~~enter coordiantes of one cornerenter coordiantes of other corner~~area =9 ~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Defined structure~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 2:~~Taken input~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 3:~~Written an external function to compute the area by passing structure~~  Mark/s obtained: 10 out of 20~~~~~~PASSED: Code Case 4:~~Printed the area~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 90 ############
22EC30007;20;20;20;10;20;10;100;Clean Code~~~~========= TEST CASES =========~~~~~~Your output:~~Enter x-coordinate of first point: Enter y-coordinate of first point: Enter x-coordinate of second point: Enter y-coordinate of second point: Area: 4~~~~~~Your output:~~Enter x-coordinate of first point: Enter y-coordinate of first point: Enter x-coordinate of second point: Enter y-coordinate of second point: Area: 9~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Defined structure~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 2:~~Taken input~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~Written an external function to compute the area by passing structure~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 4:~~Printed the area~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22MF10007;0;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22NA10003;20;20;20;10;10;10;90;========= TEST CASES =========~~~~~~Your output:~~Enter the top left corner coordinates of the rectangle:Enter the bottom right corner coordinates of the rectangle:Area: 4.000000~~~~~~Your output:~~Enter the top left corner coordinates of the rectangle:Enter the bottom right corner coordinates of the rectangle:Area: 9.000000~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Defined structure~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 2:~~Taken input~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 3:~~Written an external function to compute the area by passing structure~~  Mark/s obtained: 10 out of 20~~~~~~PASSED: Code Case 4:~~Printed the area~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 90 ############
22MT10023;20;20;20;10;20;10;100;Nice work~~~~========= TEST CASES =========~~~~~~Your output:~~Rect: Area: 4~~~~~~Your output:~~Rect: Area: 9~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Defined structure~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 2:~~Taken input~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~Written an external function to compute the area by passing structure~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 4:~~Printed the area~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22ME10045;20;20;20;10;10;10;90;========= TEST CASES =========~~~~~~Your output:~~~~ Enter the x-coordinate of top left corner:~~ Enter the y-coordinate of top left corner:~~ Enter the x-coordinate of bottom right corner:~~ Enter the y-coordinate of bottom right corner:~~ The area of the rectangle is 4.000000~~~~Your output:~~~~ Enter the x-coordinate of top left corner:~~ Enter the y-coordinate of top left corner:~~ Enter the x-coordinate of bottom right corner:~~ Enter the y-coordinate of bottom right corner:~~ The area of the rectangle is 9.000000~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Defined structure~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 2:~~Taken input~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 3:~~Written an external function to compute the area by passing structure~~  Mark/s obtained: 10 out of 20~~~~~~PASSED: Code Case 4:~~Printed the area~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 90 ############
22AE10034;20;20;20;10;20;10;100;Perfect~~~~========= TEST CASES =========~~~~~~Your output:~~enter the coordinates of bottom left corner : enter the coordinates of top right corner :Area: 4 ~~~~~~Your output:~~enter the coordinates of bottom left corner : enter the coordinates of top right corner :Area: 9 ~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Defined structure~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 2:~~Taken input~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~Written an external function to compute the area by passing structure~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 4:~~Printed the area~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22CE10085;20;20;20;10;20;10;100;Good work~~~~========= TEST CASES =========~~~~~~Your output:~~Enter the co-ordinates of p1 :~~Enter the co-ordinates of p2 :~~The area is 4.000000~~~~Your output:~~Enter the co-ordinates of p1 :~~Enter the co-ordinates of p2 :~~The area is 9.000000~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Defined structure~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 2:~~Taken input~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~Written an external function to compute the area by passing structure~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 4:~~Printed the area~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22GG10004;0;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22CS30028;0;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22CE10045;0;0;10;5;10;5;30;========= TEST CASES =========~~~~~~Your output:~~Rect :Area :0.00~~~~FAILED: Test Case 1: ~~IN:~~Rect: (0 0) (2 2)~~~~Exp OUT:~~Area: 4~~~~ ~~  Mark/s obtained: 0 out of 20~~~~~~Your output:~~Rect :Area :0.00~~~~FAILED: Test Case 2: ~~IN:~~Rect: (0 0) (3 3)~~~~Exp OUT:~~Area: 9~~~~ ~~  Mark/s obtained: 0 out of 20~~~~~~========= CODE CASES =========~~~~~~FAILED: Code Case 1:~~Defined structure~~  Mark/s obtained: 10 out of 20~~~~~~FAILED: Code Case 2:~~Taken input~~  Mark/s obtained: 5 out of 10~~~~~~FAILED: Code Case 3:~~Written an external function to compute the area by passing structure~~  Mark/s obtained: 10 out of 20~~~~~~FAILED: Code Case 4:~~Printed the area~~  Mark/s obtained: 5 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 30 ############
22IE10027;20;20;20;10;20;10;100;Keep it up~~~~========= TEST CASES =========~~~~~~Your output:~~Area : 4~~~~~~Your output:~~Area : 9~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Defined structure~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 2:~~Taken input~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~Written an external function to compute the area by passing structure~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 4:~~Printed the area~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22PH10032;20;20;20;10;20;10;100;Perfect~~~~========= TEST CASES =========~~~~~~Your output:~~enter top left point 1:enter bottom right point 1:area =4~~~~Your output:~~enter top left point 1:enter bottom right point 1:area =9~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Defined structure~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 2:~~Taken input~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~Written an external function to compute the area by passing structure~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 4:~~Printed the area~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22PH10013;20;20;20;10;10;10;90;========= TEST CASES =========~~~~~~Your output:~~area is 4~~~~Your output:~~area is 9~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Defined structure~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 2:~~Taken input~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 3:~~Written an external function to compute the area by passing structure~~  Mark/s obtained: 10 out of 20~~~~~~PASSED: Code Case 4:~~Printed the area~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 90 ############
22AE30007;20;20;20;10;20;10;100;Keep it up~~~~========= TEST CASES =========~~~~~~Your output:~~Rect: area 4.000000~~~~Your output:~~Rect: area 9.000000~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Defined structure~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 2:~~Taken input~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~Written an external function to compute the area by passing structure~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 4:~~Printed the area~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22IM10020;20;20;20;10;20;10;100;Perfect~~~~========= TEST CASES =========~~~~~~Your output:~~Enter coordinates of bottom right and top left corners: Area of rectangle: 4~~~~~~Your output:~~Enter coordinates of bottom right and top left corners: Area of rectangle: 9~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Defined structure~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 2:~~Taken input~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~Written an external function to compute the area by passing structure~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 4:~~Printed the area~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22EX10014;18;18;20;10;10;10;86;========= TEST CASES =========~~~~~~Your output:~~Please enter the coordinates of top left vertexPlease enter the coordinates of bottom right vertexArea:-4~~~~FAILED: Test Case 1: ~~IN:~~Rect: (0 0) (2 2)~~~~Exp OUT:~~Area: 4~~~~ ~~  Mark/s obtained: 18 out of 20~~~~~~Your output:~~Please enter the coordinates of top left vertexPlease enter the coordinates of bottom right vertexArea:-9~~~~FAILED: Test Case 2: ~~IN:~~Rect: (0 0) (3 3)~~~~Exp OUT:~~Area: 9~~~~ ~~  Mark/s obtained: 18 out of 20~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Defined structure~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 2:~~Taken input~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 3:~~Written an external function to compute the area by passing structure~~  Mark/s obtained: 10 out of 20~~~~~~PASSED: Code Case 4:~~Printed the area~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 86 ############
22MF3IM17;0;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22EE10048;20;20;20;10;20;10;100;Great Job~~~~========= TEST CASES =========~~~~~~Your output:~~Rect: Area: 4~~~~~~Your output:~~Rect: Area: 9~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Defined structure~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 2:~~Taken input~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~Written an external function to compute the area by passing structure~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 4:~~Printed the area~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22NA10041;0;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22BT30022;20;20;20;10;20;10;100;Keep up the good work~~~~========= TEST CASES =========~~~~~~Your output:~~rectangle   area=4~~~~~~Your output:~~rectangle   area=9~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Defined structure~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 2:~~Taken input~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~Written an external function to compute the area by passing structure~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 4:~~Printed the area~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22CE10025;0;0;10;5;0;5;20;========= TEST CASES =========~~~~~~FAILED: Code didn't compile successfully~~  Mark/s obtained: 0 out of 40~~~~~~========= CODE CASES =========~~~~~~FAILED: Code Case 1:~~Defined structure~~  Mark/s obtained: 10 out of 20~~~~~~FAILED: Code Case 2:~~Taken input~~  Mark/s obtained: 5 out of 10~~~~~~FAILED: Code Case 3:~~Written an external function to compute the area by passing structure~~  Mark/s obtained: 0 out of 20~~~~~~FAILED: Code Case 4:~~Printed the area~~  Mark/s obtained: 5 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 20 ############
22CY10048;0;0;10;5;0;0;15;========= TEST CASES =========~~~~~~FAILED: Code didn't compile successfully~~  Mark/s obtained: 0 out of 40~~~~~~========= CODE CASES =========~~~~~~FAILED: Code Case 1:~~Defined structure~~  Mark/s obtained: 10 out of 20~~~~~~FAILED: Code Case 2:~~Taken input~~  Mark/s obtained: 5 out of 10~~~~~~FAILED: Code Case 3:~~Written an external function to compute the area by passing structure~~  Mark/s obtained: 0 out of 20~~~~~~FAILED: Code Case 4:~~Printed the area~~  Mark/s obtained: 0 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 15 ############
22CH10044;20;20;20;10;20;10;100;Clean Code~~~~========= TEST CASES =========~~~~~~Your output:~~Enter the bottom left coordinate of rectangle P:-~~Enter the coordinate of top right corner of rectangle P:-~~Area: 4~~~~Your output:~~Enter the bottom left coordinate of rectangle P:-~~Enter the coordinate of top right corner of rectangle P:-~~Area: 9~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Defined structure~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 2:~~Taken input~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~Written an external function to compute the area by passing structure~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 4:~~Printed the area~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22ME30023;0;0;10;5;0;5;20;========= TEST CASES =========~~~~~~FAILED: Code didn't compile successfully~~  Mark/s obtained: 0 out of 40~~~~~~========= CODE CASES =========~~~~~~FAILED: Code Case 1:~~Defined structure~~  Mark/s obtained: 10 out of 20~~~~~~FAILED: Code Case 2:~~Taken input~~  Mark/s obtained: 5 out of 10~~~~~~FAILED: Code Case 3:~~Written an external function to compute the area by passing structure~~  Mark/s obtained: 0 out of 20~~~~~~FAILED: Code Case 4:~~Printed the area~~  Mark/s obtained: 5 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 20 ############
22CY10028;20;20;20;10;15;10;95;========= TEST CASES =========~~~~~~Your output:~~ Enter the coordinates of the bottom left corner of the rectangle : Enter the coordinates of the top right corner of the rectangle :Area : 4.000000~~~~~~Your output:~~ Enter the coordinates of the bottom left corner of the rectangle : Enter the coordinates of the top right corner of the rectangle :Area : 9.000000~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Defined structure~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 2:~~Taken input~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 3:~~Written an external function to compute the area by passing structure~~  Mark/s obtained: 15 out of 20~~~~~~PASSED: Code Case 4:~~Printed the area~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 95 ############
22AE10014;0;0;10;5;10;0;25;========= TEST CASES =========~~~~~~Your output:~~Rect:  Area: 749637376~~~~~~FAILED: Test Case 1: ~~IN:~~Rect: (0 0) (2 2)~~~~Exp OUT:~~Area: 4~~~~ ~~  Mark/s obtained: 0 out of 20~~~~~~Your output:~~Rect:  Area: 245546664~~~~~~FAILED: Test Case 2: ~~IN:~~Rect: (0 0) (3 3)~~~~Exp OUT:~~Area: 9~~~~ ~~  Mark/s obtained: 0 out of 20~~~~~~========= CODE CASES =========~~~~~~FAILED: Code Case 1:~~Defined structure~~  Mark/s obtained: 10 out of 20~~~~~~FAILED: Code Case 2:~~Taken input~~  Mark/s obtained: 5 out of 10~~~~~~FAILED: Code Case 3:~~Written an external function to compute the area by passing structure~~  Mark/s obtained: 10 out of 20~~~~~~FAILED: Code Case 4:~~Printed the area~~  Mark/s obtained: 0 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 25 ############
22HS10050;20;20;20;10;20;10;100;Good~~~~========= TEST CASES =========~~~~~~Your output:~~enter the coordinates of two points of axis-parallel rectangle : ~~Point 1 : Point 2 : 4.000000~~~~Your output:~~enter the coordinates of two points of axis-parallel rectangle : ~~Point 1 : Point 2 : 9.000000~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Defined structure~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 2:~~Taken input~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~Written an external function to compute the area by passing structure~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 4:~~Printed the area~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22EC10039;20;20;20;10;20;10;100;Keep up the good work~~~~========= TEST CASES =========~~~~~~Your output:~~enter the value of x and y coord of a:enter the value of x and y coord of b:Area: 4.000000~~~~~~Your output:~~enter the value of x and y coord of a:enter the value of x and y coord of b:Area: 9.000000~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Defined structure~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 2:~~Taken input~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~Written an external function to compute the area by passing structure~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 4:~~Printed the area~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22ME30061;20;20;20;10;20;10;100;Clean Code~~~~========= TEST CASES =========~~~~~~Your output:~~Enter top left coordinates(x y) of a rectangle: Enter bottom right coordinates(x y) of the rectangle: Area: 4~~~~~~Your output:~~Enter top left coordinates(x y) of a rectangle: Enter bottom right coordinates(x y) of the rectangle: Area: 9~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Defined structure~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 2:~~Taken input~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~Written an external function to compute the area by passing structure~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 4:~~Printed the area~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22CS10029;0;0;10;5;10;0;25;========= TEST CASES =========~~~~~~Your output:~~Rect:  Area: 1888869520~~~~~~FAILED: Test Case 1: ~~IN:~~Rect: (0 0) (2 2)~~~~Exp OUT:~~Area: 4~~~~ ~~  Mark/s obtained: 0 out of 20~~~~~~Your output:~~Rect:  Area: 1864923144~~~~~~FAILED: Test Case 2: ~~IN:~~Rect: (0 0) (3 3)~~~~Exp OUT:~~Area: 9~~~~ ~~  Mark/s obtained: 0 out of 20~~~~~~========= CODE CASES =========~~~~~~FAILED: Code Case 1:~~Defined structure~~  Mark/s obtained: 10 out of 20~~~~~~FAILED: Code Case 2:~~Taken input~~  Mark/s obtained: 5 out of 10~~~~~~FAILED: Code Case 3:~~Written an external function to compute the area by passing structure~~  Mark/s obtained: 10 out of 20~~~~~~FAILED: Code Case 4:~~Printed the area~~  Mark/s obtained: 0 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 25 ############
22MA10002;20;20;20;10;10;10;90;========= TEST CASES =========~~~~~~Your output:~~enter the x coordinate of top left point~~enter the y coordinate of top left point~~enter the x coordinate of bottom right point~~enter the y coordinate of bottom right point~~the area of the rectangle is 4.000000~~~~~~Your output:~~enter the x coordinate of top left point~~enter the y coordinate of top left point~~enter the x coordinate of bottom right point~~enter the y coordinate of bottom right point~~the area of the rectangle is 9.000000~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Defined structure~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 2:~~Taken input~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 3:~~Written an external function to compute the area by passing structure~~  Mark/s obtained: 10 out of 20~~~~~~PASSED: Code Case 4:~~Printed the area~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 90 ############
22MI10013;0;0;10;5;10;0;25;========= TEST CASES =========~~~~~~Your output:~~enter the coordinatearea:0.000000~~~~FAILED: Test Case 1: ~~IN:~~Rect: (0 0) (2 2)~~~~Exp OUT:~~Area: 4~~~~ ~~  Mark/s obtained: 0 out of 20~~~~~~Your output:~~enter the coordinatearea:0.000000~~~~FAILED: Test Case 2: ~~IN:~~Rect: (0 0) (3 3)~~~~Exp OUT:~~Area: 9~~~~ ~~  Mark/s obtained: 0 out of 20~~~~~~========= CODE CASES =========~~~~~~FAILED: Code Case 1:~~Defined structure~~  Mark/s obtained: 10 out of 20~~~~~~FAILED: Code Case 2:~~Taken input~~  Mark/s obtained: 5 out of 10~~~~~~FAILED: Code Case 3:~~Written an external function to compute the area by passing structure~~  Mark/s obtained: 10 out of 20~~~~~~FAILED: Code Case 4:~~Printed the area~~  Mark/s obtained: 0 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 25 ############
22CH10064;20;20;20;10;20;10;100;Keep up the good work~~~~========= TEST CASES =========~~~~~~Your output:~~Rect: Area: 4.000000~~~~Your output:~~Rect: Area: 9.000000~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Defined structure~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 2:~~Taken input~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~Written an external function to compute the area by passing structure~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 4:~~Printed the area~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22HS10010;20;20;20;10;20;10;100;Nice work~~~~========= TEST CASES =========~~~~~~Your output:~~Enter bottom left corner: Enter top right corner: Area= 4.0~~~~Your output:~~Enter bottom left corner: Enter top right corner: Area= 9.0~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Defined structure~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 2:~~Taken input~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~Written an external function to compute the area by passing structure~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 4:~~Printed the area~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22CH10004;20;20;20;10;10;10;90;========= TEST CASES =========~~~~~~Your output:~~enter the coordinates of 1st rectangle :enter the coordinates of 2nd rectangle :the area of the inputed rctangle is :4.000000~~~~Your output:~~enter the coordinates of 1st rectangle :enter the coordinates of 2nd rectangle :the area of the inputed rctangle is :8.999999~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Defined structure~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 2:~~Taken input~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 3:~~Written an external function to compute the area by passing structure~~  Mark/s obtained: 10 out of 20~~~~~~PASSED: Code Case 4:~~Printed the area~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 90 ############
22MI33013;0;0;10;5;0;5;20;========= TEST CASES =========~~~~~~Your output:~~enter the values :area of rectangle is : 0.000000~~~~FAILED: Test Case 1: ~~IN:~~Rect: (0 0) (2 2)~~~~Exp OUT:~~Area: 4~~~~ ~~  Mark/s obtained: 0 out of 20~~~~~~Your output:~~enter the values :area of rectangle is : 0.000000~~~~FAILED: Test Case 2: ~~IN:~~Rect: (0 0) (3 3)~~~~Exp OUT:~~Area: 9~~~~ ~~  Mark/s obtained: 0 out of 20~~~~~~========= CODE CASES =========~~~~~~FAILED: Code Case 1:~~Defined structure~~  Mark/s obtained: 10 out of 20~~~~~~FAILED: Code Case 2:~~Taken input~~  Mark/s obtained: 5 out of 10~~~~~~FAILED: Code Case 3:~~Written an external function to compute the area by passing structure~~  Mark/s obtained: 0 out of 20~~~~~~FAILED: Code Case 4:~~Printed the area~~  Mark/s obtained: 5 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 20 ############
22EC10019;20;20;20;10;20;10;100;Nice work~~~~========= TEST CASES =========~~~~~~Your output:~~Enter coordinates of bottom left point: Enter coordinates of top right point: ~~Area: 4.000~~~~Your output:~~Enter coordinates of bottom left point: Enter coordinates of top right point: ~~Area: 9.000~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Defined structure~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 2:~~Taken input~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~Written an external function to compute the area by passing structure~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 4:~~Printed the area~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22MF10026;20;20;20;10;10;10;90;========= TEST CASES =========~~~~~~Your output:~~enter the coordinates of the bottom left corner of the rectangle:enter the coordinates of the top right corner of the rectangle:area :4.000000~~~~~~Your output:~~enter the coordinates of the bottom left corner of the rectangle:enter the coordinates of the top right corner of the rectangle:area :9.000000~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Defined structure~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 2:~~Taken input~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 3:~~Written an external function to compute the area by passing structure~~  Mark/s obtained: 10 out of 20~~~~~~PASSED: Code Case 4:~~Printed the area~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 90 ############
22CS10069;20;20;20;10;20;10;100;Keep it up~~~~========= TEST CASES =========~~~~~~Your output:~~Enter the x and y coordinate of the top left corner point : Enter the x and y coordinate of the bottom right corner point : Area of the given rectangle is 4.000000~~~~~~Your output:~~Enter the x and y coordinate of the top left corner point : Enter the x and y coordinate of the bottom right corner point : Area of the given rectangle is 9.000000~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Defined structure~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 2:~~Taken input~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~Written an external function to compute the area by passing structure~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 4:~~Printed the area~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
