"Student_Name";"Test_Case_1 (10)";"Test_Case_2 (10)";"Test_Case_3 (10)";"Test_Case_4 (10)";"Test_Case_5 (10)";"Test_Case_6 (10)";"Code_1 (10)";"Code_2 (10)";"Code_3 (10)";"Code_4 (10)";"Code_5 (10)";"Code_6 (10)";"Total_Marks (120)";"Comments"
22CS10037;10;0;10;10;10;10;10;5;10;10;10;10;105;========= TEST CASES =========~~~~~~FAILED: Test Case 2: ~~IN:~~5~~~~Exp OUT:~~-1~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~Your output:~~2,3~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Input taken~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 2:~~Input validated~~  Mark/s obtained: 5 out of 10~~~~~~PASSED: Code Case 3:~~Broke n into p & q~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~Iterated over possible prime values of p & q~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 5:~~Printed result if both p & q are prime~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 6:~~Used primeCheck function~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 105 ###########
22CS10057;10;10;10;10;10;10;10;10;10;10;10;10;120;Clean Code~~~~========= TEST CASES =========~~~~PASSED: All test cases - Marks : 60 out of 60~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Input taken~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Input validated~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~Broke n into p & q~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~Iterated over possible prime values of p & q~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 5:~~Printed result if both p & q are prime~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 6:~~Used primeCheck function~~  Mark/s obtained: 10 out of 10~~~~PASSED: All code cases - Marks : 60 out of 60~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 120 ###########
22CS10077;0;0;0;0;0;0;0;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 120 out of 120~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22CS30016;10;10;10;10;10;10;10;10;10;10;10;10;120;Keep up the good work~~~~========= TEST CASES =========~~~~PASSED: All test cases - Marks : 60 out of 60~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Input taken~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Input validated~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~Broke n into p & q~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~Iterated over possible prime values of p & q~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 5:~~Printed result if both p & q are prime~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 6:~~Used primeCheck function~~  Mark/s obtained: 10 out of 10~~~~PASSED: All code cases - Marks : 60 out of 60~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 120 ###########
22CS30036;10;10;10;10;10;10;10;10;10;10;10;10;120;Good work~~~~========= TEST CASES =========~~~~PASSED: All test cases - Marks : 60 out of 60~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Input taken~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Input validated~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~Broke n into p & q~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~Iterated over possible prime values of p & q~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 5:~~Printed result if both p & q are prime~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 6:~~Used primeCheck function~~  Mark/s obtained: 10 out of 10~~~~PASSED: All code cases - Marks : 60 out of 60~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 120 ###########
22CS30056;10;10;10;10;10;10;10;10;10;10;10;10;120;Good work~~~~========= TEST CASES =========~~~~PASSED: All test cases - Marks : 60 out of 60~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Input taken~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Input validated~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~Broke n into p & q~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~Iterated over possible prime values of p & q~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 5:~~Printed result if both p & q are prime~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 6:~~Used primeCheck function~~  Mark/s obtained: 10 out of 10~~~~PASSED: All code cases - Marks : 60 out of 60~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 120 ###########
22CY10036;10;10;0;0;0;0;10;10;0;0;0;10;50;========= TEST CASES =========~~~~~~FAILED: Test Case 3: ~~IN:~~4~~~~Exp OUT:~~2, 2~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~Your output:~~enter i:0~~~~FAILED: Test Case 4: ~~IN:~~60~~~~Exp OUT:~~7, 53~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~Your output:~~enter i:0~~~~FAILED: Test Case 5: ~~IN:~~124~~~~Exp OUT:~~11, 113~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~Your output:~~enter i:0~~~~FAILED: Test Case 6: ~~IN:~~550~~~~Exp OUT:~~3, 547~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~Your output:~~enter i:0~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Input taken~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Input validated~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 3:~~Broke n into p & q~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 4:~~Iterated over possible prime values of p & q~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 5:~~Printed result if both p & q are prime~~  Mark/s obtained: 0 out of 10~~~~~~PASSED: Code Case 6:~~Used primeCheck function~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 50 ############
22EC10007;0;0;10;10;10;10;10;10;10;10;10;10;100;========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~IN:~~2~~~~Exp OUT:~~-1~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~Your output:~~[Code throws a math exception during runtime]~~~~FAILED: Test Case 2: ~~IN:~~5~~~~Exp OUT:~~-1~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~Your output:~~[Code throws a math exception during runtime]~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Input taken~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Input validated~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~Broke n into p & q~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~Iterated over possible prime values of p & q~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 5:~~Printed result if both p & q are prime~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 6:~~Used primeCheck function~~  Mark/s obtained: 10 out of 10~~~~PASSED: All code cases - Marks : 60 out of 60~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22EC10027;0;0;10;0;0;10;10;10;10;0;10;5;65;========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~IN:~~2~~~~Exp OUT:~~-1~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~Your output:~~give any even integer : the two numbers are 1, 1~~~~FAILED: Test Case 2: ~~IN:~~5~~~~Exp OUT:~~-1~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~Your output:~~give any even integer : the two numbers are 2, 3~~~~FAILED: Test Case 4: ~~IN:~~60~~~~Exp OUT:~~7, 53~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~Your output:~~give any even integer : the two numbers are 3, 57~~~~FAILED: Test Case 5: ~~IN:~~124~~~~Exp OUT:~~11, 113~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~Your output:~~give any even integer : the two numbers are 3, 121~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Input taken~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Input validated~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~Broke n into p & q~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 4:~~Iterated over possible prime values of p & q~~  Mark/s obtained: 0 out of 10~~~~~~PASSED: Code Case 5:~~Printed result if both p & q are prime~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 6:~~Used primeCheck function~~  Mark/s obtained: 5 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 65 ############
22EC10067;0;0;0;0;0;0;10;0;0;0;0;10;20;========= TEST CASES =========~~~~~~FAILED: Code didn't compile successfully~~  Mark/s obtained: 0 out of 60~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Input taken~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 2:~~Input validated~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 3:~~Broke n into p & q~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 4:~~Iterated over possible prime values of p & q~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 5:~~Printed result if both p & q are prime~~  Mark/s obtained: 0 out of 10~~~~~~PASSED: Code Case 6:~~Used primeCheck function~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 20 ############
22EC10087;10;10;10;10;10;10;10;10;10;10;10;10;120;Good work~~~~========= TEST CASES =========~~~~PASSED: All test cases - Marks : 60 out of 60~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Input taken~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Input validated~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~Broke n into p & q~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~Iterated over possible prime values of p & q~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 5:~~Printed result if both p & q are prime~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 6:~~Used primeCheck function~~  Mark/s obtained: 10 out of 10~~~~PASSED: All code cases - Marks : 60 out of 60~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 120 ###########
22EC30015;10;10;10;10;10;10;10;10;10;10;10;10;120;Clean Code~~~~========= TEST CASES =========~~~~PASSED: All test cases - Marks : 60 out of 60~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Input taken~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Input validated~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~Broke n into p & q~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~Iterated over possible prime values of p & q~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 5:~~Printed result if both p & q are prime~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 6:~~Used primeCheck function~~  Mark/s obtained: 10 out of 10~~~~PASSED: All code cases - Marks : 60 out of 60~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 120 ###########
22EC30035;10;10;10;10;10;10;10;10;10;10;10;10;120;Great Job~~~~========= TEST CASES =========~~~~PASSED: All test cases - Marks : 60 out of 60~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Input taken~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Input validated~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~Broke n into p & q~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~Iterated over possible prime values of p & q~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 5:~~Printed result if both p & q are prime~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 6:~~Used primeCheck function~~  Mark/s obtained: 10 out of 10~~~~PASSED: All code cases - Marks : 60 out of 60~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 120 ###########
22EC30055;10;10;10;10;10;10;10;10;10;10;10;10;120;Great Job~~~~========= TEST CASES =========~~~~PASSED: All test cases - Marks : 60 out of 60~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Input taken~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Input validated~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~Broke n into p & q~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~Iterated over possible prime values of p & q~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 5:~~Printed result if both p & q are prime~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 6:~~Used primeCheck function~~  Mark/s obtained: 10 out of 10~~~~PASSED: All code cases - Marks : 60 out of 60~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 120 ###########
22EE10016;0;0;0;0;0;0;10;10;10;5;0;10;45;========= TEST CASES =========~~~~~~FAILED: Code didn't compile successfully~~  Mark/s obtained: 0 out of 60~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Input taken~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Input validated~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~Broke n into p & q~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 4:~~Iterated over possible prime values of p & q~~  Mark/s obtained: 5 out of 10~~~~~~FAILED: Code Case 5:~~Printed result if both p & q are prime~~  Mark/s obtained: 0 out of 10~~~~~~PASSED: Code Case 6:~~Used primeCheck function~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 45 ############
22EE10036;10;0;0;0;0;0;10;10;0;0;0;10;40;========= TEST CASES =========~~~~~~FAILED: Test Case 2: ~~IN:~~5~~~~Exp OUT:~~-1~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~Your output:~~Input the number to be checked~~~~~~FAILED: Test Case 3: ~~IN:~~4~~~~Exp OUT:~~2, 2~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~Your output:~~Input the number to be checked~~-1~~~~~~FAILED: Test Case 4: ~~IN:~~60~~~~Exp OUT:~~7, 53~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~Your output:~~Input the number to be checked~~-1~~~~~~FAILED: Test Case 5: ~~IN:~~124~~~~Exp OUT:~~11, 113~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~Your output:~~Input the number to be checked~~-1~~~~~~FAILED: Test Case 6: ~~IN:~~550~~~~Exp OUT:~~3, 547~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~Your output:~~Input the number to be checked~~-1~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Input taken~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Input validated~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 3:~~Broke n into p & q~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 4:~~Iterated over possible prime values of p & q~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 5:~~Printed result if both p & q are prime~~  Mark/s obtained: 0 out of 10~~~~~~PASSED: Code Case 6:~~Used primeCheck function~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 40 ############
22EE10056;10;10;10;10;10;10;10;10;10;10;10;10;120;Great Job~~~~========= TEST CASES =========~~~~PASSED: All test cases - Marks : 60 out of 60~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Input taken~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Input validated~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~Broke n into p & q~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~Iterated over possible prime values of p & q~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 5:~~Printed result if both p & q are prime~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 6:~~Used primeCheck function~~  Mark/s obtained: 10 out of 10~~~~PASSED: All code cases - Marks : 60 out of 60~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 120 ###########
22EE10076;10;10;0;10;10;10;10;10;10;10;5;10;105;========= TEST CASES =========~~~~~~FAILED: Test Case 3: ~~IN:~~4~~~~Exp OUT:~~2, 2~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~Your output:~~-1~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Input taken~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Input validated~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~Broke n into p & q~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~Iterated over possible prime values of p & q~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 5:~~Printed result if both p & q are prime~~  Mark/s obtained: 5 out of 10~~~~~~PASSED: Code Case 6:~~Used primeCheck function~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 105 ###########
22EE30015;10;10;10;10;10;10;10;10;10;10;10;10;120;Good~~~~========= TEST CASES =========~~~~PASSED: All test cases - Marks : 60 out of 60~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Input taken~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Input validated~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~Broke n into p & q~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~Iterated over possible prime values of p & q~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 5:~~Printed result if both p & q are prime~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 6:~~Used primeCheck function~~  Mark/s obtained: 10 out of 10~~~~PASSED: All code cases - Marks : 60 out of 60~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 120 ###########
22EX10002;10;10;10;10;10;10;10;10;10;10;10;10;120;Keep it up~~~~========= TEST CASES =========~~~~PASSED: All test cases - Marks : 60 out of 60~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Input taken~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Input validated~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~Broke n into p & q~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~Iterated over possible prime values of p & q~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 5:~~Printed result if both p & q are prime~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 6:~~Used primeCheck function~~  Mark/s obtained: 10 out of 10~~~~PASSED: All code cases - Marks : 60 out of 60~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 120 ###########
22EX10022;10;10;0;0;0;0;10;10;10;10;0;0;60;========= TEST CASES =========~~~~~~FAILED: Test Case 3: ~~IN:~~4~~~~Exp OUT:~~2, 2~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~Your output:~~1,33,1~~~~FAILED: Test Case 4: ~~IN:~~60~~~~Exp OUT:~~7, 53~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~Your output:~~~~~~FAILED: Test Case 5: ~~IN:~~124~~~~Exp OUT:~~11, 113~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~Your output:~~~~~~FAILED: Test Case 6: ~~IN:~~550~~~~Exp OUT:~~3, 547~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~Your output:~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Input taken~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Input validated~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~Broke n into p & q~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~Iterated over possible prime values of p & q~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 5:~~Printed result if both p & q are prime~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 6:~~Used primeCheck function~~  Mark/s obtained: 0 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 60 ############
22EX10042;0;0;0;0;0;0;10;5;10;10;0;10;45;========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~IN:~~2~~~~Exp OUT:~~-1~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~Your output:~~the number isthe number n is13,6955939~~~~FAILED: Test Case 2: ~~IN:~~5~~~~Exp OUT:~~-1~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~Your output:~~[Code throws a math exception during runtime]~~~~FAILED: Test Case 3: ~~IN:~~4~~~~Exp OUT:~~2, 2~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~Your output:~~[Code throws a math exception during runtime]~~~~FAILED: Test Case 4: ~~IN:~~60~~~~Exp OUT:~~7, 53~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~Your output:~~the number isthe number n is11,11936677~~~~FAILED: Test Case 5: ~~IN:~~124~~~~Exp OUT:~~11, 113~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~Your output:~~[Code throws a math exception during runtime]~~~~FAILED: Test Case 6: ~~IN:~~550~~~~Exp OUT:~~3, 547~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~Your output:~~the number isthe number n is13,11084707~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Input taken~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 2:~~Input validated~~  Mark/s obtained: 5 out of 10~~~~~~PASSED: Code Case 3:~~Broke n into p & q~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~Iterated over possible prime values of p & q~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 5:~~Printed result if both p & q are prime~~  Mark/s obtained: 0 out of 10~~~~~~PASSED: Code Case 6:~~Used primeCheck function~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 45 ############
22GG10032;10;10;0;0;0;0;10;10;10;10;0;10;70;========= TEST CASES =========~~~~~~FAILED: Test Case 3: ~~IN:~~4~~~~Exp OUT:~~2, 2~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~Your output:~~Enter the integer : 4=4+1~~~~FAILED: Test Case 4: ~~IN:~~60~~~~Exp OUT:~~7, 53~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~Your output:~~Enter the integer : 60=60+1~~~~FAILED: Test Case 5: ~~IN:~~124~~~~Exp OUT:~~11, 113~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~Your output:~~Enter the integer : 124=124+1~~~~FAILED: Test Case 6: ~~IN:~~550~~~~Exp OUT:~~3, 547~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~Your output:~~Enter the integer : 550=550+1~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Input taken~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Input validated~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~Broke n into p & q~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~Iterated over possible prime values of p & q~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 5:~~Printed result if both p & q are prime~~  Mark/s obtained: 0 out of 10~~~~~~PASSED: Code Case 6:~~Used primeCheck function~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 70 ############
22GG10052;10;10;0;10;10;10;10;5;10;10;10;10;105;========= TEST CASES =========~~~~~~FAILED: Test Case 3: ~~IN:~~4~~~~Exp OUT:~~2, 2~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~Your output:~~Enter the value of n~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Input taken~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 2:~~Input validated~~  Mark/s obtained: 5 out of 10~~~~~~PASSED: Code Case 3:~~Broke n into p & q~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~Iterated over possible prime values of p & q~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 5:~~Printed result if both p & q are prime~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 6:~~Used primeCheck function~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 105 ###########
22HS10018;10;10;0;0;0;0;10;10;0;0;0;5;45;========= TEST CASES =========~~~~~~FAILED: Test Case 3: ~~IN:~~4~~~~Exp OUT:~~2, 2~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~Your output:~~Enter n: ~~~~FAILED: Test Case 4: ~~IN:~~60~~~~Exp OUT:~~7, 53~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~Your output:~~[Code throws a math exception during runtime]~~~~FAILED: Test Case 5: ~~IN:~~124~~~~Exp OUT:~~11, 113~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~Your output:~~[Code throws a math exception during runtime]~~~~FAILED: Test Case 6: ~~IN:~~550~~~~Exp OUT:~~3, 547~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~Your output:~~[Code throws a math exception during runtime]~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Input taken~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Input validated~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 3:~~Broke n into p & q~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 4:~~Iterated over possible prime values of p & q~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 5:~~Printed result if both p & q are prime~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 6:~~Used primeCheck function~~  Mark/s obtained: 5 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 45 ############
22HS10038;10;10;10;10;10;10;10;10;10;10;10;10;120;Great Job~~~~========= TEST CASES =========~~~~PASSED: All test cases - Marks : 60 out of 60~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Input taken~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Input validated~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~Broke n into p & q~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~Iterated over possible prime values of p & q~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 5:~~Printed result if both p & q are prime~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 6:~~Used primeCheck function~~  Mark/s obtained: 10 out of 10~~~~PASSED: All code cases - Marks : 60 out of 60~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 120 ###########
